,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
If he’s gonna,<Post CcgT2mpv749>,3116,27,[],18/04/22,"If he’s gonna serenade you at Coachella, Harry Styles needs to be able to find you in the crowd.",96,"[{'text': 'The dress on the second slide, I can’t find it on your website 😩😩', 'length': 65}, {'text': 'Hey! Are y’all gonna restock the dory in citrine? I really need to get laid and this’ll do it', 'length': 93}, {'text': 'New collection is ❤️\u200d🔥 🔥 👌 Ty for bringing back Afterpay 🙌', 'length': 58}, {'text': '👏👏👏', 'length': 3}, {'text': 'Reformation ecom models be bringing the HEAT!🔥', 'length': 46}, {'text': '🥲 what would we do without Harry?!!', 'length': 35}, {'text': 'Not to be dramatic but if the sigmund dress in belvedere doesn’t come back in stock I can’t attend any weddings this summer', 'length': 123}, {'text': 'Knitwear dress cheers', 'length': 21}, {'text': 'This model is so beautiful!', 'length': 27}, {'text': 'I absolutely love your captions 😍👏 and dresses too, of course', 'length': 61}, {'text': 'That Marguerite dress in Palm Green is giving me some itchy fingers! 🔥', 'length': 70}, {'text': 'The captions are always 🔥', 'length': 25}, {'text': '🔥', 'length': 1}, {'text': '💚💚💚', 'length': 3}, {'text': 'idk who runs this account but i love u, u have the best captions', 'length': 64}, {'text': 'Life motto at this point ❤️\u200d🔥💌', 'length': 30}, {'text': '😍😍😍', 'length': 3}, {'text': ""Double check your website's information and the actual tag for your products. Labelling something as made in Los Angeles, charging a premium price and the getting a made in china dress is false advertising. I make a complaint and the only solution you offer is a return, without even updating the information on the website. Appalling experience, would never recommend to anyone"", 'length': 378}, {'text': 'Please restock the Cove top in black 😭', 'length': 38}, {'text': 'I love my sweet buns❤🔥', 'length': 22}, {'text': '@reformation will you guys ever have a maternity line?? 😍', 'length': 57}, {'text': '@reformation I really wish you would start making some of these new launches in extended sizes...', 'length': 97}, {'text': 'It’s the caption for me @aledit_014', 'length': 35}, {'text': '@reformation, extended sizes need some love and color.', 'length': 54}]"
Working it in,<Post CceOxaxJoKt>,8790,99,[],18/04/22,Working it in the Alexei Dress. @heatherdmarks,46,"[{'text': 'When will the Emersyn Dress blue color be back 🥺🥺', 'length': 49}, {'text': 'When is afterpay coming back?', 'length': 29}, {'text': 'Noooo I was hoping to see a strong girl just working out in your clothes', 'length': 72}, {'text': 'This ad is absolutely terrible. Period.', 'length': 39}, {'text': 'Love Ref. This ad is terrible', 'length': 29}, {'text': 'Oof. Not digging this weird stepping on/using-others-for-vanity-points vibe. Would’ve been  a way better message if she was actually doing the the pull-ups rather than using another human as a prop. Yikes.', 'length': 205}, {'text': 'Would’ve been way better if you had a woman in your dress doing the pull ups herself, something a woman is definitely capable of doing 🙄', 'length': 136}, {'text': '👎🏻 que horror de mensaje', 'length': 24}, {'text': 'missed on the marketing by only like, seven decades.', 'length': 52}, {'text': 'Yike, this is a very harmful ad. Think again and rewrite some of your ads. If not for you company, than for the next generation of young women. You have a platform to influence (young) women, make it an creative and inspiring place. 🤍', 'length': 234}, {'text': 'Hey if you need someone who can do pullups lemme know!', 'length': 54}, {'text': 'It’s funny until you see her heels 👠😬🙄', 'length': 38}, {'text': 'So 1950s — not the dress, but the message', 'length': 41}, {'text': 'Awful post', 'length': 10}, {'text': 'Nope.', 'length': 5}, {'text': '😂😂😂', 'length': 3}, {'text': 'This dress. 🖤👽', 'length': 14}, {'text': 'Haha, love this!', 'length': 16}, {'text': 'Lmaooo this is hilarious', 'length': 24}, {'text': '@reformation So is Afterpay gone for good?', 'length': 42}, {'text': '@reformation when is afterpay coming back to the site ? It’s been a while 😢😢', 'length': 76}, {'text': 'This dress 🥰 @thealexjeanty', 'length': 27}, {'text': '@reformation your ads continue to disappoint women. Imagine a woman wearing a dress doing pull ups! Yes, women can do pull ups without a strong man to help them. DO BETTER. I want nothing to do with this brand until you stop with this sexist bullshit', 'length': 250}, {'text': '@yif_bnzn me and your workout 😂', 'length': 31}, {'text': '@tacaalbarracin  acá tenes el workout de esta semana 😉', 'length': 54}, {'text': '@celestebarber I can see you doing a funny version of this with @hothusband_! 😂', 'length': 79}, {'text': '@boleandrew', 'length': 11}, {'text': ""You guys have got it right @reformation obviously a woman can't do pull ups without the help of a man"", 'length': 101}, {'text': '@lol_cat_pvssy next time we work out', 'length': 36}, {'text': '@reformation I’m a big fan. How about you can come shoot me doing actual pull ups (not chin-ups) in one of my many Ref high slit skirts or dresses. You can pay me in clothes for boon in sales from promoting 💪 women❤️', 'length': 216}, {'text': 'Me and abe!!!!', 'length': 14}, {'text': 'Hehehe this is best!', 'length': 20}, {'text': 'Oh, Alexei is a Russian male name 🙃', 'length': 35}, {'text': '😂😂😂 love this so much', 'length': 21}, {'text': 'The only way to work out 💪🏻', 'length': 27}, {'text': '😒', 'length': 1}, {'text': 'YeAP @steph__comfort', 'length': 20}, {'text': '@reformation do you only respond to afterpat requests? This is a damaging add.', 'length': 78}, {'text': '@vinitmadhani15 @shreya298 couple goals for you two', 'length': 51}, {'text': 'Not fooling me even for a second 🙄', 'length': 34}, {'text': 'Tf is this bs😂', 'length': 14}, {'text': '😂😂😂', 'length': 3}, {'text': 'LOL!! Amazing- and definitely love the dress!😍🔥', 'length': 47}, {'text': 'This is very cute & funny 🙌', 'length': 27}, {'text': 'Loving this 😂❤️🔥', 'length': 16}, {'text': 'Hahahahhaaaaa', 'length': 13}, {'text': 'Sadistic.', 'length': 9}, {'text': '🔥🔥🔥🔥🔥🔥🔥', 'length': 7}, {'text': '@dmparker11 😂', 'length': 13}, {'text': '@heatherdmarks 🔥🔥🔥', 'length': 18}]"
Let everyone know,<Post CcbM1tNPK4N>,1118,4,[],16/04/22,Let everyone know you don't care about stains.,46,"[{'text': '😍', 'length': 1}, {'text': 'Are you having a spring sale soon??! Need to stock up on my fav brand for this crazy year of weddings!!', 'length': 103}, {'text': '❤️❤️', 'length': 4}]"
Your legs look,<Post CcYkPNSPwar>,8616,38,[],15/04/22,Your legs look good in Ref.,27,"[{'text': 'Will you guys be adding the color ‘Army’ for petites? :(', 'length': 56}, {'text': 'What’s the inseam length on the mason pant? Couldn’t find that info in the size guide', 'length': 85}, {'text': 'Ya if ur 5”9. Make some stuff for short ppl', 'length': 43}, {'text': 'Are y’all planning on adding more pants to ES? I love your clothes but your pants size game is lacking! ❤️', 'length': 106}, {'text': 'Ummmmm I’m obsessed with Reformation…are there any promo codes available?', 'length': 73}, {'text': ""What's the inseam on these?"", 'length': 27}, {'text': 'Hi!! I need help with sizing please! Since it’s on pre-order want to nail my size!! XO', 'length': 86}, {'text': 'Great staple pieces ❤️❤️❤️', 'length': 26}, {'text': 'I hope we get to see some more extended size styles soon!', 'length': 57}, {'text': 'oops I’m convinced', 'length': 18}, {'text': 'Mason pants are the best', 'length': 24}, {'text': 'Please get more washes and colors for your petite pants and denim. So many women are under 5’5”.', 'length': 96}, {'text': 'These are the best pants.', 'length': 25}, {'text': 'Loveeeeeeee this❤️❤️❤️', 'length': 22}, {'text': 'Loved it 😍', 'length': 10}, {'text': 'Neeeed these trousers immediately', 'length': 33}, {'text': 'Anything Kaia Gerber endorses turns the public off.', 'length': 51}, {'text': 'Pretty pls restock Zina Dress 🙏', 'length': 31}, {'text': 'your styles are just next lever- really gorgeous', 'length': 48}, {'text': 'Katherine Hepburn pants!', 'length': 24}, {'text': 'Will you be restocking the poppie dress in size 0? Or is it one and done? Thanks', 'length': 80}, {'text': 'Hi I just Dmed you😭', 'length': 19}, {'text': 'Vind het allml een beetje shabby. Bijeengeraapte gemakzucht', 'length': 59}, {'text': '@reformation how do these run?', 'length': 30}, {'text': 'Oh hii @claire_most 😍', 'length': 21}, {'text': '@nicolenich', 'length': 11}, {'text': '@heidihunwickb', 'length': 14}, {'text': '@reformation they always do❤️', 'length': 29}]"
New Ref Shoes.,<Post CcWuu6RrWaj>,5393,33,[],15/04/22,New Ref Shoes. Your feet probably want to know.,47,"[{'text': 'More vegan shoes please!! ❤️🐮', 'length': 29}, {'text': 'Do you have any vegan shoes? 🌱', 'length': 30}, {'text': 'Are these Vegan?', 'length': 16}, {'text': 'Oh no 🙈', 'length': 7}, {'text': 'Just sent in an email for editorial inclusion. 😍', 'length': 48}, {'text': 'Not interested in non-vegan shoes!', 'length': 34}, {'text': 'Ooooh la la 😘', 'length': 13}, {'text': 'cute ❤️', 'length': 7}, {'text': '❤️❤️❤️🔥', 'length': 7}, {'text': 'Hope you make bottom left in more colors!', 'length': 41}, {'text': 'Hello gorgeous', 'length': 14}, {'text': '😍🔥', 'length': 2}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': 'l need gold sandals 👡 and silver sandals 👡', 'length': 42}, {'text': 'All the metallics please!', 'length': 25}, {'text': 'Serious studio 54 vibes ❤️', 'length': 26}, {'text': 'in LOVE 🥺😍', 'length': 10}, {'text': '🤍🤍🤍🤍🤍', 'length': 5}, {'text': '💕💕✨💕💕\n💗💗💗💗💗\n✨so cute💘✨\n✨💕💕💕✨\n✨✨💘✨✨', 'length': 34}, {'text': 'Oh brother!', 'length': 11}, {'text': '🍬🍭🍡', 'length': 3}, {'text': '😍😍😍', 'length': 3}, {'text': '@hannahedove85 😍', 'length': 16}, {'text': '@mistralsalas the pink shoes in the back omg 😍', 'length': 46}, {'text': '@lorraine337 like the silver ones you gave me', 'length': 45}]"
Not to be,<Post CcTdbC1vmJa>,3773,57,[],13/04/22,Not to be too controversial.,28,"[{'text': 'Will you stock adriel again i smaller sizes?', 'length': 44}, {'text': ""It doesn't say on the site what this is even made out of.. ?"", 'length': 60}, {'text': 'Hey are you bringing the Lizzi Linen Top color citrus size 2 back in stock?!?!', 'length': 78}, {'text': 'Will afterpay ever come back on the site? It’s been a month since it was down.', 'length': 78}, {'text': 'I love it .. but that price tag is giving me flat earther vibes', 'length': 63}, {'text': 'the price of this sweater is a conspiracy', 'length': 41}, {'text': '😍😍😍', 'length': 3}, {'text': 'The only thing controversial here is charging almost $100 for a sweatshirt H&M could have made 💀', 'length': 96}, {'text': 'It’s totally flat. Everyone and everything just falls off at the Bermuda Triangle! That’s why we never hear from em again 😉', 'length': 123}, {'text': 'Brilliant!  xoxo', 'length': 16}, {'text': '😂😂😂 GOLD', 'length': 8}, {'text': 'This gave me a proper chuckle 😂❤️', 'length': 33}, {'text': '❤️❤️❤️❤️❤️', 'length': 10}, {'text': 'This is made for me', 'length': 19}, {'text': 'I love this! 😍', 'length': 14}, {'text': 'NEED this so bad 👏', 'length': 18}, {'text': 'LOL', 'length': 3}, {'text': 'Gotta establish these things', 'length': 28}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '😂👏👏', 'length': 3}, {'text': 'Yes', 'length': 3}, {'text': '“I think I’m what they call …. A flat earther…. Anyway …. Kiki”', 'length': 63}, {'text': 'Now make one that says we went to moon in 68 #nasalies  #nasaisfake #astronot #flatearth #ancientcosmolgy #poliaris #antartictreaty #opereationfishbowl #opperationdominque #ooperationbluebeam', 'length': 191}, {'text': 'Lmfao yes', 'length': 9}, {'text': '🤍🤍🤍🤍🤍', 'length': 5}, {'text': '😂', 'length': 1}, {'text': '🥂🥰', 'length': 2}, {'text': 'When will the science tee be back in stock please??? 🙏🏽\U0001fab8🦈 @reformation', 'length': 70}, {'text': '@highonthatgaylove NEED', 'length': 23}, {'text': '@hfrankis', 'length': 9}, {'text': '☠️☠️☠️', 'length': 6}, {'text': '🌎', 'length': 1}, {'text': '$88 😭', 'length': 5}, {'text': 'can you please come out with casual flatform padded slides ??? something like suicoke or eytys, but sustainable', 'length': 111}, {'text': 'Imagine spending that much on a sweater that perpetuates the globalist lie 😂', 'length': 76}, {'text': ""This sweatshirt doesn't fall flat."", 'length': 34}, {'text': '@jason.heltsley did you design this?', 'length': 36}, {'text': '@rachelleahsmith 😂', 'length': 18}, {'text': '@focalcordless', 'length': 14}, {'text': 'Why try to be divisive and political? I’m a woman of science so obvi a round earther but i’m not feeling this obnoxious, pretentious campaign. Lemme guess next it’s “vaccinated only”.', 'length': 183}, {'text': 'This company STEALS from you. I’ve been waiting for my refund for over a month. I called USPS AND Fedex (because you return your order at a USPS location, and then they hand it over to a returns service), and both companies said Reformation sounds like a scam. Their clothing quality is ABYSMAL, their returns service is inconvenient (as they don’t even provide you with a printed tracking label in your original shipment), and they make off with your money.', 'length': 458}, {'text': '@reformation custom sweat shirt hoodies joggers shorts manufacturer here', 'length': 72}]"
@oliviarodrigo got the,<Post CcRgc38Jmla>,18007,36,[],13/04/22,@oliviarodrigo got the Lotte Cardigan.,38,"[{'text': 'Hey, will you being doing more petite dresses? Looking for the fullton in petite :( (and maybe more colours...)', 'length': 111}, {'text': 'AND THE VIRGIN SUICIDES SKIRT', 'length': 29}, {'text': 'Conan kinda looks like Jacob from the first movie before he cut his hair', 'length': 72}, {'text': '*adds cardigan to cart*', 'length': 23}, {'text': 'Where’s the skirt from? 😍', 'length': 25}, {'text': 'Why can’t I stop watching this', 'length': 30}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Adding it@🔥', 'length': 11}, {'text': 'ref smm deserves a raise for this one 👏🏼👏🏼👏🏼', 'length': 44}, {'text': 'When is ref gonna come out w ur own App? ❤️', 'length': 43}, {'text': 'His jaw line 👀', 'length': 14}, {'text': 'why can’t i stop watching this 😂', 'length': 32}, {'text': 'How about the skirt?❤️', 'length': 22}, {'text': 'my besties', 'length': 10}, {'text': 'Comedic genius', 'length': 14}, {'text': '😂😂😂', 'length': 3}, {'text': 'Omg twilight 😭 I love twilight', 'length': 30}, {'text': '😂😂😂', 'length': 3}, {'text': '❤️😍', 'length': 3}, {'text': '😂😂❤️❤️❤️', 'length': 8}, {'text': '90s 😂', 'length': 5}, {'text': 'Loveeee', 'length': 7}, {'text': '@katehinish', 'length': 11}, {'text': 'Thought this was you at first glance @oliveanderson', 'length': 51}, {'text': 'i thought this was me @the.real.beck', 'length': 36}, {'text': '@dunjadoes this sounds so familiar 🤣', 'length': 36}, {'text': '@conangray', 'length': 10}, {'text': '@twilight', 'length': 9}, {'text': 'BELLAH!? @elkesaenz', 'length': 19}, {'text': '@jubrahamx', 'length': 10}]"
Just some extra,<Post CcOQ7nwPxtj>,5204,49,[],11/04/22,Just some extra romantic things. No pressure to actually experience romance in them.,84,"[{'text': 'hello! when are you guys restocking the Frasier Dress?', 'length': 54}, {'text': 'any chance of making more linen dresses in dried herbs shade?', 'length': 61}, {'text': 'When is the Belgium dress being restocked? ❤️', 'length': 45}, {'text': 'when will guys stock on the marlowe dress in danica?', 'length': 52}, {'text': ""I love this brand but, someone mentioned a couple of posts ago that y'all only use very thin models in your socials... Now I can't unsee it. Also, I can't unsee that you never have poc models as well."", 'length': 200}, {'text': 'Can you give an estimate on when Afterpay is coming back??? It’s been like 2 whole ass weeks 😢', 'length': 94}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'That last shot is pure art 🙌🏼', 'length': 29}, {'text': '😍 wow, just gorgeous', 'length': 20}, {'text': 'These are all STUNNING', 'length': 22}, {'text': 'Obsessed❤️', 'length': 10}, {'text': 'Please restock the petites range 💔💔💔', 'length': 36}, {'text': '😍', 'length': 1}, {'text': 'So so gorgeous 😍', 'length': 16}, {'text': 'Green 😍😍😍😍😍😍', 'length': 12}, {'text': 'Stunning 🥲', 'length': 10}, {'text': '💙💙💙', 'length': 3}, {'text': ""They are beautiful dresses.  I'm thinking, although not essential, it wouldn't be too long before some romance DID come your way 😍"", 'length': 130}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': 'Divine ❤️', 'length': 9}, {'text': 'Stunning', 'length': 8}, {'text': ""J'adore 😍"", 'length': 9}, {'text': 'Yesss 😍😍😍😍', 'length': 10}, {'text': 'Obsessed 😍😍😍😍😍', 'length': 14}, {'text': '🧡🧡🧡', 'length': 3}, {'text': 'OH MAI GOD', 'length': 10}, {'text': '@miaantonellawriter ❤️', 'length': 22}, {'text': '@ar001 die met die plooien zou jou echt mooi staan', 'length': 50}, {'text': '@reformation When is the next plus size drop?', 'length': 45}, {'text': 'Happy birthday @lindseywixson 💃💃💃💃💃', 'length': 35}, {'text': 'good model good choice', 'length': 22}, {'text': 'Save your money you may never get the complete set with your order and likely never get your money back lame and useless 🔥', 'length': 122}]"
The Castello Dress,<Post CcMDJ8yDpMW>,906,16,[],10/04/22,The Castello Dress may cause commotion. @melodiemonrose,55,"[{'text': 'is there lining on any part of the dress?', 'length': 41}, {'text': 'Hi! when will the tripoli dress in corvette be back in stock online? i want to get it for prom!!!!', 'length': 98}, {'text': 'I’ve placed multiple orders within the past few months, none of which have processed or shipped. And every time I reach out to customer service I get the same response and runaround, cancellation and discount code and told to order again. Then that order doesn’t process or ship either. I love Ref - it’s honestly most of my wardrobe, but I’m gonna have to find a new place to shop if nothing ever ships! Wild.', 'length': 410}, {'text': 'Oh no, your romancing me', 'length': 24}, {'text': 'Dang I didn’t even know these dresses could make sexy this kind of sexy?! Need to buy a see-thru dress now.', 'length': 107}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'She’s stunning', 'length': 14}, {'text': '😍😍😍', 'length': 3}, {'text': '@reformation PLEASE bring back @afterpayusa !!😩', 'length': 47}, {'text': 'Why is @melodiemonrose the hottest 🥵', 'length': 36}]"
New Ref Shoes,<Post CcJSq1hPXNv>,2842,12,[],09/04/22,"New Ref Shoes are in, and extra strappy.",40,"[{'text': 'Are you going to open a store in Europe? Paris maybe? Would be great 🔥🔥🔥', 'length': 72}, {'text': '❤️🔥', 'length': 3}, {'text': 'Can we talk about these rings? 🤩', 'length': 32}, {'text': '😍😍', 'length': 2}, {'text': '🤍🤍🤍', 'length': 3}, {'text': '❤️', 'length': 2}, {'text': 'Information my favorite brand!!!', 'length': 32}, {'text': '👏', 'length': 1}, {'text': 'Reformation', 'length': 11}, {'text': 'Very nice!', 'length': 10}, {'text': '🔥🔥', 'length': 2}]"
Do you even,<Post CcG8xoyDRTM>,7736,48,[],08/04/22,Do you even accessorize? @daynafrazer,37,"[{'text': 'If between measurement on a dress, Would you recommend sizing up or down?', 'length': 73}, {'text': 'When will the Tripoli dress in Donna restock? 💕', 'length': 47}, {'text': 'Hi just received my parcel but you have sent the wrong item. I have emailed but no one is replying. Thanks', 'length': 106}, {'text': 'What is the name of this dress?', 'length': 31}, {'text': 'Song is correct, really have to be rich to buy reformation 😅', 'length': 60}, {'text': 'So cuuuute!!', 'length': 12}, {'text': '😍', 'length': 1}, {'text': '❤️', 'length': 2}, {'text': 'Beautiful dress, styled so well too 🖤', 'length': 37}, {'text': 'So cute ❤️￼', 'length': 11}, {'text': 'This dress 😍', 'length': 12}, {'text': 'I like the look w/ the white T and the last one - w/ a long blazer', 'length': 66}, {'text': 'Yes So send me free stuff', 'length': 25}, {'text': 'I don’t even look good in polka dots but this convinced me', 'length': 58}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '😍', 'length': 1}, {'text': 'love all your clothes, obviously. hope you make more liam linen pants in orange they’re to die for and i wasn’t fast enough for the larger sizes!!!!🧡', 'length': 149}, {'text': 'Heck yes', 'length': 8}, {'text': 'Ok wanna wear every one of these outfits', 'length': 40}, {'text': 'Dayna ❤️', 'length': 8}, {'text': 'Say less', 'length': 8}, {'text': 'I love this print ❤️❤️', 'length': 22}, {'text': 'Please restock Esther dress in kelly!!', 'length': 38}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '❤️', 'length': 2}, {'text': 'Amei🙌😍', 'length': 6}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'What’s the name of this dress? @reformation', 'length': 43}, {'text': 'Where could I find the black cardigan?like front tie one @reformation', 'length': 69}, {'text': '@chinimartini anche questo abito 😍', 'length': 34}, {'text': 'Wow! Love all the looks!', 'length': 24}, {'text': 'Cute styled all 3 ways👏', 'length': 23}, {'text': ""Love the idea of your guys clothes but I'm not seeing any women on here above a size XXXS so...."", 'length': 96}, {'text': 'Is reformation gonna make the virgins come back with just one reel?!', 'length': 68}]"
Eyes down here.,<Post CcEC4f5P2HS>,3199,9,[],07/04/22,Eyes down here.,15,"[{'text': 'But also. That dress!', 'length': 21}, {'text': 'Here for this babe 🥵', 'length': 20}, {'text': 'Love it! 😍❤️', 'length': 12}, {'text': 'when is afterpay coming back 😢😢😢😢😢😢😢 @reformation', 'length': 49}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': 'Cute!!', 'length': 6}, {'text': '@jenniferatilemile love this!!!', 'length': 31}, {'text': 'Beautiful 😍❤️', 'length': 13}]"
What people are,<Post CcBzwwdJq6Q>,14416,120,[],06/04/22,What people are talking about when they say cute as a button.,61,"[{'text': 'Cuteeee', 'length': 7}, {'text': 'Love ❤️', 'length': 7}, {'text': 'Hi are these coming out in a short version?', 'length': 43}, {'text': 'Please make these in plus size im begging', 'length': 41}, {'text': 'When will extended sizes get cute buttons and funky patterns for jeans? It sucks to be left out 😢', 'length': 97}, {'text': 'Would be nice if there was a size 32 🤷\u200d♀️', 'length': 41}, {'text': 'Will the Ereka dress in mineral Daisy be brought back 🥺🥺 sold out almost immediately 😩😩', 'length': 87}, {'text': 'Hi! Where can i find them on web site? Whats their name?', 'length': 56}, {'text': 'Any ideas on the next Extended sizes drop? I want the Stilton back and the other linen tops the other sizes have 😢', 'length': 114}, {'text': 'I would commit crimes to see these in extended sizes. Crimes!', 'length': 61}, {'text': '😱', 'length': 1}, {'text': 'So cute', 'length': 7}, {'text': 'Love this', 'length': 9}, {'text': 'These are so cute but run super small couldn’t even button them up 😢', 'length': 68}, {'text': 'I don’t even follow this brand but came here from tiktok to see your SM’s unravelling ☕️ 👀', 'length': 90}, {'text': 'They run so small 😢 and are sold out in the next size up 😢', 'length': 58}, {'text': 'Obsessing', 'length': 9}, {'text': '😍😍😍', 'length': 3}, {'text': 'Omg cute 😍😍😍', 'length': 12}, {'text': 'Omg', 'length': 3}, {'text': 'Size up for sure! Also I’m curvy, size 25/26, but small waist, not a good fit for the hour glass shape :(', 'length': 105}, {'text': 'So cute! I’m preggy so I have to wait. I hope the will be in the line for a few more months', 'length': 91}, {'text': 'do these fit like your other jeans, @reformation ? :)', 'length': 53}, {'text': '@reformation im unable to check out a pre order item', 'length': 52}, {'text': '@rachaelcdottle 😍', 'length': 17}, {'text': 'Bought the jeans of my dreams, instantly have to return due to how narrow they run in the hips. So dissatisfied in the fit of your jeans; unlike any other brand. Definitely agree with others, there is need to extend sizes! @reformation', 'length': 235}, {'text': 'And I thought of @sophieandlili IMMEDIATELY ❤️❤️❤️', 'length': 50}, {'text': '@lucyumscheid !!!! So cute', 'length': 26}, {'text': '@stacimanoukian  thought of you❤️', 'length': 33}, {'text': '@rosieinnit now these would like horrific on my but wow they are cute!!', 'length': 71}, {'text': '@ms_kellkell ❤️', 'length': 15}, {'text': 'Love these 😍', 'length': 12}, {'text': '❤️❤️', 'length': 4}, {'text': 'Super cute 🙌', 'length': 12}, {'text': 'Cute 🖤', 'length': 6}, {'text': 'The CUTEST!', 'length': 11}, {'text': 'So cuteeee 😍', 'length': 12}, {'text': '@georgiabenj  all you', 'length': 21}, {'text': 'So cute! I wish your jeans actually looked good on curvier bodies. 😢', 'length': 68}, {'text': '@moprivy', 'length': 8}, {'text': '@corinne.ashleyy GIMME SO CUTEEE', 'length': 32}, {'text': 'Love!', 'length': 5}, {'text': '@theluniverse you need. (I need but their jeans don’t fit me quite right, so you buy and send me pics of you cute as a button.$', 'length': 127}, {'text': 'We NEED 😍', 'length': 9}, {'text': '@nicoleezhang', 'length': 13}, {'text': 'Looooove them', 'length': 13}, {'text': 'Omg loveee', 'length': 10}, {'text': 'I wish it came in plus size or at least up to 38 waist. Then all of us baddies could buy these. 🔥🙌', 'length': 98}, {'text': 'You’re cute jeans', 'length': 17}, {'text': 'NEED these! 😍😍😍', 'length': 15}]"
Social media manager,<Post Cb_PekwpOeR>,42808,680,[],05/04/22,Social media manager checking in.,33,"[{'text': '😂😂😂', 'length': 3}, {'text': 'Best❤️', 'length': 6}, {'text': 'From one social media manager to another, you deserve that raise 😉', 'length': 66}, {'text': 'LOL, now I just want to know which post was “sickening” 😂', 'length': 57}, {'text': '😘 when digital managers step infront of the camera 🔥🔥 #breakingthefourthwall 😍', 'length': 78}, {'text': 'Admin reveal', 'length': 12}, {'text': 'As a fellow social media manager, she is the true GOAT 🐐 ❤️\u200d🔥✨💯💫', 'length': 64}, {'text': 'I think this is my favorite reformation post 👏👏', 'length': 47}, {'text': 'This is bravery 👏👏👏 #formerSMM', 'length': 30}, {'text': 'Hahahahaha iconic. We Stan forever. 💖💖', 'length': 38}, {'text': 'you’re doing amazing sweetie', 'length': 28}, {'text': '4th wall has been breached!!', 'length': 28}, {'text': 'Social media managers, they’re just like us! 😉', 'length': 46}, {'text': 'Deserves a raise for sure 👏❤️', 'length': 29}, {'text': 'Joellen 2024 🔥', 'length': 14}, {'text': 'Yeah you heard her, give her a raise!! 👏👏👏', 'length': 42}, {'text': 'We stan Joellen!!!!', 'length': 19}, {'text': 'You are a fucking LEGEND - A fellow SM Manager ❤️', 'length': 49}, {'text': 'We love you', 'length': 11}, {'text': 'you’re doing great sweetie 🥺💘🥲', 'length': 30}, {'text': 'An icon!!!', 'length': 10}, {'text': 'Humor is the salt of social media', 'length': 33}, {'text': '😂😂😂 fun reel! Here everyone wants a piece of me #loveit #contentcreator ❤️🔥💃🏼', 'length': 77}, {'text': 'But we also need the copywriter reveal!', 'length': 39}, {'text': 'As a social media manager, I have one thing to say, 👏👏👏👏👏', 'length': 57}, {'text': 'This is brilliant 💙', 'length': 19}, {'text': 'This is awesome lol', 'length': 19}, {'text': 'I admire you every single day 👏', 'length': 31}, {'text': '👀😳🤭', 'length': 3}, {'text': '@stefawnieescloset should do this hahaha i died', 'length': 47}, {'text': '@elisedurt 😂😂😂', 'length': 14}, {'text': 'Epic!!! #formerSMM', 'length': 18}, {'text': 'Would love for all social media managers to be able to do this as part of reparations for all the bullshit we have to endure ❤️❤️', 'length': 129}, {'text': '@noravarcho', 'length': 11}, {'text': 'You absolutely deserve a raise!!!!!!', 'length': 36}, {'text': '❤️\u200d🔥❤️\u200d🔥😘', 'length': 9}, {'text': '🥲🤝', 'length': 2}, {'text': 'I love the creativity and sense of humour! The manager deserves a raise!', 'length': 72}, {'text': '😭🥴🤣', 'length': 3}, {'text': 'The song choice 🤌🏼', 'length': 18}, {'text': 'If anything, this transparency brought even more attention to the posts previously posted so 👏👏👏great job madame manager🤩🤩🤩', 'length': 123}, {'text': 'This is the best. You really do deserve a raise 👏👏', 'length': 50}, {'text': 'Ahahaha ⚰️💀🙌🏼', 'length': 13}, {'text': 'Social media manager has been coming up with brilliant content 🔥 🔥 so original', 'length': 78}, {'text': 'Obsessed with this. Go girl 👏🏼 Give her a raise!', 'length': 48}, {'text': 'damn she’s BEAUTIFUL af', 'length': 23}, {'text': 'We will forever stan Joellen 😂😭🤞🏾', 'length': 33}, {'text': 'Wait that’s me 🥲', 'length': 16}, {'text': 'Give her a raise', 'length': 16}, {'text': '❤️❤️', 'length': 4}]"
