,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Want to try,<Post CcVf2BwrxSL>,3084,80,['adidasxallbirds'],14/04/22,"Want to try our ultralight running shoe created with @adidas IRL? Head to any of our U.S. or New Zealand stores! At 2.94 kg CO2e a pair, this shoe represents our personal best. 

#adidasxAllbirds",195,"[{'text': 'I hesitated on the first collab release and to my sadness missed out.  Happy to report i got a pair of these on the way! 🙌🙌🙌', 'length': 124}, {'text': 'Coming back in stock soon?', 'length': 26}, {'text': 'How about Germany?', 'length': 18}, {'text': 'How many color variants are there? I have the white ones but these look darker than the ones posted yesterday?', 'length': 110}, {'text': 'Is woman size 40 EU the same as men size 41,5 EU? It says they are both 26,5 cm long', 'length': 84}, {'text': 'How about sending some to the uk?', 'length': 33}, {'text': 'Are these available for sale in the New Zealand store?', 'length': 54}, {'text': 'Are they for sale online?', 'length': 25}, {'text': 'They are beautiful. Can you make ‘em water resistant like the mizzles please? Can’t use them in Seattle otherwise.', 'length': 114}, {'text': 'Will Canada be getting them?', 'length': 28}, {'text': 'Never released in the UK 👎🏻', 'length': 27}, {'text': '#boycottadidas', 'length': 14}, {'text': 'Are they available in other colors?', 'length': 35}, {'text': 'can i test it and give my opinion?!', 'length': 35}, {'text': 'I saw them on istiklal road', 'length': 27}, {'text': 'Bought two- runners and wool loungers back in 2017 and the shoes were so tough and long lasting that I never needed to buy a new one. But, 5 years later, here we are. Waiting for my new runners!', 'length': 194}, {'text': 'They sold out so fast!', 'length': 22}, {'text': 'How’s the arch support in these?', 'length': 32}, {'text': 'I got a pair of the first release I love them😍', 'length': 46}, {'text': 'It’s my birthday how can I buy myself those shoes as a present', 'length': 62}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'How about the EU?🤩', 'length': 18}, {'text': '@allbirds will this be released to the Canadian market???', 'length': 57}, {'text': ""@allbirds will you bring in more sizes online? Women's mostly sold out"", 'length': 70}, {'text': '@njf181008 we should get matching pair when they come to aus', 'length': 60}, {'text': '@jim_jam___', 'length': 11}, {'text': '@sherylldenglinayao 😱😱😱', 'length': 23}, {'text': '@kayls.13 these are the shoes', 'length': 29}, {'text': '@arnacraig !!', 'length': 13}, {'text': '@samfitz_93', 'length': 11}, {'text': 'When are you releasing these in the UK?', 'length': 39}, {'text': 'Beautifully designed 👏', 'length': 22}, {'text': 'I have bought your products before but printing such blatant anxiety ridden language as ‘carbon footprint’ on your product is shocking, grotesque and misguided. The term was created by fossil fuel giants to put responsibility for the climate crisis on to the shoulders (feet) of the consumer. Given your agenda, you must know this. Unbelievable that you are now leveraging it to sell products.', 'length': 393}, {'text': 'Shoot! I missed out on my size 😫', 'length': 32}, {'text': 'Is there one specifically fit for women??', 'length': 41}, {'text': '14?', 'length': 3}, {'text': 'Is this coming to AU site please? 😭😭😭 been waiting for over a year already', 'length': 74}, {'text': ""I feel that you could be doing better with the packaging 🤔 I mean, it's more then 3 times the transportation 😳"", 'length': 110}, {'text': ""It'd be cool to try these out if there were size 14s 😢😔"", 'length': 55}, {'text': 'Hi! Could you please check your dms?', 'length': 36}, {'text': ""Just ordered a pair!  I've been waiting for these!  So excited to get them!"", 'length': 75}, {'text': 'Are any still available in store?', 'length': 33}, {'text': 'When is the Corte Madeira store opening up?', 'length': 43}, {'text': 'Can they be bought in the US? and then shipped to Denmark?', 'length': 58}, {'text': 'Will they be coming to Ireland?', 'length': 31}, {'text': 'Open a store in hawaii', 'length': 22}, {'text': 'Amazeballs🤯', 'length': 11}, {'text': '❤️', 'length': 2}, {'text': 'They look good!!!!! 🔥🔥🔥🔥🔥', 'length': 25}, {'text': '👀👀👀', 'length': 3}]"
“Everything adds up.,<Post CcTYcIbvgJv>,880,12,[],13/04/22,"“Everything adds up. I am very aware of the planet’s health and try to be as sustainably conscious as I can.” — @cienciaynutricion

Together with @adidas, we reimagined what an ultralight running shoe could be. At 2.94 kg CO2e a pair, this shoe created represents our personal best. 

Want to discover the shoe IRL? Head to any of our U.S. stores or shop online through the link in bio (coming to other regions later this month).",429,"[{'text': 'All sold out', 'length': 12}, {'text': 'Don’t work with Zanna!', 'length': 22}, {'text': '🔥', 'length': 1}, {'text': 'Just picked mine up at the Allbirds Chicago, Lincoln Park location! 🔥❤️', 'length': 71}, {'text': 'I love to run/hike would these work for both?', 'length': 45}, {'text': '🤩', 'length': 1}, {'text': 'It runs out of my size - will it be replenished or is there any way to check the availability in store? This is the only color right?', 'length': 133}, {'text': 'She’s not sustainable. Read this…https://tattle.life/threads/zanna-van-dijk-16-her-teeth-sure-do-glow-wont-mention-the-war-unless-her-engagement-is-low.28306/page-26#post-9307058', 'length': 178}, {'text': 'What what happened to you offering size 14? @allbirds @adidas', 'length': 61}]"
Meet the ADIZERO,<Post CcQX7CcNmg7>,2933,82,[],12/04/22,"Meet the ADIZERO x ALLBIRDS 2.94 KG CO2E – the next evolution of our collaboration with @adidas.

To make a shoe that fits the planet, we had to radically rethink materials and every step in the process. We reduced, refined and rethought every component of the shoe. We designed more with less, maximizing performance benefits with minimal materials.

This Allbirds exclusive color is available now in stores, online at the link in bio (U.S. and New Zealand), and on the iOS app (U.S. only). Other regions dropping later this month.",532,"[{'text': 'Where are women’s online NZ?? I can only find men’s 😔', 'length': 53}, {'text': 'Is the only difference between men and women is sizing? Can I buy a womens shoes with a men’s size for my boyfriend?', 'length': 116}, {'text': 'Will these sell out quick?', 'length': 26}, {'text': 'When is this available in Canada? 🇨🇦', 'length': 36}, {'text': 'How do these compare to the Tree Dasher 2 when it comes to running and width? Equivalent 5-10k?', 'length': 95}, {'text': 'And Europe 😢', 'length': 12}, {'text': 'These are sick!!', 'length': 16}, {'text': 'Why are you teaming up.. why not stay unique and focused.. I love you products. Don’t become fast fashion and part of the problem you started out trying to fix.', 'length': 160}, {'text': '😍Oookay, these are DOPE', 'length': 23}, {'text': 'Kinda bummed 😬 I have bought Allbirds to AVOID brands that are perpetuating issues that Adidas participates in…', 'length': 111}, {'text': 'Ist the shoe vegan aswell…? 🌱', 'length': 29}, {'text': 'When will these beauties be available in the UK? Many thanks!', 'length': 61}, {'text': 'What is the ""footprint"" of a typical running shoe?', 'length': 50}, {'text': 'I ran in mine for the first time today, I’ve never run in All Birds before or Adidas but heard All Birds recommended on a running podcast for being one of the biggest innovations of the decade, very happy new customer, I hope you make a lot of money from this and continue to develop performance shoes and do good things for the world 🌎', 'length': 336}, {'text': 'Can’t wait to try these!🔥', 'length': 25}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Are they vegan friendly (I know the material is but is the glue synthetic?)', 'length': 75}, {'text': ""How's the sizing, true to fit 🤔"", 'length': 31}, {'text': 'These are awesome👏', 'length': 18}, {'text': 'Love them 🔥', 'length': 11}, {'text': 'So 🔥', 'length': 4}, {'text': '⚠️Reminder that less consumerism (i.e. buying another shoe you don’t need) is better than a 2.94 kg CO2E shoe.', 'length': 110}, {'text': 'Ooooo love this!!!!', 'length': 19}, {'text': 'Are these ones vegan friendly 🤞🏼', 'length': 32}, {'text': 'Oh and furthermore I’m starting to get concerned about your fair pay and working conditions policy ..', 'length': 101}, {'text': 'Hi! I just sent a dm ❤️', 'length': 23}, {'text': 'LOVE', 'length': 4}, {'text': 'Well those are pretty 😍', 'length': 23}, {'text': '@lilyorme', 'length': 9}, {'text': 'Where happened to @allbirds offering size 14? 😢', 'length': 47}, {'text': '😍😍😍', 'length': 3}, {'text': '❤️❤️❤️', 'length': 6}, {'text': ""It's a shame you designed these only for your customers with narrow feet. I'm a D width and the sides of my feet spill over the edge."", 'length': 133}, {'text': 'WTF happened to Allbirds?! Aside from the ugly styles, now pairing with a disgustingly woke and virtue signalling company!', 'length': 122}, {'text': 'Could you please check your DMS?', 'length': 32}, {'text': 'Awesome 👏', 'length': 9}, {'text': 'Do they only come in one color?', 'length': 31}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Love you Allbirds, but the “Adidas|Allbirds” branding on the sides just looks tacky.', 'length': 84}, {'text': '🔥🔥🔥🙌🏽', 'length': 5}, {'text': 'Those are 🔥🔥🔥', 'length': 13}, {'text': '@lb_n', 'length': 5}, {'text': 'Is this just pure production or does the include the full life cycle of carbon emissions (ie shipping, end of life)', 'length': 115}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'Those are lit! 🔥🔥🔥', 'length': 18}, {'text': 'And no size 14 for this one…?', 'length': 29}, {'text': 'Will these be available in size 35 for the EU?', 'length': 46}, {'text': 'Will the all white colour way be coming back to NZ? 🤞🏻', 'length': 54}, {'text': '@donovangryannz  new running shoes for you?', 'length': 43}, {'text': '🔥🔥🔥', 'length': 3}]"
ADIZERO X ALLBIRDS,<Post CcQOfD6sOtK>,2355,21,['adidasxallbirds'],12/04/22,"ADIZERO X ALLBIRDS 2.94 KG CO2E

The lowest carbon emissions performance running shoe we have ever created. An evolution of the FUTURECRAFT.FOOTPRINT, our first shoe to ever go below 3kg CO2e per pair: 2.94kg to be precise. 

Shop the link in bio. Now in four colorways, availability may vary across regions.​​

#adidasxAllbirds",328,"[{'text': '🙌🔥🔥🔥🔥🔥', 'length': 6}, {'text': '😍😍😍', 'length': 3}, {'text': 'Oooo yes!', 'length': 9}, {'text': '😍😍😍', 'length': 3}, {'text': '😍🙌🌍', 'length': 3}, {'text': 'Love this 🤍', 'length': 11}, {'text': '🔥🔥', 'length': 2}, {'text': '🙌❤️', 'length': 3}, {'text': '👏💚🌎', 'length': 3}, {'text': 'The same like the og version?', 'length': 29}, {'text': '💚🏁', 'length': 2}, {'text': '👏👏👏', 'length': 3}, {'text': 'Llamazing 👏🦙💛', 'length': 13}, {'text': 'What are you thinking about, baby?🌶🌭', 'length': 36}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'Will this be sold in the UK at some point?', 'length': 42}, {'text': '@adidasrunning do these fit more like all birds or more like adidas? If I wear a Womens 7 in Ultraboost DNA 5.0, what would you suggest?', 'length': 136}, {'text': 'You do a 14 is everything else. Why not this? @allbirds', 'length': 55}]"
ADIZERO x ALLBIRDS,<Post CcNjCFBNyrP>,1011,18,['adidasxallbirds'],11/04/22,"ADIZERO x ALLBIRDS 2.94 KG CO2E

April 12, 2022

#adidasxallbirds",65,"[{'text': 'You guys should make a skate shoe 👟 🛹', 'length': 37}, {'text': 'HYPED', 'length': 5}, {'text': 'Taupe?! Please let it be taupe', 'length': 30}, {'text': '😳👀😳👀😳👀', 'length': 6}, {'text': 'Innovation + sustainability 🔥', 'length': 29}, {'text': '🔥🔥🔥🔥🔥🔥 let’s gooo.', 'length': 18}, {'text': 'Reducing the carbon footprint one sole 🦶🏽 at a time 😉', 'length': 53}, {'text': 'We can’t wait to see! 🙌', 'length': 23}, {'text': '😮', 'length': 1}, {'text': '👀 I’m listening!', 'length': 16}, {'text': '👀👀', 'length': 2}, {'text': 'Available in 🇨🇦 this time around?? 🙏🏻', 'length': 37}, {'text': 'Already ordered my pair! Love the early release on the app!', 'length': 59}, {'text': '🔥🔥', 'length': 2}, {'text': '@anouchkarenaudeck @annesophie_soudoplatoff @frtwty.corp 🔥🔥', 'length': 59}]"
Friends that wear,<Post CcLPWf3tI8Q>,371,3,[],10/04/22,"Friends that wear Allbirds together, stay together.",51,"[{'text': ""Called to recycle some of my pre-2017 Allbirds. Was told there's no recycling program?"", 'length': 86}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'Why is the sweat shirt in SLIM ?  Slim was out five years.  Really disappointed.', 'length': 80}]"
We can’t be,<Post CcIluqlsvzn>,1188,6,[],09/04/22,"We can’t be mad at that face for crashing a run 🐶

@foodfitnessflora wearing the Dasher 2 in Rad Rust.

📷 @tamsinhurrell",120,"[{'text': '$5000 for the first 5 people to DM “STRUGGLING""🤝 🇺🇸🇨🇦💰💰', 'length': 55}, {'text': 'I’m 🅿️aying $5,250 to the first 7 people to hit me up now with “PUSHING”😇', 'length': 73}, {'text': '👏👏👏👏👏', 'length': 5}, {'text': 'I think you might have tagged the wrong profile', 'length': 47}, {'text': ""Aw I love these pics - please don't forget to credit the photographer, @tamsinhurrell!!"", 'length': 87}, {'text': 'The cutest running partner 😍', 'length': 28}]"
Have you ever,<Post CcGPw9QpgL5>,206,3,[],08/04/22,"Have you ever made homemade tea? @salted_spirit breaks down how you can grow and make your own mint tea in the comfort of your home. 

–
Over the course of the next few weeks, Allgood™ Collective members around the globe show us how they find nature in their everyday lives, inspiring us to do the same.",303,"[{'text': 'Go Stacie @teaquilafarm', 'length': 23}, {'text': 'This is amazing!', 'length': 16}]"
What pairs well,<Post CcDdd8kN4NP>,915,15,[],07/04/22,"What pairs well with sunshine? Light shoes made from eucalyptus trees, obviously. Oh, and a handful of new colors, to boot.

Our Tree material is mainly sourced from FSC Certified eucalyptus fiber. Compared to traditional materials like cotton, it uses 95% less water and cuts our carbon footprint in half.",306,"[{'text': 'Stunning color😍', 'length': 15}, {'text': 'All in the Details 🤌🏽', 'length': 21}, {'text': '😍', 'length': 1}, {'text': ""My Sol's are arriving tomorrow!! Yellow/Gold are my colors 😍❤️"", 'length': 62}, {'text': '👏👏👏👏👏', 'length': 5}, {'text': '💚💚💚', 'length': 3}, {'text': 'Love these colours 💛💜', 'length': 21}, {'text': 'Hey guys, which pair is perfect for foot pain and plantar fasciitis? I heard amazing thing about the brand!', 'length': 107}, {'text': 'Such a fabulous image ❤️😍', 'length': 25}, {'text': 'I wish there was more variety in the tree breezers!', 'length': 51}, {'text': 'Will you do these colours for tree breezers?', 'length': 44}, {'text': 'Love my allbirds but PLEASE Get some basic colors back!', 'length': 55}, {'text': '@allbirds can we pretty please have a waterproof lux purple 🙏🏾💜☔', 'length': 64}, {'text': '@julian_mirano', 'length': 14}]"
How do you,<Post Cb5bRbCJtoY>,339,11,[],03/04/22,"How do you slow down and relax? @dirtbagdarling gives us a look into birdwatching — her way of getting off her phone and into nature.

–
Over the course of the next few weeks, Allgood™ Collective members around the globe show us how they find nature in their everyday lives, inspiring us to do the same.",303,"[{'text': 'Thank you for sharing! Spotted a hummingbird sitting just above a red-shouldered hawk today. 😍', 'length': 94}, {'text': 'Love birds😍✌️', 'length': 13}, {'text': 'Love this! Inspires me to go birding!', 'length': 37}, {'text': '👏👏👏👏👏', 'length': 5}, {'text': 'Yay jo 👏👏', 'length': 9}, {'text': 'Nice! 👏🐦', 'length': 8}, {'text': ""Hey 🙋\u200d♀️ , What's the best way to connect with you ??"", 'length': 53}, {'text': 'Horrible customer service. Placed an order for a shoe that showed was in stock…… paid for expedited shipping to get them before vacation. Apparently they were no longer in stock. No one reached out to notify me of this. Shoes were just never delivered. Very unapologetic, just offered a refund. Suggest taking your business elsewhere.', 'length': 334}, {'text': ""Great post! Love your content!❤️❤️ You should get more comments! There are different tools, but the best one for me at the moment is @willhelpsmm. It'so cool🥰. Check it out!"", 'length': 173}, {'text': ""@bluetraveller7 I think we should arrange a time to do some bird 🐦 watching insha'Allah (God Willing). 💜"", 'length': 104}]"
Dressed up and,<Post Cbz_0goMJg_>,891,9,[],01/04/22,Dressed up and ready to take on the day in cozy Wool Runners.,61,"[{'text': '💙💜💛💚', 'length': 4}, {'text': 'Please bring the all charcoal tree toppers and release an all black version, please!', 'length': 84}, {'text': 'Thank you for sharing.🥰', 'length': 23}, {'text': 'Are this barefoot shoes?', 'length': 24}, {'text': '@allbirds is there a reason you still don’t make half sizes?', 'length': 60}, {'text': 'Horrible customer service. Placed an order for a shoe that showed was in stock…… paid for expedited shipping to get them before vacation. Apparently they were no longer in stock. No one reached out to notify me of this. Shoes were just never delivered. Very unapologetic, just offered a refund. Suggest taking your business elsewhere.', 'length': 334}, {'text': 'Those are sleek!! Sent a Dm :)', 'length': 30}, {'text': 'Pls make platform shoes!!!!!!', 'length': 29}, {'text': 'Sent you a DM! 🤍', 'length': 16}]"
"Foraging, friends, and",<Post Cbx8ocgvQPX>,1127,14,[],31/03/22,"Foraging, friends, and food. The perfect way to celebrate our new Trail Runner SWT colors. We joined AllGood™ Collective ambassadors and friends at @nomadicdinners for a day in the woods, just outside of London 🍄",212,"[{'text': '🌎🌍🌏💚', 'length': 4}, {'text': 'Thanks for inviting us to host such an incredible event 🔥. It was amazing to celebrate the launch of the most epic shoe brand on the planet with such inspiring people 🌲', 'length': 168}, {'text': '😍👏', 'length': 2}, {'text': 'Thank you for having us ✨🍄', 'length': 26}, {'text': 'So incredible! 😍', 'length': 16}, {'text': 'So serene! ❤️', 'length': 13}, {'text': 'When will we see some fun & interesting & wearable new colors (purples, greens, etc) in Tree Runners?', 'length': 101}, {'text': '😍', 'length': 1}, {'text': '😍😍', 'length': 2}, {'text': '🍄', 'length': 1}, {'text': 'I’m 🅿️aying $5,000 To The First 5 People To Hit Me Up Now With “DEPRESSED”😇', 'length': 75}, {'text': '@erinkcooper @jenhorowitz @cheesenskis Love this ❤️❤️❤️', 'length': 55}]"
Does this mean,<Post CbvzSsUMoSI>,477,17,[],30/03/22,"Does this mean we’re an influencer?

Link in bio for the full story.",68,"[{'text': 'Ayyy congrats!', 'length': 14}, {'text': 'Congrats! So well deserved', 'length': 26}, {'text': '😍😍😍😍😍😍😍', 'length': 7}, {'text': ""I'm pretty sure that's what it means, yes."", 'length': 42}, {'text': 'Amazing!! Congrats!', 'length': 19}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'love seeing all of our great photography in this collage!', 'length': 57}, {'text': 'Way to do good!🙌👌✌️', 'length': 19}, {'text': '💯💯💯', 'length': 3}, {'text': 'With the gorgeous aesthetic and influence over our footwear… absolutely! 🔥', 'length': 74}, {'text': 'ayyyyyyyyy', 'length': 10}, {'text': 'nice! 🙌', 'length': 7}, {'text': '💯💯💯', 'length': 3}, {'text': '🙌🙌🙌🔥', 'length': 4}, {'text': '🙌🙌', 'length': 2}, {'text': 'Rovers yeahhhhh!!!! Whoooooooh!!!! More people should buy them!!!!', 'length': 66}, {'text': '@allbirds would love to see a collab for 🇺🇦', 'length': 43}]"
Already looking towards,<Post CbsTYdEOAyr>,393,5,[],29/03/22,Already looking towards the weekend like… 👀,43,"[{'text': 'Our team obsessing over these shoes and weekend vibes: 😍 our team realizing it’s only Tuesday: 😢', 'length': 96}, {'text': 'Supppp with those shorts 🧐🤔\U0001fae3', 'length': 28}, {'text': 'no volveré a comprarles a menos que dejen de vender lana.', 'length': 57}, {'text': 'no volveré a comprarles a menos que dejen de vender lana.', 'length': 57}, {'text': ""Get your Instagram account verified..Dm if you're interested."", 'length': 61}]"
Is our new,<Post CbiLlIaAKjx>,2791,21,[],25/03/22,"Is our new flagship store in NYC’s Flatiron District open? Yes! Did we celebrate all weekend with nature-inspired events led by some of our Allgood™ Collective ambassadors? You bet we did. 

We snapped stills during a photo tour about Flatiron’s natural history led by @carlnard and @philritz 🌆 We laced up our Dashers and hit the pavement in a 5k meditative group run led by @mrsanjayr 🏃‍♀️ We sharpened our green thumbs in a plant workshop led by the one and only @farmernick who also spearheaded the plant swaps to end all plant swaps 🌱 And of course had incredible snacks courtesy of @localrootsnyc 🍏

It was an amazing weekend and the perfect way to say “hello” to our new home in the Flatiron district. Stop by and see us.",728,"[{'text': 'Such an incredible spot! Love all of the community activations', 'length': 62}, {'text': '👏👏👏👏', 'length': 4}, {'text': '🔥', 'length': 1}, {'text': 'awesome! open one in Vancouver next 👀', 'length': 37}, {'text': '💜💜💜💥💥💥', 'length': 6}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '❤️ALL right!', 'length': 12}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '👏👏', 'length': 2}, {'text': 'Love your brand but I’ve had some of the worst customer service experiences I’ve ever had at your Palo Alto Stanford location. Fortunately your online and phone customer support is still stellar so I haven’t completely lost faith in the brand, but your store manager was so rude and unprofessional that I will never step foot into that location again. Someone needs to seriously look into retraining your staff. Hope that location is an exception and not the rule and your other locations represent the stellar customer service experience that your brand is known for.', 'length': 568}, {'text': 'Beautiful!', 'length': 10}, {'text': 'When is Nashville opening?', 'length': 26}, {'text': 'A great way to get the community involved! 💚 can’t wait to stop by!', 'length': 67}, {'text': 'Love my allbirds but not meant for running', 'length': 42}, {'text': 'I’m 🅿️aying $5,250 to the first 7 people to hit me up now with “PUSHING”😇', 'length': 73}, {'text': 'Shiba at the opening party!!! Was it @shiba_yumi_2019 ???', 'length': 57}, {'text': '@amyinoaktown :-)', 'length': 17}, {'text': '@ctown916 let’s go to NY!', 'length': 25}, {'text': '@allbirds come to Dallas', 'length': 24}]"
Did you know,<Post CbdAk8zAEsj>,198,6,[],23/03/22,"Did you know that there can be a five to seven year lag between when spices are harvested and when they get to you? @sanajaverikadri breaks down the spice trade and explains the importance of farm to table food practices. 

–
Over the course of the next few weeks, Allgood™ Collective members around the globe show us how they find nature in their everyday lives, inspiring us to do the same.",392,"[{'text': 'I love this!', 'length': 12}, {'text': 'Thanks for letting us know👌✌️', 'length': 29}, {'text': '👏👏', 'length': 2}, {'text': 'Can we get some new colors in the dasher relay?! I need a summer slipon to chase my kids.', 'length': 89}, {'text': 'This is so fascinating! Can’t wait to see more from members and get inspired. 🙌', 'length': 79}, {'text': 'I’m so disappointed with the increased pricing at Allbirds. To make matters worse, The increased price is the same in dollars as it is in British pounds (105) on the website , even though British pounds are worth more than dollars. 💰', 'length': 233}]"
Made with nature.,<Post CbaibXLp13m>,488,14,[],22/03/22,Made with nature. Built for speed. Fresh colors in our run apparel are here.,76,"[{'text': 'Bingo😂', 'length': 6}, {'text': 'Nice! 🙌', 'length': 7}, {'text': 'Please bring back the women’s cropped tee with dropped shoulder seams. It’s my fave tee ever and I want another!!!', 'length': 114}, {'text': 'Love what you guys do with natural components and style 💖🌿💖🌿', 'length': 60}, {'text': 'I DM’d you. Can you reply when you get the chance? 🔥', 'length': 52}, {'text': 'Earth tones helping us feel even more connected 🙌🍂', 'length': 50}, {'text': 'no volveré a comprarles a menos que dejen de vender lana', 'length': 56}, {'text': 'no volveré a comprarles a menos que dejen de vender lana', 'length': 56}, {'text': '💲5,150 For The First 5 people to DM ME “Alive”💰💰 God Bless y’all🇺🇸🇨🇦', 'length': 68}, {'text': '@quisari.vm parece Cristian 😂', 'length': 29}]"
Exploring from sunrise,<Post CbX9v1_Ab67>,785,14,[],21/03/22,"Exploring from sunrise to sunset. That’s what our Tree collection is designed for. So whether you’re catching rays in Lisbon, or just sneaking in a weekday brunch, we’ve got the shoes that’ll keep you light on your feet through spring, summer, and beyond.

Discover the collection through our link in bio.",305,"[{'text': 'The BEST ❤️❤️❤️', 'length': 15}, {'text': 'Great campaign !! 🙌🙌', 'length': 20}, {'text': 'So cute! 😍😍', 'length': 11}, {'text': '😍', 'length': 1}, {'text': 'Beautiful shoot👌And shoes😍✌️', 'length': 28}, {'text': 'Need this! 💯🙌', 'length': 13}, {'text': '❤️❤️❤️', 'length': 6}, {'text': ""Guys. I love your shoes. Truly, the best shoes I've ever had. But. A little over a year they are falling apart. 😢 I would send you a pic, but didn't find any email on your website, will try here. Washed only one time. All that sustainable talk you are giving could work out but buying a new pair of shoes every year is not a sustainable way for me for sure!!! What a waste!!! I wouldn't spent $100 on it if I knew that I have to buy new ones so soon. I loved them!!!! And I try really hard not to over buy stuff 😢😢😢"", 'length': 515}, {'text': ""Just received my Tree Loungers today and they're amazing."", 'length': 57}, {'text': 'I just ordered Tree Pipers. Can not wait to wear them 👏🏼', 'length': 56}, {'text': 'Really enjoying the “all seasons” look of these. ❤️', 'length': 51}, {'text': 'I want white but afraid it will get dirty so fast🥲wool or tree? Don’t have any pipers yet either!!🥲🥲🥲', 'length': 101}, {'text': 'What color are those tree loungers?  They sure look black but I don’t see them available in black-will it be coming soon?', 'length': 121}]"
Who's ready for,<Post CbVTWN3lI_0>,467,8,[],20/03/22,"Who's ready for Spring? 🙋

📸: @rebekkahcefai",44,"[{'text': 'So ready for it! 💕😍', 'length': 19}, {'text': 'Ready for all the spring outfits with Allbirds colors!', 'length': 54}, {'text': '🙌 So ready!! 🙌 Nice weather here we come 🌿', 'length': 42}, {'text': 'Autumn in the Southern Hemisphere 🍂🌧', 'length': 36}, {'text': 'Pretty Looking  Dear Female', 'length': 27}, {'text': 'Am so disappointed with Allbirds. You reduced then withdrew the Tree Dasher 1 at no notice. I have had 3 pairs of these and was actually wearing your shoes for everything. Have just spoken to your team. This is not nice customer service. Disappointed', 'length': 250}, {'text': '@allbirds Are more bright colors coming? 🤞', 'length': 42}]"
Not sure what,<Post CbLi4mLFS86>,275,15,[],16/03/22,"Not sure what to look for when buying an indoor plant? Allgood™ Collective member @farmernick gives us three easy tips.

Psst, we’re opening our new flagship store in NYC this week and @farmermick is hosting two exclusive events. Take a peek at our stories to RSVP.

–
Over the course of the next few weeks, Allgood™ Collective members around the globe show us how they find nature in their everyday lives, inspiring us to do the same.",435,"[{'text': 'Ayyy can’t wait for the two events 🙌', 'length': 36}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'Check your dms!💖', 'length': 16}, {'text': '💚💚💚', 'length': 3}, {'text': '🙌🌝✌️', 'length': 4}, {'text': '🔥🔥', 'length': 2}, {'text': 'As a team of plant lovers (and city dwellers), we will be following these steps 🌿', 'length': 81}, {'text': 'dejen de usar lana!', 'length': 19}, {'text': 'no volveré a comprarles a menos que dejen de vender lana.', 'length': 57}, {'text': 'no volveré a comprarles a menos que dejen de vender lana.', 'length': 57}, {'text': 'dejen de usar lana!', 'length': 19}, {'text': '@farmernick is the best 👏', 'length': 25}, {'text': 'Great video! Just curious where the social justice part comes in with your work @farmernick 😊', 'length': 93}]"
Don’t miss the,<Post Ca7vAmTJJ3q>,983,14,[],10/03/22,"Don’t miss the ‘shroomy details on the Trail Forager. Inspired by mushrooms, made for getting lost in the woods.",112,"[{'text': '🍄👟😍', 'length': 3}, {'text': '🌼🌱🍄❤️\u200d🔥', 'length': 7}, {'text': 'Oh hello I love!!', 'length': 17}, {'text': '@liv_mosss 🍄😮', 'length': 13}, {'text': 'Mushrooms!', 'length': 10}, {'text': 'Please dm us, we’d love to work together', 'length': 40}, {'text': ""Any chance of having the women's Tree Skippers available in the Lychee color like the men's? I'd just order men's, but the smallest size is too big for me."", 'length': 155}, {'text': '@allbirds would love to see you guys support Ukrainians', 'length': 55}, {'text': '🍄🍄', 'length': 2}, {'text': 'no volveré a comprarles a menos que dejen de vender lana.', 'length': 57}, {'text': 'no volveré a comprarles a menos que dejen de vender lana.', 'length': 57}]"
