,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
"""Serving Size” doesn’t",<Post CZpLITap7jE>,511,18,[],06/02/22,"""Serving Size” doesn’t apply with cheddar-y tater tot casseroles, we’ve checked.
📷: @champagneandcookies",104,"[{'text': 'Yum! And, that\'s ""hotdish"" where I\'m from. 😆', 'length': 44}, {'text': 'Beautiful work, @champagneandcookies!', 'length': 37}, {'text': 'the serving size is whatever I put on my plate😍', 'length': 47}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'Woah... 🤤', 'length': 9}, {'text': 'Holly mother of god I need 😍😍😍😍', 'length': 31}, {'text': '😍😍', 'length': 2}, {'text': 'OMG, talk about great minds thinking alike! 😍 We have a tater tot breakfast hot dish on our menu this week and we ALSO plan on drowning it in @tillamook cheddar. ❤️🧀❤️', 'length': 167}, {'text': 'Thank you for sharing!!! ❤️', 'length': 27}, {'text': 'Can you deliver? ;)', 'length': 19}, {'text': '😍', 'length': 1}, {'text': 'Hi…we can we find the recipe for this? 😋', 'length': 40}, {'text': 'why’d you leave the group chat', 'length': 30}, {'text': 'Omg.', 'length': 4}]"
🚨 MOTHER LOAF,<Post CZcMutUseXC>,379,22,['nationalcheddarday'],01/02/22,"🚨 MOTHER LOAF DROP 🚨
That’s right, 40lbs of cheddar-y goodness could be yours. 

Snag yours NOW at Shop.Tillamook.com before they’re gone (and they will sell out quick!)
#NationalCheddarDay",189,"[{'text': 'I got mine!!! I now have a 2021 and 2022 Mother loaf. Still haven’t opened the 2021 and is aging nicely!', 'length': 104}, {'text': 'the urge to take a bite right I out of the block is strong😍', 'length': 59}, {'text': 'Got one last year, lasted us for soooo long!  We broke it into smaller chunks and vacuum sealed it. 🧀', 'length': 101}, {'text': 'This is soooooooo good! 🔥🔥🔥', 'length': 27}, {'text': 'Wow @packers', 'length': 12}, {'text': 'Please check your message request.', 'length': 34}, {'text': 'Please check your message request.', 'length': 34}, {'text': '@carol.li.568294  I’ll bring the wine', 'length': 37}, {'text': 'Incredible 👨🏻\u200d🎤🧀', 'length': 16}, {'text': '🧀🧀🧀🧀', 'length': 4}, {'text': '@recarus', 'length': 8}, {'text': 'It’s the baby loaf in his hand at the end for me', 'length': 48}, {'text': '✨✨✨✨✨✨👏🏽❤️\u200d🔥', 'length': 12}, {'text': 'I need a restock😭😭', 'length': 18}, {'text': 'Love the cheddar, especially the white/', 'length': 39}, {'text': 'dang, i wish i directed this spot', 'length': 33}, {'text': 'Does this 40 lb fella come in the special reserve triangle shaped cheddar costco used to have??', 'length': 95}, {'text': 'I am SO hype over this!!', 'length': 24}]"
Check out that,<Post CZZosOTlTP->,459,35,['nationalcheddarday'],31/01/22,Check out that Cheddar fit 🧀👀 Bring on the bold and get your official #NationalCheddarDay merch in collab with @portlandgarmentfactory at Shop.Tillamook.com starting tomorrow 2/1 at 8:00am.,189,"[{'text': '😍', 'length': 1}, {'text': '@yellowronni6 they have cheese purses?!', 'length': 39}, {'text': 'will be buying the whole collection 🥵😍', 'length': 38}, {'text': 'Um INCREDIBLE', 'length': 13}, {'text': '@whitnessfortheprosecution showing up to the cheese factory in full cheddar swag...', 'length': 83}, {'text': 'I would rock the sweats so hard🔥', 'length': 32}, {'text': 'I want those yellow pants 😂', 'length': 27}, {'text': 'Give me ice scream 😂😂', 'length': 21}, {'text': 'THE CHEESE BAG 😍😍', 'length': 17}, {'text': 'Sold out 😐', 'length': 10}, {'text': 'Cheese pants! 🧀 👖 🙌', 'length': 19}, {'text': 'Looks good enough to eat!!', 'length': 26}, {'text': ""We're loving this B Corp collab!"", 'length': 32}, {'text': '@tillamook will there be a restock on anything? The cheese bag is giving me life.', 'length': 81}, {'text': 'But, but, where are the pants! I want to buy those pants!', 'length': 57}, {'text': 'Im too late to the cheddar party!! Are you guys doing another cheese drop!?!? These pants give me lyfe!!', 'length': 104}, {'text': 'Will you have a restock???', 'length': 26}, {'text': 'SO SAD I missed the cheddar pants. Do we know if theres going to be a restock?', 'length': 78}, {'text': 'Can we get a restock pleeeeeez?', 'length': 31}]"
🚨GIVEAWAY CLOSED🚨 🧀,<Post CZSVIa_heC5>,468,40,['nationalcheddarday'],28/01/22,"🚨GIVEAWAY CLOSED🚨

🧀 🎉  IT’S TIME TO TURN UP THE CHEDDAR 🎉 🧀 

Comment on our last post on 1/25 to enter our sweepstakes to win one of 113 Ultimate Cheddarbration Swag Bags. Don’t forget to use #NationalCheddarDay and tag a friend you’d celebrate with on 2/13.

Rules & regs at https://bit.ly/3u5VHJe",300,"[{'text': '🧀 🙌❤️', 'length': 5}, {'text': 'Oh what!?', 'length': 9}, {'text': '@tillamook I hope to be fortunate enough to to get another motherloaf. Mine is still unopened and aging nicely!', 'length': 111}, {'text': '@frankies12 #NationalCheddarDay', 'length': 31}, {'text': '#NationalCheddarDay @mistysp1', 'length': 29}, {'text': '#nationalcheddarday @kristiewlum', 'length': 32}, {'text': 'Can I just have the bag please lol', 'length': 34}, {'text': 'Only cheddar in our house. 🔥', 'length': 28}, {'text': '❤️', 'length': 2}, {'text': '#NationalCheddarDay with @coffeetimecomix 😍', 'length': 43}, {'text': 'I NEED to win!! 🧀🥺🧀🥺✨ I need a reason to cheddarbrate!! 🎉 @tillamook ❤️🧀', 'length': 72}, {'text': '#nationalcheddarday 🧀 @lishamwar ❤️', 'length': 35}, {'text': 'Yum #Nationalcheddarday', 'length': 23}, {'text': '@ronx.ttv WE ARE A TILLAMOOK FAMILY SO LETS ENTER FOR THAT CHED!!!🧀❤️', 'length': 69}, {'text': '#NationalCheddarDay', 'length': 19}, {'text': '#NationalCheddarDay', 'length': 19}, {'text': '#NationalCheddarDay @mistysp1', 'length': 29}, {'text': '#NationalCheddarDay @frankies12', 'length': 31}, {'text': '😋😋😋😋😋😋😋😋😋', 'length': 9}, {'text': '@frankies12 #NationalCheddarDay', 'length': 31}, {'text': '#NationalCheddarDay @mistysp1', 'length': 29}, {'text': 'I’m SO freaking excited for tomorrow 🧀😱🙌', 'length': 40}, {'text': '#NationalCheddarDay @frankies12', 'length': 31}, {'text': '@mistysp1 #NationalCheddarDay', 'length': 29}, {'text': 'Is the coffee ice cream discontinued? 😢', 'length': 39}, {'text': 'Still prever the butter pecan above all others, bet the rest is still better than anyone elses.', 'length': 95}, {'text': '@lily_of_la_manga cheddar cheese day 😍', 'length': 38}, {'text': '@rambo_atl', 'length': 10}]"
🚨GIVEAWAY CLOSED🚨 The,<Post CZKmnR0sUHX>,955,791,"['nationalcheddarday', 'nationalcheddarday', 'cheddarbration', 'sweepstakes', 'tillamook', 'cheese', 'biggame']",25/01/22,"🚨GIVEAWAY CLOSED🚨

The 🧀 makes it a party. Don’t believe us? Now’s your chance to get in on the action! 

Reply to this post with #NationalCheddarDay and tag a friend you’d want to cheddarbrate with on 2/13 for a chance to win one of 113 ultimate Cheddarbration Party Bags 🎉

Visit the link in our bio for even more cheddar-y goodness (and the full music vid cut!). 

Rules & Regs: https://bit.ly/3u5VHJe

#NationalCheddarDay #Cheddarbration #Sweepstakes #Tillamook #Cheese #BigGame",482,"[{'text': 'Ooook #nationalcheddarday ?? Awesome?? @shula_hoop @granola_doula', 'length': 65}, {'text': '#nationalcheddarday 🧀  @dianeinmn', 'length': 33}, {'text': '#NationalCheddarDay @serendipity_stef', 'length': 37}, {'text': '#NationalCheddarDay @stephanielovvorn', 'length': 37}, {'text': '💜🧀#NationalCheddarDay @lerae_cooksandeats', 'length': 41}, {'text': '#NationalCheddarDay @kellyvanbev !! The best day!', 'length': 49}, {'text': '@chloeahall #NationalCheddarDay', 'length': 31}, {'text': '@thatquickwitte you chedda brielieve you’re the only choice #nationalcheeseday', 'length': 78}, {'text': '@amythedestroyer I know I havarti found a Gouda cheddarbration sister in you!! 🙌🧀', 'length': 81}, {'text': '#NationalCheddarDay @digdougfrye', 'length': 32}, {'text': '#nationalcheddarday @brbradford87', 'length': 33}, {'text': '#nationalcheddarday @imtillyb', 'length': 29}, {'text': '#nationalcheddarday @itsmollybuttons', 'length': 36}, {'text': 'Wanna cheddarbrate with me @chrissaldan ?!?! 🧀🧀🧀', 'length': 48}, {'text': '@pamelajheckman #nationalcheddarday', 'length': 35}, {'text': '@slowenburg #nationalcheddarday  #cheddarthedog #ched', 'length': 53}, {'text': '@annieworkman #nationalcheddarday', 'length': 33}, {'text': '‼️‼️‼️ @whitney_bennett1687 this is not a drill! #nationalcheddarday', 'length': 68}, {'text': '@joanstuff we need cheese! #nationalcheddarday', 'length': 46}, {'text': 'Happy #NationalCheddarDay , sweetie! @kjid1357', 'length': 46}, {'text': '@kboyd0075 40LB BLOCK OF CHEDDAR #NationalCheddarDay', 'length': 52}, {'text': '#nationalcheddarday @kevster227', 'length': 31}, {'text': '@akitchenhoor #nationalcheddarday', 'length': 33}, {'text': '@familyaroundthetable #nationalcheddarday', 'length': 41}, {'text': '@velorossafamily are you seeing this?!!!! Are you wearing your Tillamook sweatshirt?!', 'length': 85}, {'text': '#nationalcheddarday @_kelly_mccarthy', 'length': 36}, {'text': '@abstractrude', 'length': 13}, {'text': '@megmendoza11', 'length': 13}, {'text': '#NationalCheddarDay @kaelinsell @rebelwalkin *grabs shredder*', 'length': 61}, {'text': '#nationalcheddarday @molly_b_allen', 'length': 34}, {'text': '@hansn376  #nationalcheddarday 🧀 🧀🧀', 'length': 35}, {'text': '#nationalcheddarday @yayathecook', 'length': 32}, {'text': '#nationalcheddarday @yajairarivera__', 'length': 36}, {'text': '#nationalcheddarday @peakperformers_1', 'length': 37}, {'text': '#nationalcheddarday @raven_celine_', 'length': 34}, {'text': '#nationalcheddarday ❤️ @ronniesmollen', 'length': 37}, {'text': 'Absolutely! I’d love to celebrate #nationalcheddarday with you! 🧀❤️', 'length': 67}, {'text': '#nationalcheddarday @mar.zat @tstum @eford83', 'length': 44}, {'text': '#nationalcheddarday @tscarter1', 'length': 30}, {'text': '#NationalCheddarDay @lexie.meyer13', 'length': 34}, {'text': '@witmini cheddarbration! 🧀', 'length': 26}, {'text': '@cpjloveskwj', 'length': 12}, {'text': '@gill_charlton_ #nationalcheddarday', 'length': 35}, {'text': '#nationalcheddarday @jlcorbin44', 'length': 31}, {'text': '#nationalcheddarday @katherine.morris918', 'length': 40}, {'text': '#nationalcheddarday @theageoftheswamp', 'length': 37}, {'text': '#nationalcheddarday @michaelasamel bcuz ur the cheeziest 😘😘', 'length': 59}, {'text': '#nationalcheddarday  @jakeboone02', 'length': 33}, {'text': '#nationalcheddarday @christinanadine76', 'length': 38}]"
It's time to,<Post CZKLPPVFkPm>,470,81,['nationalcheddarday'],25/01/22,"It's time to 

🎶 CELEBRATE GOOD TIMES 🎶

This #NationalCheddarDay, stock up on the boldest cheddar in the league. Reply with 🧀 if you’re ready to cheddarbrate on 2/13!",167,"[{'text': '🧀 woohoo!', 'length': 9}, {'text': '🔥🧀🔥🧀🔥🧀🔥', 'length': 7}, {'text': '🧀', 'length': 1}, {'text': 'Hahaha! Love it!!!', 'length': 18}, {'text': '@hoagiehawtie 🧀', 'length': 15}, {'text': 'That was amazing.', 'length': 17}, {'text': '🧀 🥳', 'length': 3}, {'text': 'I NEED this ❤️🙌❤️', 'length': 17}, {'text': '🧀!!!', 'length': 4}, {'text': '🧀 🙌', 'length': 3}, {'text': 'Why is the suit not for sale in the shop?! @tillamook', 'length': 53}, {'text': '🔥', 'length': 1}, {'text': '@dariana_chavez_1  sos tu 😮😮', 'length': 28}, {'text': '🧀 ohhhhh yeah! 🔥', 'length': 16}, {'text': '👏👏👏👏👏👏', 'length': 6}, {'text': '🔥🔥', 'length': 2}, {'text': '👏Oregon. Represent✌🏼', 'length': 20}, {'text': 'We are exclusively a Tillamook house as long as the Cheddar man is around! 😍😍😍', 'length': 78}, {'text': 'YEAAAA!!!! THIS ISSS DIFFERENT 🔥🔥🔥🔥🔥🔥🔥 LOVIN THIS!!!!!\n@christianmarkgibbs', 'length': 74}, {'text': 'Your cheddarman is on 🔥!!! Great commercial! We need more of the Cheddarman and that suit!', 'length': 90}, {'text': 'Go @christianmarkgibbs! Love this so much!', 'length': 42}, {'text': 'Awww the poor sad cheese tragedy! 😂', 'length': 35}, {'text': '❤️❤️❤️❤️❤️', 'length': 10}, {'text': '🥰🥰🥰🥰', 'length': 4}, {'text': 'Loved being a part of this 💙', 'length': 28}, {'text': '@malemagallon', 'length': 13}, {'text': 'Tried your extra sharp cheddar cheese🧀 and it is the best I had so far. Thanks quality products ❤️', 'length': 98}, {'text': 'I need some cheddar confetti!! 🧀 🎉', 'length': 34}, {'text': '🧀🎉', 'length': 2}, {'text': '🧀', 'length': 1}, {'text': '#nationalcheddarday 🧀🧀🧀 @bridgee.bb', 'length': 35}, {'text': '#NationalCheddarDay @baise.dawn', 'length': 31}, {'text': 'Liver your products', 'length': 19}, {'text': '#nationalcheddarday @aliz.zilla', 'length': 31}, {'text': 'Obsessed with The Cheddar Man. More please! 🤩', 'length': 45}, {'text': 'I love the cheese keys! 🧀', 'length': 25}, {'text': '🧀🧀🧀', 'length': 3}, {'text': 'Wonderful ❤️', 'length': 12}, {'text': '🔥🔥🧀 🧀 🧀 🔥🔥', 'length': 10}, {'text': '#NationalCheddarDay @applejackface', 'length': 34}, {'text': 'Cheddarbration! 😂', 'length': 17}, {'text': '🧀', 'length': 1}, {'text': '🧀', 'length': 1}, {'text': '🧀 @calebeubanks13', 'length': 17}, {'text': '#nationalcheddarday 🧀', 'length': 21}, {'text': '💜🧀#NationalCheddarDay @juliathorne8', 'length': 35}, {'text': '@keesloadedkitchen_ 😍', 'length': 21}, {'text': '@nurseanderson This might sound cheesy, but I find this version much cheddar… Grate-est day of the year!', 'length': 104}, {'text': '#cheddarbration!  #nationalcheddarday. Loved the suit !  @jillyb3', 'length': 65}, {'text': 'We need more of the cheddar man!!!', 'length': 34}]"
Are you ready,<Post CZHRwT7NYRA>,871,28,"['nationalcheddarday', 'cheddarbration', 'tillamookcheddar']",24/01/22,"Are you ready to Cheddarbrate? Stay tuned as we reveal bold bites worth celebrating tomorrow 🧀👀
.
.
.
#NationalCheddarDay #Cheddarbration #TillamookCheddar",155,"[{'text': 'Best cheddar of all time!', 'length': 25}, {'text': '@colerag', 'length': 8}, {'text': 'can’t wait!!! 😍', 'length': 15}, {'text': '🙌🙌🙌❤️', 'length': 5}, {'text': 'woohoo! so essited!!', 'length': 20}, {'text': 'Sittin on pins and needles for this announcement @wellsjackson7', 'length': 63}, {'text': 'Cheddarbrate good times come on! ✨🎉', 'length': 35}, {'text': ""It's a Cheddarbration! 🧀 🙌"", 'length': 26}, {'text': 'yummm😍', 'length': 6}, {'text': 'Yes, please! 😋', 'length': 14}, {'text': 'Mmmm... Play me something in the key of cheddar sharp please', 'length': 60}, {'text': 'Cheese piano 😂💜', 'length': 15}, {'text': 'I love that the keys look like cheddar cheese sticks!🔥', 'length': 54}, {'text': 'Love the "" Cheddar Notes ""  Excited for #cheddarbration #NationalCheddarDay #Tillamookcheddar', 'length': 93}, {'text': 'Yay!!!! Super exciting!!!', 'length': 25}, {'text': '🔥🔥🔥🔥🔥🔥🔥', 'length': 7}, {'text': 'El oh ellllll 😌🤣🤳🏾✨🤳🏾✨🤳🏾✨ @tillamook', 'length': 36}, {'text': 'Can’t wait', 'length': 10}, {'text': '❤️', 'length': 2}, {'text': 'That 5 year aged though...😍🙌', 'length': 28}, {'text': '@deniselabrie08 😍😘', 'length': 18}]"
Have Tillamook will,<Post CY9zx-vNMIR>,665,19,[],20/01/22,"Have Tillamook will travel (with snacks).
📷: @alieshaball",57,"[{'text': 'I want one of them bags 😍', 'length': 25}, {'text': 'I love my bag and the cheese snacks I put in it!~!! #TillamookAtHome 🧀❤️🧀', 'length': 73}, {'text': 'Always willing to travel for tillamook 🥰', 'length': 40}, {'text': ""I love Multnomah Falls! I've been there many times over the years!"", 'length': 66}, {'text': 'That bag is awesome, I’m gonna need to get one', 'length': 46}, {'text': 'Welcome to the beautiful Columbia River Gorge! ❤️', 'length': 49}, {'text': 'Squeaky cheese', 'length': 14}, {'text': 'Yummmmmm! I ALWAYS bring Tillamook with me while I’m on the road!', 'length': 65}, {'text': 'perfect travel snack!', 'length': 21}, {'text': 'Yes! Perfect snack to visit the falls!', 'length': 38}, {'text': '@kbranon  check this out! Remember this spot? Pretty cool with all the ice!', 'length': 75}, {'text': 'Delicious', 'length': 9}, {'text': 'great bag of snacks!', 'length': 20}]"
"Reminder: ""Me time""",<Post CYb7syZtZhO>,274,13,"['tillamook', 'tillamookyogurt', 'metime', 'selfcare']",07/01/22,"Reminder: ""Me time"" can be a whole lot of nothing, so long as it's delicious.
.
.
.
#Tillamook #TillamookYogurt #MeTime #SelfCare",129,"[{'text': 'If you don’t lick the lid, you’re doing it wrong.', 'length': 49}, {'text': 'Now I want to run out to the market and pick up some of your #Tillamook Good and Creamy Yogurt from @WestSeattleThriftway, because they have the BEST selection!~!! #TillamookYogurt #TillamookAtHome', 'length': 197}, {'text': 'Wish we had the yogurt in Florida!!', 'length': 35}, {'text': 'I need to get my hands on this!', 'length': 31}, {'text': 'I love your cheese and ice cream (tillamook mudslide is my fav) :D', 'length': 66}, {'text': 'We stopped by your place on a little coastal escape this weekend and OH! What a beautiful facility. My girls loved it. And now I’m in love with your sea salt butter. 😍😍😍', 'length': 169}]"
Our calendars are,<Post CX_m8xetaNO>,429,14,[],27/12/21,"Our calendars are blocked and the laptops are closed. We are taking a little R&R time with friends and family just like you this holiday season. 

We’ll be back in 2022 (January 5th to be exact) with more delicious and crave-worthy content you know and love. Until then, stay safe and warm. 

- The Tillamook Family",315,"[{'text': 'Good for you!! Happy holidays ✨', 'length': 31}, {'text': 'Just one of the many reasons @tillamook rocks 👏💛👏', 'length': 49}, {'text': '@tillamook well happy early New Years to your family. Family is everyone who makes the wonderful foods you all produce. I also love the Tillamoos the cows 🐮 are marvelously made 😇', 'length': 179}, {'text': 'When you get back, please send those 2lb baby loves of Sharp Cheddar to Douglasville, GA 30135.. Happy New Year!', 'length': 112}, {'text': '@jacobsensaltco, yall should do that 👀🙊🙉🙈', 'length': 41}, {'text': 'Everyone needs a break from work. E en when you enjoy it. 👏', 'length': 59}, {'text': 'Don’t worry though, the farmers, packaging employees, cheese makers, milk truck drivers and everyone else will continue working.', 'length': 128}, {'text': 'Rest and recharge 🧀😍', 'length': 20}, {'text': 'Love this 👏', 'length': 11}, {'text': 'Good for you!!', 'length': 14}, {'text': 'Good idea. Enjoy', 'length': 16}, {'text': 'Everyone deserves a break during the holidays! 🙌 #bcorpvalues', 'length': 61}, {'text': 'Happy New Year', 'length': 14}, {'text': 'Hi team! Please check your dm when you have a moment🙏', 'length': 53}]"
All it takes,<Post CX1XNS7tUNx>,688,43,"['tillamook', 'tillamookicecream', 'caramelswirl', 'onebite']",23/12/21,"All it takes is one bite. Trust us, or Melissa for that matter. 
✍️ balkm on Twitter 
.
.
.
#Tillamook #TillamookIceCream #CaramelSwirl #OneBite",144,"[{'text': 'Every flavor I’ve had has been delicious!!!!', 'length': 44}, {'text': 'Don’t forget about the cheese! 🧀 😃', 'length': 34}, {'text': 'She must have never tried the Cookie Monster ice cream!!! Because that one is addicting and the bestest ever @tillamook', 'length': 119}, {'text': 'I guess I have to try !', 'length': 23}, {'text': 'Your Pendleton whiskey & maple frozen custard. 😍 ❤️❤️', 'length': 53}, {'text': 'BRING BACK THE HORCHATA ICE CREAM!!!! LOL', 'length': 41}, {'text': 'Great dairy from great people. Hope y’all get the rest and family time you deserve this weekend', 'length': 95}, {'text': 'Your cookie dough’s the best I’ve had. 🤙🏼', 'length': 41}, {'text': 'we ONLY buy tillamook ice cream!!\n📍SLC UT\n@san_dalerno1', 'length': 55}, {'text': 'Dang! 🙌❤️', 'length': 9}, {'text': 'Completely agree. It’s the only ice cream we buy! 🤤', 'length': 51}, {'text': 'Their ice cream is real real good', 'length': 33}, {'text': 'Tillamook forever 🙌', 'length': 19}, {'text': 'The texture is such a great sensation in your mouth!', 'length': 52}, {'text': ""Definitely some of the best ice cream we've ever had. I haven't dug into a container of ice cream in years until I got my first taste of your chocolate ice cream. I literally couldn't stop eating it. 😂"", 'length': 201}, {'text': 'Bring back coconut fudge gelato! 🤞🏻✨🤞🏻', 'length': 38}, {'text': 'Caramel Butter Pecan. 😪 In my freezer right now! The rest of my family goes for the chocolate flavors, so it’s all for me. ❤️', 'length': 125}, {'text': 'Me and my husband too ❤️ tilamook or nothing', 'length': 44}, {'text': ""Literally won't buy any other ice cream brand 😍"", 'length': 47}, {'text': 'We LOVE Tillamook Mudslide! #influencedbyicecream', 'length': 49}, {'text': 'I’ve never purchased your ice cream before. I typically buy Haagan Daz as they have limited ingredients. Today my grocery store was completely out of my usual, so I took a chance on yours. Well, my 15 yr old daughter declared your mint chocolate chip to be not only the best mint chip she’s ever had, but the best ice cream she’s ever had!! I had a bite and she was right. Wow. Super smooth, super creamy and nice the chocolate was your typical tiny pieces of hard, frozen chocolate but sweet and almost chewy piece of chocolate. YUM! I also love that you make your ice cream out of real ingredients.  No carrageenan! Thank you!!', 'length': 629}, {'text': 'Hi ! I’m from Singapore. i just eaten The mudslide sandwich and is immediately a converted fan!\nWill be buying more to stock!', 'length': 125}]"
Make some space,<Post CXzfC3PtvMf>,4106,87,"['tillamook', 'tillamookicecream', 'holidaydessert', 'caramel']",23/12/21,"Make some space in your freezer for something totally ✨sweet✨. Pick up Tillamook Caramel Swirl Ice Cream, a classic combo of extra creamy Old-Fashioned Vanilla Ice Cream and ooey, gooey caramel that'll have you licking the bowl when no one is looking.
.
.
.
#Tillamook #TillamookIceCream #HolidayDessert #Caramel",312,"[{'text': 'Our fav is Mudslide!', 'length': 20}, {'text': 'Yum😍', 'length': 4}, {'text': 'Yum! @tillamook I wish you’d bring back the salted butterscotch', 'length': 63}, {'text': 'I love the ice cream; I have the Oregon Dark Cherry in my freezer now.👍😉😁', 'length': 73}, {'text': 'I thought this was a post from @happycabbagefarms', 'length': 49}, {'text': 'Can’t wait to get this', 'length': 22}, {'text': 'The Marionberry Pie is my favorite.', 'length': 35}, {'text': 'Let me sponsor ☺️✨', 'length': 18}, {'text': 'This ice cream is 🔥🔥. SO GOOD! Best I have ever had! I just found out they have cheddar cheese blocks and bought one, had it yesterday and I am obsessed with it. Definitely will be purchasing more! If you haven’t tried them both, I suggest you do! SO DELICIOUS', 'length': 260}, {'text': '@josierichelle_', 'length': 15}, {'text': '😍😍😍', 'length': 3}, {'text': 'The best ice cream 😍', 'length': 20}, {'text': 'Best ice cream ever!!', 'length': 21}, {'text': 'Thought it was rosin', 'length': 20}, {'text': '@sammieleebee', 'length': 13}, {'text': 'Bring back the old cookies and cream. You can’t even taste the vanilla ice cream with the new version! What made it so good was the vanilla mixed with the cookies, not just straight cookies with a vanilla that gets drowned out. Still love your products though, just miss the OG flavors.', 'length': 286}, {'text': 'I was in Tillamook, OR in 2016 and got to see your cheese making process but the only ice cream I saw was in your gift shop/snack bar.', 'length': 134}, {'text': '@gypsysoul518', 'length': 13}, {'text': 'The Malted Moo was one of my favorites.  However, the last couple of quarts I bought were VERY short on chocolate.', 'length': 114}, {'text': '@courtney_brucker', 'length': 17}, {'text': 'No khalua?', 'length': 10}, {'text': ""I don't know. I think salted caramel hazelnut is still my favorite! Especially between two oatmeal cookies 😋"", 'length': 108}, {'text': 'Stumptown coffee!  Bring it back!  Ship it to the East Coast!! 😤', 'length': 64}, {'text': 'All I see is mashed potatoes now.', 'length': 33}, {'text': 'Yuuummmm ❤️❤️❤️😍😍😍', 'length': 18}, {'text': 'Best ice cream', 'length': 14}, {'text': ""They should make lactose-free I'd buy it"", 'length': 40}, {'text': ""Love malted moo, chocolate peanut butter and rea.ly really missing the honeycomb crunch that was in small pints that I can't find anymore"", 'length': 137}, {'text': 'Umpqua s better', 'length': 15}, {'text': '👏👏👏👏👏🍦🍧🍨', 'length': 8}, {'text': 'Y’all have bomb cheese so I’m sure ice cream is 🔥', 'length': 49}, {'text': 'Love your cheeses!!!🔥🔥', 'length': 22}, {'text': 'milk is for baby cows', 'length': 21}, {'text': ""Don't have it yet in my grocery store.  Can't wait to try it!!!😉😊"", 'length': 65}, {'text': 'Legit the best ice cream!!!!', 'length': 28}, {'text': 'Nah that’s mashed potatoes and gravy', 'length': 36}, {'text': 'Please bring back the stump town cold brew coffee ice cream 🍦 thank you!!!', 'length': 74}, {'text': '✅', 'length': 1}, {'text': 'This is some of the best icream out there today. Try vanilla.', 'length': 61}, {'text': 'Mmmmm mashed potatoes 😂', 'length': 23}, {'text': 'It’s funny the things people like😹', 'length': 34}, {'text': 'Rocky Road🔥🔥🔥🔥🔥', 'length': 15}, {'text': 'Smaller package and higher price', 'length': 32}, {'text': 'Y’all’s ice cream sandwiches are THE GREATEST EVERRRRR', 'length': 54}, {'text': 'I love sharing your ice cream with my pawps!', 'length': 44}, {'text': '@teamslim_capt1', 'length': 15}, {'text': 'Potatoes, Boil em, Mash em, put em in a stew', 'length': 44}, {'text': 'Ooooh😍', 'length': 6}, {'text': 'I will definitely try this one next. I’m so glad my local grocery store starting carrying Tillamook 👏❤️😍❤️! It only took me 63 years (45 yrs if you only count my adult years 😉) to find my Favorite Ice Cream Brand. ❤️Finally, I never have to “shop” the different brands again. Thank you, Tillamook!', 'length': 297}]"
There’s always a,<Post CXwtspAlzTu>,195,4,"['tillamook', 'tillamookrecipe', 'holidaybaking', 'bloopers', 'blooperreel']",21/12/21,"There’s always a blooper reel. Bakers are no exception @emcdowell 😏
.
.
.
#Tillamook #TillamookRecipe #holidaybaking #bloopers #blooperreel",139,"[{'text': '😂😂😂😂😂', 'length': 5}, {'text': 'Always a fun time with @emcdowell! ❤️❤️❤️', 'length': 41}, {'text': 'She’s the cutest', 'length': 16}, {'text': 'Uncle fester', 'length': 12}]"
We all know,<Post CXwZZSbFUdC>,143,2,"['tillamook', 'tillamookrecipe', 'applepie', 'holidaybaking']",21/12/21,"We all know and love classic apple pie, but this one might just steal the show. Follow along for a step-by-step look at @emcdowell's Apple Pie Cobbler that is sure to turn heads at your next holiday meal. Full recipe at Tillamook.com/recipes.
.
.
.
#Tillamook #TillamookRecipe #ApplePie #HolidayBaking",301,"[{'text': '😍😍😍😍😍❤️❤️❤️❤️❤️❤️❤️❤️', 'length': 21}, {'text': 'im doing this shit rn yall got something here', 'length': 45}]"
Who is she?,<Post CXuCOCClGgS>,110,1,"['tillamook', 'tillamookrecipes', 'holidaybaking', 'holidayseason']",20/12/21,"Who is she? 👀 Check out what gets @emcdowell, best-selling cookbook author and recipe developer, excited about cooking for the holidays and whip up one of her festive creations at Tillamook.com/recipes.
.
.
.
#Tillamook #TillamookRecipes #holidaybaking #holidayseason",267,"[{'text': 'Unhealthy', 'length': 9}]"
"ASMR, holiday edition.",<Post CXoji_8lCO4>,755,6,"['tillamook', 'asmr', 'holidaybaking', 'holiday']",18/12/21,"ASMR, holiday edition. Let @emcdowell guide you through the soothing sounds of holiday baking, and keep an eye on our feed for a few of Erin’s exclusive holiday recipes. 
.
.
.
#Tillamook #ASMR #HolidayBaking #Holiday",217,"[{'text': 'love it🔥', 'length': 8}, {'text': 'So relaxing! 😍', 'length': 14}, {'text': 'Now that’s some ASMR I can handle!', 'length': 34}, {'text': 'Okay but where do I get this grater from wow', 'length': 44}, {'text': 'Ok', 'length': 2}]"
