,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Selfishly we just,<Post Cc6TK0zPdq7>,1214,197,[],28/04/22,Selfishly we just need new dinner ideas… comment below ⬇️,57,"[{'text': 'Literally everything gets better with Beyond Mince. Pasta, tacos, lasagna, bowls, burgers, grilled cheese, pizza - the list is long.', 'length': 132}, {'text': 'Vegan Taco pizza 🍕 🌮', 'length': 20}, {'text': 'All of em', 'length': 9}, {'text': 'Broccoli Rabe, orecchiette, beyond sausage Italian or spicy. Personal Preference Spicy All the Way!', 'length': 99}, {'text': 'Empanadas', 'length': 9}, {'text': 'Mabo Tofu, swap out ground pork for Beyond Beef and if you put enough ginger, garlic and tobanjan in, you’ll have a winner!', 'length': 123}, {'text': '🌮 🌮 🌮  for me', 'length': 13}, {'text': 'Chili. Hands down.', 'length': 18}, {'text': '~pasta with sausage 🫑 & 🧅', 'length': 25}, {'text': 'Spaghetti 🍝 🍝 🍝 🍝', 'length': 17}, {'text': 'ALLOFEM 🗣🗣🗣🗣', 'length': 12}, {'text': 'Stuffed peppers 🔥', 'length': 17}, {'text': 'Biscuits and gravy 😛', 'length': 20}, {'text': 'Breakfast sandwiches hit different with the breakfast sausage🔥', 'length': 62}, {'text': 'Literally everything, lol.', 'length': 26}, {'text': 'Lasagna 😋😋😋', 'length': 11}, {'text': 'Dirty rice 😋', 'length': 12}, {'text': 'Bolognese Sauce ❤️', 'length': 18}, {'text': 'Beyond chili, throw the beef and hot Italian in together for the win', 'length': 68}, {'text': 'Spaghetti Bolognese 🔥🔥🔥', 'length': 23}, {'text': 'Stuffed shells!', 'length': 15}, {'text': 'Used your mince for persian kebab and it was unbelievably good', 'length': 62}, {'text': 'Midnight Nachos', 'length': 15}, {'text': 'Tater tot casserole', 'length': 19}, {'text': 'Bologna Sandwich', 'length': 16}, {'text': 'Tacos 🌮', 'length': 7}, {'text': 'Hamburgers in general lol I hated pretty much all meat pre-vegan', 'length': 64}, {'text': '@happiestveganonearth ‘s Copycat recipe of Disneyland’s Ronto-less Wrap 😋', 'length': 73}, {'text': 'GOOD OLE BURGERS!!!! With @followyourheart blue cheese baby!!!!', 'length': 63}, {'text': 'Beyond mac bowl over at @votfnyc 🤪', 'length': 34}, {'text': 'Meatloaf is soooo much better with Beyond!!!', 'length': 44}, {'text': 'Vegan Shepard’s pie', 'length': 19}, {'text': 'Vegan Oatloaf!', 'length': 14}, {'text': 'Spaghetti and beyond sausage meat sauce', 'length': 39}, {'text': 'Buffalo Chicken wrap 🔥', 'length': 22}, {'text': 'Beyond ravioli. Beef or sausage!', 'length': 32}, {'text': 'Italian wedding soup!', 'length': 21}, {'text': 'Our faves are chili, lasagna, meatloaf, and taquitos!', 'length': 53}, {'text': 'Burgers 🍔', 'length': 9}, {'text': 'The 7 layer burrito at del taco is better with beyond meat. IMHO', 'length': 64}, {'text': 'EVERYTHING!!!! 😆 anything! All things!! 👌', 'length': 41}, {'text': 'Meatloaf 😋😋', 'length': 11}, {'text': 'Albondigas🥣', 'length': 11}, {'text': 'Buffalo chicken Mac n cheese', 'length': 28}, {'text': 'Tofu scramble', 'length': 13}, {'text': 'Shepherds pie!', 'length': 14}, {'text': 'Every recipe 😏', 'length': 14}, {'text': 'Manwich sloppy jo', 'length': 17}, {'text': 'Shepherd’s pie 😍', 'length': 16}, {'text': 'Grape jelly and chili sauce meatballs appetizer', 'length': 47}]"
This Beyond Chicken,<Post Cc1Wa9bA3t_>,12541,210,[],27/04/22,"This Beyond Chicken Buffalo Wrap is a lunchtime game changer 🔥 Link in bio for recipe. 
@lettuce.thrive",103,"[{'text': 'Petition to bring back the tortilla trend', 'length': 41}, {'text': ""We're going to need to add this to our dinner rotations STAT"", 'length': 60}, {'text': 'None of the lab-engendered real meat for mea...love #beyond', 'length': 59}, {'text': 'Well I know what I’m doing for dinner tonight 😍', 'length': 47}, {'text': '🤤🤤🤤🤤🤤', 'length': 5}, {'text': 'Where’s the beyond chicken????? Never seen it for sale.  @beyondmeat', 'length': 68}, {'text': 'Please send us some samples @veggiechippy #theveggiechippy www.theveggiechippy.com the best vegan place in the 🇬🇧', 'length': 113}, {'text': '@mymikecooks you should have taken a pic of your @beyondmeat enchiladas tonight!', 'length': 80}, {'text': '@loadedrocker chicken!!! Beyond chicken!!!', 'length': 42}, {'text': '@nataliee.joyce', 'length': 15}, {'text': '@vegan_burrito', 'length': 14}, {'text': '@trixiella OLV!!! 😍😍🤤🤤🤤🤤', 'length': 24}, {'text': '@megmo143', 'length': 9}, {'text': '@rogthat24  yummmm', 'length': 18}, {'text': '@iamnicoleblackwell 😋🤤', 'length': 22}, {'text': '@blossomsdeer', 'length': 13}, {'text': '@leebridget073 🔥🔥🔥', 'length': 18}, {'text': '@dannijbarwick', 'length': 14}, {'text': 'We’re ready up here 🇨🇦🇨🇦🇨🇦 @beyondmeat  please & thank you!', 'length': 59}, {'text': '@deadxstop this', 'length': 15}, {'text': '@stephen_ewen', 'length': 13}, {'text': '@sherrilynn.r might try this🌱 😋', 'length': 31}, {'text': '@michelejurado', 'length': 14}, {'text': '@webby523', 'length': 9}, {'text': '@daniellecunardsunshine', 'length': 23}, {'text': '@maverickswave ❤️', 'length': 17}, {'text': '@niroshbeharilal', 'length': 16}, {'text': '@lone_wolf_scout', 'length': 16}, {'text': '@marissalynn_1202', 'length': 17}, {'text': '@coach_chris_l', 'length': 14}, {'text': '@peyton.tolley', 'length': 14}, {'text': '@playstation2chainz 🥵🥵', 'length': 22}, {'text': '@kristib66', 'length': 10}, {'text': '@bastiann.bach', 'length': 14}, {'text': '@jlamonica', 'length': 10}, {'text': '@ignorio', 'length': 8}, {'text': '@carleyriceart', 'length': 14}, {'text': '@i_am_glori_mama please make this for me❤️😮', 'length': 43}, {'text': '@joedeccio yum!', 'length': 15}, {'text': '@jeromecowen I’m going to have to make these', 'length': 44}, {'text': '@shfrary', 'length': 8}, {'text': '@elizabethmanhas YESSSS please!', 'length': 31}, {'text': '@maggiespann', 'length': 12}, {'text': '@volcaniclauren', 'length': 15}, {'text': '@shania.arieta make me this', 'length': 27}, {'text': '@_mbright', 'length': 9}, {'text': '@femsmiles', 'length': 10}, {'text': '@vinnyleehd', 'length': 11}, {'text': 'Made this tonight.\nSuper easy and delicious!', 'length': 44}, {'text': 'Send it to me in the mail 🔥', 'length': 27}]"
Beyond Chicken Tenders,<Post CcyrydaPU3q>,3936,126,[],25/04/22,"Beyond Chicken Tenders finally lets you experience the delicious flavor and crispy breading everyone loves, but in a better-for-you, game-changing style: 
👏No GMOs
🙌13g of protein
🤌50% less sat fat than the leading traditional chicken nuggets
👊no added soy",256,"[{'text': 'These are a must 😍', 'length': 18}, {'text': 'So so good! 🔥', 'length': 13}, {'text': '#beyondmeat #plantbased #chicken #vegan #beyondchicken', 'length': 54}, {'text': 'They are so good!!!!', 'length': 20}, {'text': '🙌🙌🙌🙌🙌🙌', 'length': 6}, {'text': 'Wish these were gluten free 😩😩', 'length': 30}, {'text': 'This is my FAVORITE product from you guys 🔥 hoping u guys release the beyond orange chicken', 'length': 91}, {'text': 'Canada Please 🇨🇦', 'length': 16}, {'text': 'The taste is there, the texture is now. Those weird hard, tendon-like pieces are off putting. Beyond wins the burger and sausage battle but Impossible wins the chicken battle.', 'length': 175}, {'text': 'When will we see them in Canada. 🇨🇦', 'length': 35}, {'text': 'Why do they mention soy ad a bad thing?', 'length': 39}, {'text': 'I would buy them if they came with more than 6 strips smh', 'length': 57}, {'text': 'thank you for expanding the menu!', 'length': 33}, {'text': 'Canada. Now!!!!!! Please', 'length': 24}, {'text': 'When will we get updates on the Mcplant deal ?', 'length': 46}, {'text': 'Haven’t seen these up where I live in Canada yet?!', 'length': 50}, {'text': 'When are these launching in the UK?', 'length': 35}, {'text': 'When can I buy them in Italy?', 'length': 29}, {'text': 'However you use canola oil....', 'length': 30}, {'text': 'When in UK please?', 'length': 18}, {'text': '🇨🇦🇨🇦Pleeeeeeease!!!🇨🇦🇨🇦', 'length': 23}, {'text': '@billy_boost @mywhenn', 'length': 21}, {'text': '@bentheexception 👏', 'length': 18}, {'text': '@beyondmeat When do you plan to have them available in Europe?', 'length': 62}, {'text': '@alimdblake what does no added soy mean', 'length': 39}, {'text': 'When are we getting these @wegmans ??', 'length': 37}, {'text': ""I'd love to try these, will you ever make them gluten free? @beyondmeat"", 'length': 71}, {'text': '@beyondmeat forgot to mention it’s vegan 🌱', 'length': 42}, {'text': '@beyondmeat  I fell in love with these..your brand (chicken nuggets & burger ) is the only brand that doesn’t upset my stomach.', 'length': 127}, {'text': '@regino.riego', 'length': 13}, {'text': 'AUSTRALIA', 'length': 9}, {'text': 'I enjoy the ground, spicy breakfast paddies & meatballs, but this one’s a miss for me 😔', 'length': 87}, {'text': 'My only complaint is they are too expensive and only six tenders per bag. Come on man!', 'length': 86}, {'text': 'Is it 100% soy free now?', 'length': 24}, {'text': 'Gluten Free?', 'length': 12}, {'text': ""What's added soy?"", 'length': 17}, {'text': 'Need a gluten free variety. And an alternative to canola oil used, like olive', 'length': 77}, {'text': 'So expensive for small bag', 'length': 26}, {'text': 'When are they coming to Canada 🇨🇦?', 'length': 34}, {'text': 'Why is the stock price so low now?  Asking for a friend.', 'length': 56}, {'text': 'These are extremely delicious', 'length': 29}, {'text': 'Shame you have to peddle the anti-scientific “no GMO”  nonsense!', 'length': 64}, {'text': 'No animals tortured in factory farms', 'length': 36}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Sounds super. But what exactly does “no ADDED soy” mean? And what is wrong with (non GMO) soy, anyway?', 'length': 102}, {'text': 'You gonna start making the chicken strips? Or any non bread tenders/cutlets?', 'length': 76}, {'text': ""I'd love to try them, but they're gluteny. *sheds a tear*"", 'length': 57}, {'text': 'Why are people proud to not eat GMOs?', 'length': 37}, {'text': 'When they coming to EU stores?', 'length': 30}, {'text': 'Cries in Canadian 😭🇨🇦', 'length': 21}]"
For years you’ve,<Post CcqaU6vJQ5h>,1990,72,['gobeyond'],22/04/22,"For years you’ve been asking us where you can buy our gear. Today, we’re excited to launch the Beyond Merch shop with all profits going to organizations dedicated to making a positive impact for people and planet. We’re kicking things off with the @socialchangefnd, a non-profit co-founded by one of our ambassadors @cp3.

Click the link in bio to shop and support causes, US only. #GoBeyond
beyond.gifts",404,"[{'text': '💚🙏🏾', 'length': 3}, {'text': 'Let’s gooooo🔥🔥', 'length': 14}, {'text': '🔥🔥🔥🔥🔥', 'length': 5}, {'text': '😍👏', 'length': 2}, {'text': 'Omg 💚💚💚 brb getting a shirt', 'length': 27}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Beyond Meat stock is cheaper than the hoodie…I hope y’all know where to invest 😊', 'length': 80}, {'text': 'Wonderful news 🥳', 'length': 16}, {'text': 'Oh please I want them in Italy too😢🖤', 'length': 36}, {'text': 'just bought mine!💚🐄', 'length': 19}, {'text': 'Yay!', 'length': 4}, {'text': 'Any pink beyond crew necks or hoodies?', 'length': 38}, {'text': '‘US only’ ? 😭💔🇦🇺', 'length': 16}, {'text': 'Make the stock great again \U0001faf5', 'length': 28}, {'text': '🙌🙌🙌 bucket hats thats green 💚🙏🏻', 'length': 31}, {'text': '🙌💚', 'length': 2}, {'text': 'CP3 doesnt eat this garbage.', 'length': 28}, {'text': '🙌 Yaasss', 'length': 8}, {'text': 'Who’s the executive?! 🔥', 'length': 23}, {'text': 'Love this well done 👏🙌', 'length': 22}, {'text': '💚💚💚💚', 'length': 4}, {'text': 'Pls make a beyond chicken shirt 😍', 'length': 33}, {'text': 'bring to Canada soon pls 😍', 'length': 26}, {'text': 'Brilliant to be backed by so many BIG names - like Lukaku and Kyrgios 👏👏', 'length': 72}, {'text': 'Does anyone realize that the ingredients in this stuff r very similar to dog food????', 'length': 85}, {'text': '@beyondmeat in the words of @lizzobeeating it ‘s about damn time!!!', 'length': 67}, {'text': '@beyondmeat dreams really do come true!!', 'length': 40}, {'text': 'The link is gone now, halp, @beyondmeat need merch🔥', 'length': 51}, {'text': '@smittyyy24', 'length': 11}, {'text': '@beyondmeat it’s BeyondTime 😂', 'length': 29}, {'text': 'When will Merch be available to order within Canada?! 😍', 'length': 55}, {'text': 'Fantastic ❤️❤️', 'length': 14}, {'text': 'Their sausages Italian Are amazing. 👏', 'length': 37}, {'text': 'Real question: should I get some merch?', 'length': 39}, {'text': 'US only 🥺😭', 'length': 10}, {'text': 'Let’s goooooo 🔥🔥🔥', 'length': 17}, {'text': 'YASSSS 🙌🔥', 'length': 9}, {'text': 'Yoooooo @beyondmeat I need this! I can be your Paralympic athlete lol', 'length': 69}, {'text': 'Well Lukaku lives in London,if u can send it to him u can send it to me as well !!? 😂😂🔥', 'length': 87}, {'text': 'Funny😂', 'length': 6}, {'text': '💯 buying that 🔥 hoodie!! 😍😍😍', 'length': 28}, {'text': 'copped', 'length': 6}, {'text': ""Are they eco friendly tho? Are they sustainably made? Cause let's make more shit people don't need right? And create more emissions and waste? Sounds like a bunch of green washing tbh"", 'length': 183}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Nice❤️', 'length': 6}, {'text': 'I will be so happy,  when I can find all the beyond meat foods,  in Walmart.', 'length': 76}, {'text': 'so cool!', 'length': 8}, {'text': 'Why are you not selling g in Canada?', 'length': 36}, {'text': 'As a stockholder, I rather see you use the profits to better the company (which already does make a positive impact for the people and planet, and could do more of) The profits you make from your merch should be used to increase what Beyond Meat does in-house for the world.', 'length': 274}, {'text': '👏', 'length': 1}]"
👀,<Post CcoV0h8PTsX>,2350,163,[],21/04/22,👀,1,"[{'text': 'Save one for me', 'length': 15}, {'text': 'Let’s get it', 'length': 12}, {'text': 'I’m in', 'length': 6}, {'text': 'The people have spoken!!', 'length': 24}, {'text': 'Need a Beyond hat.', 'length': 18}, {'text': 'Stuff the hoodie with jerky and ship it to Canada!', 'length': 50}, {'text': '😍 They are actually really 🔥🔥🔥 You can see them a few posts below 👇', 'length': 67}, {'text': 'My dog ate the beyond meat hat you sent me and I never emotionally recovered from it', 'length': 84}, {'text': 'TRUCKER HATS', 'length': 12}, {'text': 'Beyond Merch from Recycled materials! Let’s go! 🙌', 'length': 49}, {'text': '🙋🏾\u200d♂️ medium & can it be purple?', 'length': 32}, {'text': 'Medium please! Every beyond meat investor should get one! 🔥', 'length': 59}, {'text': 'WAIT YALL MAKING MERCH NOW', 'length': 26}, {'text': 'Um, yea', 'length': 7}, {'text': 'I want a hoodie!', 'length': 16}, {'text': 'Yes plz 🙌', 'length': 9}, {'text': 'Dibs on one too!', 'length': 16}, {'text': 'I’ll take one 🔥', 'length': 15}, {'text': 'Samsie', 'length': 6}, {'text': '$bynd pls', 'length': 9}, {'text': '1st drooling over the vburger and now drooling over the hoodie!', 'length': 63}, {'text': 'Listen, I just want a hoodie (size large pls)', 'length': 45}, {'text': '@beyondmeat I have been dying for a hat', 'length': 39}, {'text': 'Asking the same question since we see Chris Paul and Deandre Hopkins wearing apparel for the company @beyondmeat', 'length': 112}, {'text': '@beyondmeat finally!!', 'length': 21}, {'text': 'I want one!!!! @beyondmeat', 'length': 26}, {'text': 'Fr @beyondmeat y’all slacking !', 'length': 31}, {'text': '@nbreda1357 🎂 🎁 🎈 🎉 😏', 'length': 21}, {'text': '@beyondmeat If you need a sweatshirt model I’m your gal 💁🏻\u200d♀️🤍', 'length': 62}, {'text': '@beyondmeat are you hearing us 😂', 'length': 32}, {'text': 'I want one 😍', 'length': 12}, {'text': 'Yes please!!!', 'length': 13}, {'text': 'Pleaseee! 🔥 would love to rep!', 'length': 30}, {'text': 'Sooooo.....?? Were the hoodies', 'length': 30}, {'text': 'need a hat and a hoodie 😤😤😤', 'length': 27}, {'text': 'Send one my way?? 😏', 'length': 19}, {'text': 'I wanna be dripping in Beyond Meat', 'length': 34}, {'text': 'So who really winning these giveaways👀 and also yeah where are the hoodies😂', 'length': 75}, {'text': 'I own 100 shares of stock. Do I get preferential treatment?😂', 'length': 60}, {'text': ""Can't wait"", 'length': 10}, {'text': 'Every new age Lesbian gone have one too😂', 'length': 40}, {'text': 'MERCH DROP INCOMING ✈️ 📦', 'length': 24}, {'text': 'Need some hoodies and shirt 🙌🏻💚💚💚 and a bucket hat 🤣', 'length': 52}, {'text': 'Black hoodie with the cow logo in green .. I can see it now lol', 'length': 63}, {'text': 'Yes!!', 'length': 5}, {'text': 'Yeah wheres your dank merch??', 'length': 29}, {'text': 'Well…', 'length': 5}, {'text': 'hoodie', 'length': 6}, {'text': 'No Charge for The Different Designs at all..', 'length': 44}, {'text': 'Selling merch might help the stock price 😂', 'length': 42}]"
Creating a sustainable,<Post Cciaq23jgbb>,5136,77,[],19/04/22,Creating a sustainable future together with @beyondmeat 🌎♻️ Excited to show the world what we have been cooking up for your plate and your closet! Can’t thank the Beyond team enough for believing in my ideas! @wotherspoondesigns,228,"[{'text': 'Proud of you my dawg came along way from you n ash selling the shoes oht the trunk of the whip lol 👏🏾', 'length': 101}, {'text': 'I love beyond products.. I just can’t get past the fact that he literally copied a flight suit. I wore one for five years when I was active duty. I don’t see the creativity here when it’s 99% identical..maybe the rest of the line is good, though. It wood actually make a cool jacket. Make a flight suit jacket that looks like that and I’ll buy one right now.', 'length': 358}, {'text': 'Let’s gooooo 🙌', 'length': 14}, {'text': 'Team work makes the dream work! 🔥', 'length': 33}, {'text': 'Fanfreakintastic! 💯', 'length': 19}, {'text': 'Are you auditioning for the new top gun?', 'length': 40}, {'text': 'Respect ✊🏾 didn’t know you are vegan!!! 🔥🔥🔥🔥', 'length': 44}, {'text': '10 years is not long enough for a “cultivated opinion”. Lol.  Had to throw out the “ I’m vegan” lol.', 'length': 100}, {'text': 'Still waiting on my jacket!', 'length': 27}, {'text': 'Give this man some meat 😂', 'length': 25}, {'text': 'So good!!! Can’t wait to see what you come up with for this!', 'length': 60}, {'text': 'Too fire. Vegan 🌱', 'length': 17}, {'text': 'Dope 🙌🏾', 'length': 7}, {'text': 'Can we get a atleast a 12 Ct in the beyond breakfast sausage Pattie’s. ? That 6 Ct be gone fast🔥😂', 'length': 97}, {'text': 'Fit is fire', 'length': 11}, {'text': 'Be legendary', 'length': 12}, {'text': 'Bad ass! Solid yes! 🔥', 'length': 21}, {'text': 'Dreams do come true 💚', 'length': 21}, {'text': '“Legend” should suffice on how to define you 👏🔥', 'length': 47}, {'text': 'Artist, designer.. janitor', 'length': 26}, {'text': 'Tough🔥', 'length': 6}, {'text': 'Everything is cool in LA😛', 'length': 25}, {'text': ""Love beyond meat I'm a huge vegan fan❤️❤️❤️."", 'length': 44}, {'text': '“It can all be made by me which is cool” f’n legend right there man.', 'length': 68}, {'text': '@nike vegan leather #roundtwo 😢', 'length': 31}, {'text': '🔥 @brennanrusso @sean_wotherspoon 🔥', 'length': 35}, {'text': '@fullsizerunshow', 'length': 16}, {'text': '@ariwilliams_777', 'length': 16}, {'text': 'I swear @ludacris was about to say “STAND UP, STAND UP!!!”', 'length': 58}, {'text': '@natalielizabeth.m', 'length': 18}, {'text': '💖🐮🐷🐔🐟💖', 'length': 6}, {'text': '👏👏👏👏👏👏👏', 'length': 7}, {'text': ""That's fire! Can't wait! Love the message🔥🙌"", 'length': 43}, {'text': '✅✅✅', 'length': 3}, {'text': 'Making the world a better place day by day 👏', 'length': 44}, {'text': 'Tryna get like you @sean_wotherspoon mentor me bro ✊🏽', 'length': 53}, {'text': 'Your food is literal cancer', 'length': 27}, {'text': '🌱🌱🌱👌🏻👌🏻👌🏻', 'length': 9}, {'text': 'Beyond Wotherspoon ✌️🌱', 'length': 22}, {'text': 'Yay☯️☮️', 'length': 7}, {'text': '🔥🔥🔥🔥🌱', 'length': 5}, {'text': 'Oooh this is gonna go crazy fr', 'length': 30}, {'text': 'Let’s gooooo! 🔥', 'length': 15}, {'text': 'Ejas combo 1K sean 🤣', 'length': 20}, {'text': '👀👀👀', 'length': 3}, {'text': '👏👏👏', 'length': 3}, {'text': 'Beyond fits otw', 'length': 15}, {'text': 'Let’s go🔥', 'length': 9}, {'text': 'Dope 🔥', 'length': 6}, {'text': 'King 🙌🏽', 'length': 7}]"
[CLOSED] Together with,<Post CcfyIsXr_Ol>,1880,303,['gobeyond'],18/04/22,"[CLOSED] Together with @anybagproject we are turning 4,750 single-use plastic bags into one-of-a-kind, handmade, reusable tote bags ♻️  We are re-imagining the future of sustainability 🍔🛍 
To WIN one of these limited edition Beyond Meat x ANYBAG totes:
1. follow @beyondmeat
2. follow @anybagproject
3. tag 2 friends in the comments
We will select & DM three lucky winners on Wednesday 4/20 by 10am PT. #GoBeyond 
👏winners👏
@de33iebg 
@bones4roses 
@datsafetyguyj43",465,"[{'text': '@ryancrook @tmaurer21', 'length': 21}, {'text': '@hannahowens10 @jonmaurer1', 'length': 26}, {'text': '@aylaiye  @doctoruchie  this is the future!', 'length': 43}, {'text': '@meg.a.mom @conner.wilson.co', 'length': 28}, {'text': 'LOVE!!! 😍 Tagging @colbiecaillat because she is the reason I discovered Beyond Meat. 💚 @ingridmonet', 'length': 99}, {'text': '@aidan_o._  @a.n.n.a_m_d  these are so pretty!', 'length': 46}, {'text': '🔥🔥🔥🔥🔥🔥🔥🔥@beyondmeat @anybagproject very much needed', 'length': 51}, {'text': '@sara_fruchter @neuronajah 🐮🐷🐔🦃❤️❤️❤️❤️', 'length': 39}, {'text': '@lauren.daane @aidan_o._ Great way to clean up the environment, one bag at a time!', 'length': 82}, {'text': 'This is great! @trish_parkhill5 @janetgehrlein', 'length': 46}, {'text': '@betsey611 @allison_moskowitz I want one! Love these bags', 'length': 57}, {'text': '@madwa12 @everyones_pal', 'length': 23}, {'text': '😍💚🌱 @archerinheels @shersharesbeauty', 'length': 36}, {'text': '@arjunnsivakumar @viruuuu.u', 'length': 27}, {'text': 'OMGGG @lee.ajbwa @jimmy_mack12 😍😍😍', 'length': 34}, {'text': '@dianalorena_riverameza @amorvisconti', 'length': 37}, {'text': '@devinestyler13 @heyitscourtknee', 'length': 32}, {'text': '@dennyjodi @arsoley', 'length': 19}, {'text': '@abrielle_elise98 @juliette_leeder_', 'length': 35}, {'text': '@bluelikeurwafle @gnarly.nonsense', 'length': 33}, {'text': '@valid.vye @iamkaniyad', 'length': 22}, {'text': '@plant_based_mommy2 @j.b.wellness', 'length': 33}, {'text': '@ulduz6 @analogue.sound', 'length': 23}, {'text': '@magcavallo @joacoespino25', 'length': 26}, {'text': '@sarah_hammoudi @katelynsparkss', 'length': 31}, {'text': '@sophiegruetzner ❤️ @svenjaostwald', 'length': 34}, {'text': '@taqueso2802 @19_nicole', 'length': 23}, {'text': '@sydneyalexis.taylor @jennaelyzabeth', 'length': 36}, {'text': '@yung.nimbo @jameswolf_', 'length': 23}, {'text': 'Yass! Winning! @jenniferf1014 @lil_covelly', 'length': 42}, {'text': '@angiecakez @kaylaaa3_', 'length': 22}, {'text': '@ashleydabagh @ciaracorrigan', 'length': 28}, {'text': '@allienoelani @mackenziebock', 'length': 28}, {'text': '@brittany.mcdermott1 @frostie_the_bichon', 'length': 40}, {'text': '@luke_ga @rtgeorgia', 'length': 19}, {'text': '@well.mannered.mandy @sabbyhinze I need this.', 'length': 45}, {'text': '@atownaria @ktownkiffer', 'length': 23}, {'text': '@scottevans166 @tracyevans1037', 'length': 30}, {'text': '@upcyclingtrash @oliver_and_shelby', 'length': 34}, {'text': '@bjoyski @tski57', 'length': 16}, {'text': '@maccasmusicforever @awkwardley', 'length': 31}, {'text': '@lady_ten @tski57', 'length': 17}, {'text': '@msponagle @spellingchampoin', 'length': 28}, {'text': '@louie.lou.chiweenie @lbolanos_', 'length': 31}, {'text': '@dimelo_mikito @middlefingerugly', 'length': 32}, {'text': '@emma_woessner @tay_sugg', 'length': 24}, {'text': '@04k._tr33 @kellyannecleggett', 'length': 29}, {'text': '@joeviti @nicole_914_', 'length': 21}, {'text': '@tski_njoy @njoysartstuff', 'length': 25}, {'text': '@msabigailmattey @clevelandwinegirl', 'length': 35}]"
