,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
"Leave a legacy,",<Post Cc8kW4GjYSl>,276,1,['leavenotrace'],29/04/22,"Leave a legacy, not a trace ⛰️

We all have a role to play to treat the great outdoors with respect, so we can return to the same beautiful spot again. When we are not mindful of our impact, the places we love can be significantly damaged for ourselves and future generations.

Here’s how to safeguard our beautiful lands, from the @nationalparkservice on its 7 Leave No Trace Principles:
- Plan ahead and prepare
- Travel and camp on durable surfaces
- Dispose of waste properly
- Leave what you find
- Minimize campfire impacts
- Respect wildlife
- Be considerate of other visitors
There is a beautiful world to explore - let’s do it with the respect nature deserves!
#leavenotrace",683,"[{'text': '👏👏👏', 'length': 3}]"
Did you know?,<Post Cc6D1u7vF9s>,115,6,[],28/04/22,"Did you know?
The maximum weight for a carry-on on the strictest airline is 15lbs.
The Carry-On Capsule weighs less than 1lb.

5 Styles. 2+ Weeks of Outfits.
Endless Destinations.",179,"[{'text': '😍😍😍', 'length': 3}, {'text': 'My gi is way heavier than this wtf @meg.he #ADAY2024', 'length': 52}, {'text': 'love this wrap😍', 'length': 15}]"
Change the way,<Post Cc3Y9wXj47R>,148,0,[],27/04/22,"Change the way you travel ✈️
Here are 3 ways to travel more intentionally this Summer.

1. Take your time
Just because you’ve been there once, doesn’t mean you’ve seen it all before. Return to the places and people you love this Summer with an open mind and a fresh perspective.

2. Know your impact
Be mindful of how tourism is impacting your destination. Make good choices that support the local economy and environment.

3. Offset your trip
We’ve teamed up with Cool Effect to help you offset your travels. 100% of each offset goes towards planting trees and protecting forests to assist in carbon capture",608,None
Snack time 🌎🍿,<Post CcyQYz6IQmD>,42,1,[],25/04/22,"Snack time 🌎🍿 

We’re starting the week off with a new series - Sustainable Snacks. 

Follow along for sustainability terms, simplified 🌱",137,"[{'text': 'Super useful!', 'length': 13}]"
Today we took,<Post CcqooBVI5Z0>,131,2,['earthday'],22/04/22,"Today we took the day off. To spend time outside, with family, friends or just ourselves. To breathe the fresh air we are privileged to breathe and to appreciate the beauty of our planet.

At ADAY, #earthday is everyday. We believe in the power of every choice we make, 365 days of the year. So that we can continue to create the future we want and raise the standard for clothing and our industry. There is so much work to be done, and we are ready for it. But today, we celebrate 🌎💚

If you need a reminder to get out and do the same, this is it.

Happy Earth Day. 

Love, Team Aday",584,"[{'text': 'Beautiful 🌳🤍', 'length': 12}]"
Starting off this,<Post Ccf3ADQjXsI>,1168,27,"['savinaofficial', 'weeklycapsulewardrobe', 'capsulewardrobe', 'capsulecloset', 'capsulewardrobeblogger', 'capsulewardrobechallenge', 'sustainablefashion', 'sustainablestyle', 'sustainablefashionblogger', 'simpleoutfit', 'simpleoutfits', 'casualoutfit', 'athleisurestyle', 'londonfashionblogger', 'londonstyleblogger', 'ukstyle', 'ukfashion', 'grwm', 'getreadywithme', 'springfashion', 'springoutfit', 'springoutfitideas', 'springoutfits', 'fashion2022', 'petitestyle', 'petitefashionblogger', 'casualstyle', 'ootd']",18/04/22,"Starting off this week’s capsule wardrobe series with one of my most worn outfit combos - a pair of comfy leggings, white hoodie, long coat and chunky trainers. 🤌🏼 

This is my look on the go when I don’t know/ can’t be bothered/ can’t decide what to wear. Which still happens sometimes! 😁

Outfit linked in bio.

#savinaofficial #weeklycapsulewardrobe 

#capsulewardrobe #capsulecloset #capsulewardrobeblogger #capsulewardrobechallenge #sustainablefashion #sustainablestyle #sustainablefashionblogger #simpleoutfit #simpleoutfits #casualoutfit #athleisurestyle #londonfashionblogger #londonstyleblogger #ukstyle #ukfashion #grwm #getreadywithme #springfashion #springoutfit #springoutfitideas #springoutfits #fashion2022 #petitestyle #petitefashionblogger #casualstyle #ootd",775,"[{'text': 'Fantastic! 🔥🔥 What is this wardrobe series exactly made of?', 'length': 59}, {'text': 'HEAD TO TOE OBSESSED!', 'length': 21}, {'text': 'Love your sporty looks🤍', 'length': 23}, {'text': 'Adoreeeee this so much ❤️', 'length': 25}, {'text': 'Love this my babe ❤️', 'length': 20}, {'text': 'Awww love this outfit!! 😍', 'length': 25}, {'text': '🙌🙌', 'length': 2}, {'text': 'The comfiest outfit 😍😍😍 Love this green colour, perfect for spring 💚💚💚 Gorgeous 🤍🤍🤍', 'length': 83}, {'text': 'Omg your reel starts as mine that I just posted looool ❤️ vibing on same wavelengths', 'length': 84}, {'text': 'Мога да се опитам да го пресъздам, но ще е в сиво и розово 😁', 'length': 60}, {'text': 'What jacket is this? 😍', 'length': 22}, {'text': 'Which leggings are these?', 'length': 25}]"
Who’s got plans,<Post CcYGRF_o9-4>,65,12,[],15/04/22,Who’s got plans this weekend ✨ tell us where you’re headed in the comments below👇,81,"[{'text': 'Alsace! 🧳🍷🧀', 'length': 11}, {'text': 'Austin, TX 🤠', 'length': 12}, {'text': 'Ballyfin, Ireland 🇮🇪!', 'length': 21}, {'text': 'NYC! 🍎', 'length': 6}, {'text': 'Greece 😍😍😍', 'length': 10}, {'text': 'Coming home from Jerusalem/Egypt/Jordan. On to Barcelona and Mallorca next!', 'length': 75}, {'text': 'Isolation 😢', 'length': 11}]"
✨ Back by,<Post CcTsYtSoqi7>,68,7,[],13/04/22,"✨ Back by popular demand ✨ 5 lightweight, wrinkle free  styles, perfect for travelling carry-on only. Meet the Carry-On Capsule.",128,"[{'text': 'Yessss 😍', 'length': 8}, {'text': '🧳🧳🧳', 'length': 3}, {'text': 'Amazing! Do you know when will the layered leggings be back in stock? I’ve been waiting since November or so with fingers crossed!!!', 'length': 132}, {'text': '😍😍✈️', 'length': 4}, {'text': 'Be nice to see different body sizes and shapes reflected in your advertising.', 'length': 77}]"
My no makeup,<Post CcOU_QwJNk0>,285,23,[],11/04/22,"My no makeup work from home outfit featuring the @aday Destination Jumpsuit—I wear it cropped in the evening. Wanna go out tonight, @hej.its.lars ? ✨",149,"[{'text': 'Ugh 🥵', 'length': 5}, {'text': 'That jumpsuit is insane - I am officially OBSESSED!!\nAnd you look amazing', 'length': 73}, {'text': '🙌🙌🙌 Keep doing what makes you happy 💕', 'length': 37}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'So beautiful 😍😍😍', 'length': 16}, {'text': '🔥🔥', 'length': 2}, {'text': 'The coolest!! 😎👏', 'length': 16}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '🙌❤️😍', 'length': 4}, {'text': 'Please, dont...', 'length': 15}, {'text': 'so fucking hot', 'length': 14}, {'text': 'Send pic on ❤️ @paradise.of.black', 'length': 33}]"
Today is a,<Post CcETHFGoGv6>,277,12,[],07/04/22,"Today is a good day. Congratulations Justice Ketanji Brown Jackson for being the first Black woman confirmed to the US Supreme Court 💪

Repost @meena",149,"[{'text': 'Genuinely the first time I’ve felt this happy in two months', 'length': 59}, {'text': '👏👏👏👏👏', 'length': 5}, {'text': 'Damn right', 'length': 10}, {'text': '👏👏👏👏👏😍', 'length': 6}, {'text': '🙌🙌🙌🙌🙌🙌🙌', 'length': 7}, {'text': '🙌🙌', 'length': 2}, {'text': 'Please stop with the politics ughhhhh I want my feed to inspire with fashion and ideas not political virtue signaling', 'length': 117}, {'text': ""Sex offenders everywhere are getting ready to send their case upppppppppp to SCOTUS 🕺🕺🕺 she's got your back! #freesexoffenders"", 'length': 126}]"
Big Jumpsuit Energy.,<Post CcBkTcWoNmI>,83,21,[],06/04/22,"Big Jumpsuit Energy.
Limited Edition.
200 Units Only.",53,"[{'text': 'Need this ASAP 😍 🔥 🥳', 'length': 20}, {'text': 'Are the top and bottom separate or attached in some way? I’m excited about mine to arrive!', 'length': 90}, {'text': '😍😍😍', 'length': 3}, {'text': 'Love it!!!🤩', 'length': 11}, {'text': '🤩🤩🤩', 'length': 3}, {'text': '🥰❤️❤️❤️', 'length': 7}, {'text': 'Love 😍', 'length': 6}, {'text': 'Purchased ✔️😍', 'length': 13}, {'text': '😍🖤', 'length': 2}, {'text': 'Mine is set to arrive tomorrow . So many possibilities with this new jumpsuit! Hope to wear it all the time. This will be a great investment piece to enjoy', 'length': 155}, {'text': '😍', 'length': 1}]"
Drop a pin.,<Post Cb_DY07o14z>,129,24,[],05/04/22,Drop a pin. And the mic. The Destination Jumpsuit launches tomorrow ✨,69,"[{'text': 'loveee😍😍', 'length': 8}, {'text': 'Petite friendly? (In length? I’m 5’3”)', 'length': 38}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'I find black is not flattering on a lot of people as too harsh (including me) need more navy colour options please!', 'length': 115}, {'text': 'So excited to see it! 😍🤗', 'length': 24}, {'text': 'Need this in my life 😍', 'length': 22}, {'text': '😍😍😍', 'length': 3}, {'text': 'Obsessed 😍😍😍', 'length': 12}, {'text': '😍😍', 'length': 2}, {'text': '🙌🔥👏❤️😍', 'length': 6}]"
@ristylesbyriddhi in the,<Post Cb8fqqVA3UP>,44,1,[],04/04/22,"@ristylesbyriddhi in the Something Borrowed Shirt. Check out our stories for 3 ways to style it, on repeat 🔁",108,"[{'text': '🤩🤩🤩', 'length': 3}]"
Today we're amplifying,<Post CbyVEjdollB>,228,6,['transvisibilityday'],31/03/22,"Today we're amplifying the trans community.

International Transgender Day of Visibility is a day to show our love and support for the trans community. It is a day to celebrate their achievements and to raise awareness for the work that still needs to be done.

The transgender community has faced intense amounts of adversity and discrimination throughout history. It is important we support and commemorate them and act as allies to advocate for their rights and fight against transphobia.

Swipe for courageous and beautiful women in the trans community to follow.

@zuleykastrasner - founder and CEO of Zero Grocery, a sustainable, plastic-free grocery delivery business in California.

@mashagessen - a nonbinary and trans Russian-American journalist, author, translator, activist, and staff writer for The New Yorker. They are the recipient of many awards including the 2017 National Book Award for Nonfiction and the 2018 Hitchens Prize.

@geenarocero - model, activist, andco-founder of Gender Proud, a media company that shares trans-specific stories to invoke social justice for the transgender community.

@mjrodriguez7 - actress and singer who has a lead role in the FX series Pose, making her part of the largest cast of transgender actresses for a series. In 2021, she won the Golden Globe Award for Best Actress - Television Series Drama.

@hunterschafer - model, actress, and activist most recently known for her role in the HBO series Euphoria.

@leynabloom - actress, model, dancer, and activist who was the first transgender woman to appear on the cover of the Sports Illustrated Swimsuit Issue in July 2021.

@mskataluna - American Beauty Pageant title holder winning Miss Nevada USA in June 2021, making her the first openly transgender Miss USA contestant.

@valentts - model and actress who, in 2019, was the first openly transgender Victoria Secret model.

@lavernecox - actress and activist who is famously know for her role in Orange Is the New Black. In 2015, she was the first transgender woman to win a Daytime Emmy Award.

#transvisibilityday",2072,"[{'text': 'Lost a customer', 'length': 15}]"
Mid week vibes,<Post CbvUqijAHJl>,118,14,[],30/03/22,Mid week vibes 🪄✨,17,"[{'text': 'amen', 'length': 4}, {'text': 'So true 🙌🏻', 'length': 10}, {'text': 'TRUTH', 'length': 5}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'love ✨', 'length': 6}, {'text': '✨✨✨✨', 'length': 4}, {'text': '💯', 'length': 1}]"
"She's Cool: Founder,",<Post CbsxTO4AvBb>,88,12,[],29/03/22,"She's Cool: Founder, mama, designer. @jessica_hendricksyee moved to Mallorca in the middle of the pandemic where she currently runs her newest venture, @zahava_heirlooms , a fine jewellery line inspired by the past and worn by women who are imagining a better future. 

Our favorite piece (pictured with the Something Cool Shirt) features a delicate illustration on the outside, and a word designed to be held close to the wearer. 

Swipe for a insight into her world.",468,"[{'text': 'So cool 😎❤️🔥', 'length': 12}, {'text': '💫💛💫', 'length': 3}, {'text': 'love this!!', 'length': 11}, {'text': '😍😍😍 the coooolest!', 'length': 18}, {'text': '😍😍', 'length': 2}, {'text': '🆒🆒🆒', 'length': 3}, {'text': 'Hey just sent you a DM', 'length': 22}]"
The Mood is:,<Post CbqXjajg6sX>,51,9,[],28/03/22,"The Mood is: Silky
The Super Swish Dress is crafted from our signature Cool Weave fabric. Silky, smooth and scientifically proven to keep you 80% cooler than comparable fabrics.",177,"[{'text': 'Hey! The website says updated fit- what does that entail?', 'length': 57}, {'text': '🤍🌬🆒', 'length': 3}, {'text': '😍😍😍❤️❤️❤️', 'length': 9}, {'text': '😍😍😍', 'length': 3}]"
Ties at the,<Post CbVBv2SAIDj>,209,8,[],20/03/22,"Ties at the waist - front, back or side - so you can choose your fit + length for ultimate flexibility. Plus, a secret phone pocket that’ll make you drop the mic, and your purse.",178,"[{'text': '😍😍😍', 'length': 3}, {'text': 'When will the restock be? @aday', 'length': 31}, {'text': 'Check out your dm pls!', 'length': 22}, {'text': 'Are there instructions on how to tie this skirt?', 'length': 48}, {'text': 'Your clothes are so beautiful. It would be so great if you could get have more photos of the clothing on women with bodies that aren’t tiny as well!', 'length': 148}, {'text': 'Love this skirt!', 'length': 16}]"
ICYMI: our new,<Post CbLFk97gLpr>,371,10,[],16/03/22,"ICYMI: our new Cool Weave Capsule is here ✨

5 styles.
40+ outfits.
Endless opportunities.",90,"[{'text': 'Perfect! Just the import tax to Europe is harsh… 😢', 'length': 50}, {'text': '😍😍😍', 'length': 3}, {'text': 'I loveeee a good versatile wardrobe 😍', 'length': 37}, {'text': 'Any chance of some photos that show all the different outfit options. 😍 I had a look on your website and saw the capsule items, but would love to slide through some specific pics of the combos. Thank you!', 'length': 204}, {'text': 'Will you be restocking the sizes that have sold out?', 'length': 52}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'Hello\nI am a designer, I present a unique collection of prints, a design concept for printing and sewing clothes, accessories. I will be very pleased if you look, I sell everything, the entire archive of everything that is presented on behance.', 'length': 244}, {'text': '@aday can you post more of these ""formula"" style posts? I find them REALLY helpful 🙂', 'length': 84}]"
Be your own,<Post CbIcx9ygb0y>,78,5,[],15/03/22,Be your own wind keeper 🌬,25,"[{'text': '😂😂😂❤️❤️❤️', 'length': 9}, {'text': 'Which pants are those? When is the buy one get one sale? I missed it last year and don’t plan on missing again!', 'length': 111}]"
My Weekly Capsule,<Post CbE6xmXjHyW>,801,29,"['savinaofficial', 'weeklycapsulewardrobe', 'capsulewardrobe', 'capsulewardrobechallenge', 'capsulewardrobeblogger', 'slowfashion', 'sustainablefashionblogger', 'sustainablefashion', 'sustainablestyle', 'minimalstyle', 'minimalistfashion', 'minimalistwardrobe', 'officeoutfit', 'workoutfitideas', 'smartcasual', 'casualchicstyle', 'neutralstyle', 'neutrals', 'neutraloutfit', 'officelooks', 'classystyle', 'londonfashionblogger', 'fashionblogger', 'howtostyle', 'howtowear', 'outfitoftheday', 'outfitsideas', 'ootdbloggers', 'personalstyleblogger']",14/03/22,"My Weekly Capsule Wardrobe - Week 2 - Monday 🤍

Starting the week with a smart casual outfit perfect for the office. Would you wear this look? Comment below 👇🏼

#savinaofficial #weeklycapsulewardrobe 

#capsulewardrobe #capsulewardrobechallenge #capsulewardrobeblogger #slowfashion #sustainablefashionblogger #sustainablefashion #sustainablestyle #minimalstyle #minimalistfashion #minimalistwardrobe #officeoutfit #workoutfitideas #smartcasual #casualchicstyle #neutralstyle #neutrals #neutraloutfit #officelooks #classystyle #londonfashionblogger #fashionblogger #howtostyle #howtowear #outfitoftheday #outfitsideas #ootdbloggers #personalstyleblogger",652,"[{'text': 'Love it 🤍👌', 'length': 10}, {'text': 'Adorable 💛', 'length': 10}, {'text': 'Perfect 😍😍', 'length': 10}, {'text': 'Wow❤️', 'length': 5}, {'text': '👏👏👏', 'length': 3}, {'text': 'Love this! Would you do a work capsule??', 'length': 40}, {'text': 'Love this look! I am sure it is as comfy as it looks 😍😍😍 Gorgeous 🤍🤍🤍', 'length': 69}, {'text': 'Love the trousers 😍', 'length': 19}, {'text': 'Oh I adore this lovely 😍', 'length': 24}, {'text': 'Love the pants, where are they from?', 'length': 36}, {'text': '😍', 'length': 1}, {'text': 'Stunning babe ❤️', 'length': 16}, {'text': 'Gorgeous look 🤍🤎🤍', 'length': 17}, {'text': 'Wondering about the sneakers?', 'length': 29}, {'text': 'Where are the pants from?', 'length': 25}]"
A 5 piece,<Post CbDpQPTgTRI>,111,15,[],13/03/22,A 5 piece capsule designed to keep you cool. Powered by brrr° technology that provides a continuous cooling sensation through embedded natural materials.,153,"[{'text': '😍😍😍', 'length': 3}, {'text': '❤️❤️❤️❤️❤️', 'length': 10}, {'text': '😍😍😍', 'length': 3}, {'text': 'So many options 😍😍😍', 'length': 19}, {'text': 'Versatilityyyyy', 'length': 15}, {'text': 'Need white shirt back in stock', 'length': 30}, {'text': 'Gorgeous!!', 'length': 10}, {'text': 'Will you restock the button down shirt? Would love one in forest with my wrap skirt 💚🌳', 'length': 86}]"
“We created Aday,<Post CbA-xiLgwtt>,120,3,[],12/03/22,"“We created Aday to give you the boundless feeling of confidence and joy – when you’re writing your own rules and opportunities feel limitless. Aday is designed to help you flex and make the most of every moment, big and small.” - @meg.he + @ninafaulhaber , Aday Co-founders",274,"[{'text': '👏👏👏', 'length': 3}, {'text': 'Do you cater for size UK18?', 'length': 27}]"
We source innovative,<Post Ca-HcBBLwY6>,65,1,[],11/03/22,"We source innovative super fabrics and partner with factories who put people + planet first. 

📷 @pinterest",107,"[{'text': '#sustainablefashion #capsulewardrobe #missiondriven #domorewithless #abetterwardrobe', 'length': 84}]"
working on my,<Post Ca-BDdnDOS8>,490,17,"['aday', 'naturalgroove', 'domorewithless']",11/03/22,"working on my lines + spirals just after sunrise wearing natural groove, 100% responsibly sourced cotton.

work hard, playa harder 🌴

👖: @aday comfy day pants in coconut
🌴: @nobuloscabos 

#ADAY
#naturalgroove
#domorewithless",225,"[{'text': '😍😍😍', 'length': 3}, {'text': '😍😍😍', 'length': 3}, {'text': '🔥', 'length': 1}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'A lot of the same movements as @cuchira does 😍', 'length': 46}, {'text': 'You need to teach these moves', 'length': 29}, {'text': '😍😍😍', 'length': 3}, {'text': 'I need those pants 😍', 'length': 20}, {'text': '🔥🔥🔥👏', 'length': 4}, {'text': '🔥🔥❤️', 'length': 4}, {'text': 'My last shopping purchase was a year ago. Seeing you move in these pants just stimulated the consumerist in me.', 'length': 111}]"
"Feels like butter,",<Post Ca71fO8JmJP>,49,16,[],10/03/22,"Feels like butter, looks like caviar and – of course – keeps you cool.",70,"[{'text': '#capsulewardrobe #newin #newarrivals #sustainabledesign #outfitrepeater #domorewithless', 'length': 87}, {'text': '🧊🧊🧊', 'length': 3}, {'text': '🆒🆒🆒', 'length': 3}, {'text': '🔥🔥', 'length': 2}, {'text': '🙌🙌🔥🔥', 'length': 4}, {'text': '@aday Hi! I sent a dm with an authenticity question about a pair of ADAY pants, I would really appreciate it if you were able to respond! Thank you!', 'length': 148}, {'text': '🥶🥶', 'length': 2}, {'text': 'oh she’s cool 🧊', 'length': 15}, {'text': ""Aday! I bought the black collared shirt and went back to buy the coconut, and it's totally out of stock! Are you planning on a restock? Xx"", 'length': 138}]"
Just Dropped: Cool,<Post Ca7fqswjvU7>,90,13,[],10/03/22,"Just Dropped: Cool Weave. Inspired by the power of the wind, our new capsule is designed for those pushing boundaries and breaking barriers. Like the women in our community, the wind is powerful. It’s kinetic. It can be playful and chill. With this collection, we hope to leave you energized + optimistic about what the future holds — no matter where the wind takes you.",370,"[{'text': '#justdropped #newarrivals #capsulewardrobe #outfitrepeater #domorewithless', 'length': 74}, {'text': '😍😍😍😍🔥🔥🔥🔥', 'length': 8}, {'text': '😍😍😍😍', 'length': 4}, {'text': '🙌🙌❤️❤️🔥🔥😍😍', 'length': 10}, {'text': '😍😍😍', 'length': 3}, {'text': '🔥🔥🔥🔥 what a video 😍', 'length': 19}, {'text': 'Gorgeous ❤️', 'length': 11}]"
TODAY: Powered by,<Post Ca7ei6WL9W2>,67,8,[],10/03/22,"TODAY: Powered by brrr° – our Cool Weave fabric is Oeko-Tex and Global Recycle Standard certified, chemical free and provides an instant and continuous cooling sensation that won’t fade or wash out. This innovative fabric is 80% cooler than comparable fabrics, with superior moisture wicking, drying and UPF 50+ properties. Stay cool + save on air conditioning.",361,"[{'text': '#newarrivals #justdropped #domorewithless #outfitrepeater #capsulewardrobe', 'length': 74}, {'text': '🤤🤤🤤', 'length': 3}, {'text': '🧊🧊🧊', 'length': 3}, {'text': 'loving this rebrand! 👏', 'length': 22}, {'text': '👏👏👏 love it', 'length': 11}]"
"Effortless, versatile +",<Post Ca5MND-Dr6_>,100,6,[],09/03/22,"Effortless, versatile + elevated — our most-anticipated collection, dropping TOMORROW.",86,"[{'text': '#capsulewardrobe #domorewithless #capsuledressing #newarrivals #abetterwardrobe #outfitrepeater', 'length': 95}, {'text': '😍😍😍', 'length': 3}, {'text': '😍😍😍exciting new Aday!!', 'length': 22}, {'text': '🙌🙌🙌', 'length': 3}]"
We’re going on,<Post Ca5DJqJJFPG>,80,18,[],09/03/22,"We’re going on a new journey, and we’re taking you with us. TOMORROW: Stay cool.",80,"[{'text': '#capsulewardrobe #newarrivals #domorewithless #outfitrepeater #rewearthat', 'length': 73}, {'text': '👏👏👏', 'length': 3}, {'text': '🔥🔥', 'length': 2}, {'text': '😮😍🔥', 'length': 3}, {'text': '🌬🧊❤️', 'length': 4}, {'text': '🙌🙌😍😍', 'length': 4}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'Are you going to update the other colors? I really wanna see the green one on a model too.', 'length': 90}]"
