,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
One drop saves,<Post Cc8NdV1AG60>,964,51,[],29/04/22,One drop saves one single-use plastic bottle from entering our landfills 🤝,74,"[{'text': 'How long is the cleaning solution good once you put the tab in?', 'length': 63}, {'text': 'Bought a kit last year and was very disappointed to 1) find out the spray bottles are all plastic. The design of the bottle led me to falsely believe they were glass. And 2) discover the refill packs are lined with aluminium.  On top of that, the sprayer cover broke off within a couple months and one of the bottle necks snapped off after just over a year of use.  Would not recommend this company to anyone interested in eco products, they are not designed to last.', 'length': 467}, {'text': 'Are your foaming hand soap tablets anti-bacterial?', 'length': 50}, {'text': 'are your cleaners disinfecting?', 'length': 31}, {'text': 'Please switch to glass bottles. Or make a higher quality bottle. These plastic ones always break. Plus.. you’re still shipping plastic. 😔', 'length': 137}, {'text': 'Hey! How tall are these bottles?', 'length': 32}, {'text': 'I’m having problems with my hand soap.  It stops dispensing soap.  It happened to 3 different bottles.  It would work and when I put new tablets in, it stops working.', 'length': 166}, {'text': 'Hi! Will you ever ship to Hong Kong??', 'length': 37}, {'text': 'I love this stuff and use in my cleaning business bit it always leaks put the trigger and gets my bag wet.', 'length': 106}, {'text': ""Not going to lie - I hate that I have to push in the hand  soap tablets. It's a nuisance to have little soap pieces all over my counter 😢"", 'length': 137}, {'text': 'Got mine last week. Actually very good cleaners. I especially like the powder dish soap.\nI think it’s very silly that a company pledging to stop plastic waste.. sends you bottles made entirely made of plastic.', 'length': 209}, {'text': 'My tabs never fit in the bottles. 😞', 'length': 35}, {'text': 'Still waiting for an awesome product for mopping my floors. Please. This rescue 🐶 mom of 4 needs you Blueland. 🙏', 'length': 112}, {'text': 'Just refilled my dish soap today and was sad as the refill pack felt much leaner, and it only filled the bottle up 4/5s of the way. But it’s still the same price. 😢', 'length': 164}, {'text': 'I really love these products. Please find a retailer in Canada to sell your whole line. 🙏', 'length': 89}, {'text': 'Just love this idea 👏', 'length': 21}, {'text': 'Bought a kit for each of my four sisters, neighbors, and left mine for the people that bought my house…now I need a new one.', 'length': 124}, {'text': 'Would love to try them soon! 💚', 'length': 30}, {'text': 'Putting this kit on my wedding registry!', 'length': 40}, {'text': 'How great! 🧠💪', 'length': 13}, {'text': 'Love your hand soaps', 'length': 20}, {'text': 'The best', 'length': 8}, {'text': 'Love the hand soap tablets. The foaming soap is gentle on hands and love the scents too. \U0001fae7', 'length': 90}, {'text': 'Blueland mania !!!!', 'length': 19}, {'text': 'blueland everything 😍', 'length': 21}, {'text': 'Love all your products!!! And your Mission', 'length': 42}, {'text': 'In love 🥰', 'length': 9}, {'text': 'I love this hand soap!', 'length': 22}, {'text': 'Best blueland models @macyyu @notclarecogan', 'length': 43}, {'text': '@carbon.emotions', 'length': 16}, {'text': ""Hi, what material are those bottles that you sell made of? And what's the material of the inner lining of your sachets? Have you conducted biodegradability testing on your products? And can you disclose the % of biodegradability?"", 'length': 229}]"
Earth Month might,<Post Cc6AnvWAYLW>,3510,14,[],28/04/22,"Earth Month might be ending, but we’re on a mission to save the planet every day 🌎🌿

Video: @austinpedersen__",109,"[{'text': 'Ooooo hi CB', 'length': 11}, {'text': '♥️', 'length': 2}, {'text': 'Yes 👏👏👏', 'length': 7}, {'text': '😍 yes earth day is every day!', 'length': 29}, {'text': 'Beautiful ❤️❤️❤️❤️❤️❤️', 'length': 22}, {'text': 'Wow!😮😍', 'length': 6}, {'text': 'Beautiful video!', 'length': 16}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': 'Love CB how about you??', 'length': 23}, {'text': '🤷\u200d♂️🤷\u200d♂️🤷\u200d♂️🤷\u200d♂️🤷\u200d♂️', 'length': 20}, {'text': '👍👍👍👍👍', 'length': 5}, {'text': '@crystalednalino @katattack18 @joanne.ednalino @mednalino', 'length': 57}]"
Repair and reuse,<Post Cc3Eb3DLIzH>,10232,44,[],27/04/22,Repair and reuse is always cute. Thanks mom ☺️,46,"[{'text': 'It will be such a wonderful memory later on ✨', 'length': 45}, {'text': 'My mom would do this on her clothing too! ❤️', 'length': 44}, {'text': ""That's a really good idea"", 'length': 25}, {'text': 'I love this!!😍', 'length': 14}, {'text': 'Mom never fails to find a way 😍💚', 'length': 32}, {'text': 'Aawh 🥺', 'length': 6}, {'text': 'What a great idea!', 'length': 18}, {'text': 'This is so cute 🥲', 'length': 17}, {'text': 'The sweetest', 'length': 12}, {'text': '💝', 'length': 1}, {'text': 'I have a baby blanket I’ve had for 30+ years. When it got a hole in my mom patched it with a heart…its the best. 😍', 'length': 114}, {'text': 'So wholesome \U0001f979 protect this mom at all costs', 'length': 44}, {'text': 'We do this too!', 'length': 15}, {'text': 'I LOVE IT!!!!👏', 'length': 14}, {'text': 'i love this!', 'length': 12}, {'text': 'How adorable ❤️', 'length': 15}, {'text': 'i do this on my clothes!! So cute and makes my fav pieces last longer', 'length': 69}, {'text': 'Oh I love this', 'length': 14}, {'text': 'Wow, totally inspired!', 'length': 22}, {'text': 'This is amazing \U0001f979', 'length': 17}, {'text': 'You have the most beautiful mom. What a gorgeous woman she must be to do this. 💫💫💫', 'length': 82}, {'text': 'Love 💗 💗💗', 'length': 9}, {'text': 'Find old and thick floral lace in thrift shops, cut out the flowers and stitch them over the holes! 🥰', 'length': 101}, {'text': 'My mom did too!!', 'length': 16}, {'text': '@buckeyegolden 🌼', 'length': 16}, {'text': '@michellelikesbirds every time i see these i think of you now and how big the flowers would have to be 😂😂', 'length': 105}, {'text': '@maddieewalker_', 'length': 15}, {'text': 'This made me think of you @szoke_schaeffer 😌', 'length': 44}, {'text': '@ceceandrews', 'length': 12}, {'text': '@iron_horse_willards', 'length': 20}, {'text': 'Yes I love this and plan to start doing it', 'length': 42}, {'text': ""this is cute but do we need to call everything 'healing' lol"", 'length': 60}, {'text': 'Suggestions for old flat pillows?', 'length': 33}, {'text': 'Adorable', 'length': 8}, {'text': 'Such a great idea! 🌸', 'length': 20}, {'text': 'I don’t blame you!!', 'length': 19}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '❤️', 'length': 2}, {'text': '❤️', 'length': 2}]"
Dreams do come,<Post CcqU3SUJeSr>,1197,59,[],22/04/22,"Dreams do come true 😭💙 @thetodayshow did a full segment on Blueland and our co-founder @spaiji today to celebrate our favorite day of the year: Earth Day + our birthday!

Today, we're celebrating THREE years of making eco easier with refillable products that have eliminated over 1 billion single-use plastic bottles. Thanks for helping us make Earth Day every day with small steps towards a cleaner planet! 🌏",409,"[{'text': 'AMAZING 🙌👏', 'length': 10}, {'text': '❤️❤️❤️❤️ SO proud of this team business and @spaiji !', 'length': 53}, {'text': 'Genius! 🙌', 'length': 9}, {'text': 'I saw this!! Such an amazing opportunity for you guys', 'length': 53}, {'text': 'So exciting!!!! Congratulations 😍', 'length': 33}, {'text': '👏🌎👏 thank you Blueland for offering better, more planet friendly choices. If we each do a little, collectively, it makes a big difference', 'length': 137}, {'text': 'Woo hoo!!! 👏👏👏🥳 Happy Birthday to your company & thank you 🌲 all that you do! 💓', 'length': 79}, {'text': 'Dream come true 😭', 'length': 17}, {'text': 'I saw this from Australia and have signed up and going to make a purchase. It’s an amazing idea.', 'length': 96}, {'text': '😍😍😍❤️', 'length': 5}, {'text': 'Earth Day every day 😍😍😍', 'length': 23}, {'text': 'Absolutely incredible 👏', 'length': 23}, {'text': 'yay!! 🥳🌎💙', 'length': 9}, {'text': 'Congratulations 🎉 you deserve it! More success to you all!', 'length': 58}, {'text': 'Yay!!', 'length': 5}, {'text': '👏🏼👏🏼♥️', 'length': 6}, {'text': 'Awesome! I love this!', 'length': 21}, {'text': 'Congratulations! Love my Blueland products! 👏👏', 'length': 46}, {'text': 'I love the small oval sponges, and their tin.', 'length': 45}, {'text': 'So amazing!!!!! 👏👏👏 You deserve it!!!!', 'length': 38}, {'text': '🙌🙌🙌🙌', 'length': 4}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': 'Yay!!! Congrats!! 🌎💚', 'length': 20}, {'text': 'celebrating the ripple effect of innovation 🥳👏 let’s go!!!', 'length': 58}, {'text': 'Woohoo! I love your products!', 'length': 29}, {'text': ""OMG that's amazing!! Congrats on being featured on the today's show! ❤️"", 'length': 71}, {'text': 'Love all my products from Blueland!!!', 'length': 37}, {'text': 'Love this!!', 'length': 11}, {'text': '🙌 yessss i love cleaning my house like the stars', 'length': 48}, {'text': 'Amazing segment!!! 👏 @spaiji 🤩and HBD @blueland 🌏\U0001fae7💙🚀', 'length': 52}, {'text': '👏👏👏', 'length': 3}, {'text': '❤️❤️❤️', 'length': 6}, {'text': 'very cool!', 'length': 10}, {'text': '👏👏', 'length': 2}, {'text': 'Great products!', 'length': 15}, {'text': 'Congratulations 🙌!', 'length': 18}, {'text': '😍', 'length': 1}, {'text': '🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌', 'length': 11}, {'text': 'Life changing!', 'length': 14}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '👏👏👏', 'length': 3}, {'text': '🙌🙌❤️❤️', 'length': 6}, {'text': 'Yay!!! So cool!', 'length': 15}, {'text': '👏👏👏👏', 'length': 4}, {'text': 'Omg so cool! 👏 congrats team! 🥳', 'length': 31}, {'text': '🙌👏❤️', 'length': 4}, {'text': '👏👏👏🌍🌍🌍', 'length': 6}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': '❤️🌎', 'length': 3}, {'text': '🙌🙌🙌', 'length': 3}]"
As it was,<Post CclmEK-AwnG>,1291,67,[],20/04/22,As it was before single-use plastic 🌏✅,38,"[{'text': 'it would be good if my single use plastic bottles from you didn’t keep breaking so easily :/', 'length': 92}, {'text': 'Very cheap bottle. Out of the box, the sprayer doesn’t work. Just foams. It’s too bad your products are so hit or miss!', 'length': 119}, {'text': 'I have replaced all of my one time use bottles with Blueland. The scented ones are nice and not overpowering. And most importantly, they work!', 'length': 142}, {'text': 'Brilliant ❤️', 'length': 12}, {'text': 'Have been using these since they first came out. Excellent', 'length': 58}, {'text': 'Is this pet friendly too?', 'length': 25}, {'text': 'i can’t wait to run out of the products i have now so i can order 😁', 'length': 67}, {'text': '💚💚💚💚', 'length': 4}, {'text': 'louder for the people in the back 🗣', 'length': 35}, {'text': 'out with the old in with the blue 🤩', 'length': 35}, {'text': 'Would reusable glass bottles be better???', 'length': 41}, {'text': 'I seem to have the same issue as many other commenters here - I love the cleaners but the bottles are not good! Two of my sprayer tops have already stopped working.', 'length': 164}, {'text': 'Do you ship to Sweden? 🧡🧡', 'length': 25}, {'text': 'Your products are mostly fantastic! I wish the plastic tops on the soap dispensers and bottles were higher quality… I feel like it could break at any time because of the thin plastic. Also, your glass cleaner is streaky and the dishwashing powder doesn’t work too well.', 'length': 269}, {'text': 'Still waiting for your international shipping to the UK… x', 'length': 58}, {'text': 'I love the clean look of the reusable bottles! too cute', 'length': 55}, {'text': 'Yes! 👏', 'length': 6}, {'text': '😍😍😍', 'length': 3}, {'text': 'I would love to try this 👏🏼💙', 'length': 28}, {'text': '😍😍😍😍', 'length': 4}, {'text': '👏❤️', 'length': 3}, {'text': 'The best 🙌', 'length': 10}, {'text': 'Refills >>> recycling 💙🌎', 'length': 24}, {'text': '@harrystyles is pro planet', 'length': 26}, {'text': 'Says the company pushing consumerism of cheap bottles… 🙄', 'length': 56}, {'text': 'You’re trying to be an environmental responsible company, and yet one of your models is wearing really amazing green nail polish! I would call manicures like that not so environmentally friendly...', 'length': 197}, {'text': ""How 'environmentally friendly' are you really when you're still promoting the purchase of new bottles when there are waaaay more then enough already in existence that could be repurposed/reused - like the one you throw in the trash in your video clip here. This is just greenwashed capitalism."", 'length': 293}, {'text': '@emilymcderby  weren’t you looking for something to do with cleaning', 'length': 68}, {'text': '@cgannon24', 'length': 10}, {'text': 'Those nails tho @macyyu 😍', 'length': 25}, {'text': 'Are those nail tips biodegradable?  And the spray bottles will crack if you drop them and leak at the top where they join', 'length': 121}, {'text': 'I love the cleaners but hate the bottles, 2 out of 3 broke (specifically the sprayer part). It would be great to improve that. I will continue buying the tablets but will probably buy bottles somewhere else.', 'length': 207}, {'text': 'My pumps on the hand foam soaps keep breaking. I have now received three new pumps but I am discouraged with this problem. I am happy with the dish soap.', 'length': 153}]"
Roundup will no,<Post CclC02aAD3->,3823,69,[],20/04/22,"Roundup will no longer be sold for residential use in the US by next year! While it’s still used in commercial agriculture, this is a step forward ↪️🌱",150,"[{'text': 'I like your product but have had issues with all my spray bottles and pump dispenser', 'length': 84}, {'text': ""This is amazing news!! Can't wait to try your products"", 'length': 54}, {'text': '👏🙌👏🙌👏🙌👏🙌👏🙌', 'length': 10}, {'text': '👏🏼👏🏼👏🏼', 'length': 6}, {'text': '🔥🔥🔥🔥', 'length': 4}, {'text': 'About time!!!!!!', 'length': 16}, {'text': '🙌🙌🙌🙌 so excited to read this! 😍', 'length': 31}, {'text': '👏👏👏', 'length': 3}, {'text': '👏👏👏', 'length': 3}, {'text': ""people dont talk about this enough. if you're interested look into agent orange."", 'length': 80}, {'text': 'It’s really not homeowner use that’s the problem. Judicious use by homeowners to eradicate invasive plants is an important use of this chemical. The issue is repeated overhead spraying by big ag. 🙄', 'length': 197}, {'text': 'My mother in law got cancer from it and was part of the huge lawsuit that settled. She did get some money 🙌 and is now cancer free!!!', 'length': 133}, {'text': 'Guess who is the biggest investor … Bill Gates.. guess who own most of Americans farm lands .. Bill gates.. he really has Americans best health interests in mind .. 🙄', 'length': 166}, {'text': 'But why is it still being used commercially?', 'length': 44}, {'text': 'Interesting that it’s Bayer who made it, and Bayer who makes loads of cancer treating medications at huge margins', 'length': 113}, {'text': 'Literally fashion nova and other brands sell clothes that cause cancer, they have labels that say so. It’s insane that our government puts a business making profits over the safety of the people. I don’t know how policy makers sleep at night', 'length': 241}, {'text': 'Missed the part about it being used in the Vietnam war - agent orange', 'length': 69}, {'text': 'In our home we call Monsanto “Satan”', 'length': 36}, {'text': '@carlaaaayyyyy @carly517 oh no', 'length': 30}, {'text': 'FYI @jax.007', 'length': 12}, {'text': '@foodsciencebabe thoughts??', 'length': 27}, {'text': '@amanda.hair.dinkel', 'length': 19}, {'text': '@j.ciranni11  good news', 'length': 23}, {'text': '@tayloraroberts_', 'length': 16}, {'text': '@lynnie130', 'length': 10}, {'text': '@morgan_yarnell 🙌🏼', 'length': 18}, {'text': ""I have a few ideas to not only have it stopped on our foods. @blueland have y'all heard of anything in the works to stop it being used further than residential?"", 'length': 160}, {'text': '@jefferruiz87', 'length': 13}, {'text': '@jlaynevargas', 'length': 13}, {'text': '@bburke1992', 'length': 11}, {'text': 'They’re about to spray a huge amount of B.C.‘s vegetation with this; specifically targeting unceded indigenous land. They are taking away our resources by killing the land and giving us no options. This is devastating and detrimental to all of us as a community.', 'length': 262}, {'text': 'Should all check out the book seed money by Dr. Bart Elmore. Brilliant professor at Ohio State has spent years doing investigative studies of Monsanto and speaking with farmers. A very, very scary company that is literally killing us.', 'length': 234}, {'text': 'Monsanto is so dis gust ing', 'length': 27}, {'text': 'Of course it’s made by Bayer, 😅 doesn’t surprise me', 'length': 51}, {'text': 'Monsanto has been tied up in other lawsuits too 🙃😑😑😑', 'length': 52}, {'text': 'And yet they spray glyphosate from planes over peoples houses to control weeds and vegetation growth on crown land…', 'length': 115}, {'text': 'I would love to live somewhere with tighter regulations 😭 especially with food. I hear parts of Europe are a bit better but greedy capitalism is causing health threats everywhere', 'length': 178}, {'text': 'Thanks EPA. Youre just great. 🤨', 'length': 31}, {'text': 'my cousin has incurable leukemia from working with roundup at a golf course in his teens😢', 'length': 89}, {'text': '🤢🤮', 'length': 2}, {'text': 'Whereas in Australia, we’re like - go! Drench us with it :(', 'length': 59}, {'text': '@thefoodbabe', 'length': 12}, {'text': '😭😡🤬', 'length': 3}, {'text': '@huntatas', 'length': 9}, {'text': '🤯🤯🤯', 'length': 3}, {'text': '👏', 'length': 1}, {'text': '🤢', 'length': 1}, {'text': '@jaseh1188', 'length': 10}]"
CLOSED - Win,<Post CciYv0DL-jl>,3124,4873,[],19/04/22,"CLOSED - Win a chair made with ocean-bound plastic, along with our refillable cleaners! We’re longtime fans of @hermanmiller’s commitment to not only diverting waste, but making products that last (just like our Forever Bottles!)✨🌎 

We’ve teamed up to gift one lucky winner $750 towards Blueland products and 1 Aeron Chair in Onyx ($1400 value)! Follow both @blueland and @hermanmiller, and tag a friend in the comments for a chance to win. Bonus entry for sharing this post to your story!

….

Reminder: only engage with messages from @blueland or @hermanmiller. Starts on 4/19/22 and ends on 4/22/22, Earth Day! Read the official rules at the link in @hermanmiller’s bio.",674,"[{'text': '🤩 what a duo!', 'length': 13}, {'text': '@e.geib28 @staywildmoon.child', 'length': 29}, {'text': '@devinkuhn218 @karlzbarklee', 'length': 27}, {'text': '@godsaccomplice 💗', 'length': 17}, {'text': '@20juansavage1', 'length': 14}, {'text': '@tabithajamesa I hope I can win you a new office chair!!! Blueland and Herman Miller are amazing!!', 'length': 98}, {'text': '@_hall3_', 'length': 8}, {'text': 'I love these chairs so much have you ever used one of these @traceeeeeeeeeeeeee', 'length': 79}, {'text': '@squierzz', 'length': 9}, {'text': '@dannielletib I need more chairs', 'length': 32}, {'text': '@brittany_tanton trying to win nick a chair 🤞🏼', 'length': 46}, {'text': '@tamara_as12 for the new home office 😍', 'length': 38}, {'text': '@vivianwei1328 the chair😍', 'length': 25}, {'text': '@vinyl_45rpm', 'length': 12}, {'text': '@meanderson24', 'length': 13}, {'text': '@stephentan', 'length': 11}, {'text': '@alvin__liang I know you want', 'length': 29}, {'text': '@sylviedaigle1 🤩', 'length': 16}, {'text': '@jasminepomierski', 'length': 17}, {'text': '@antoniadiluca', 'length': 14}, {'text': '@vzarbs my chair!', 'length': 17}, {'text': '@finding.ernn', 'length': 13}, {'text': '@marionwrob', 'length': 11}, {'text': '@moonlit_design', 'length': 15}, {'text': '@katiecowie', 'length': 11}, {'text': '@chalmenyc', 'length': 10}, {'text': '@sallycampi', 'length': 11}, {'text': '@slightlytall', 'length': 13}, {'text': '@vishwarasania.dvm', 'length': 18}, {'text': '@sullyteaches', 'length': 13}, {'text': '@michelletszkei', 'length': 15}, {'text': '@juliannebelza', 'length': 14}, {'text': '@zhengdao.song join and maybe win yourself a birthday gift 💝 you are an Earth Day baby! 🌏', 'length': 89}, {'text': '@hj.___96', 'length': 9}, {'text': '@jeanelizabeth817 🤗', 'length': 19}, {'text': '@madelineahjones', 'length': 16}, {'text': '@h.citykey', 'length': 10}, {'text': '@brianphuoctran', 'length': 15}, {'text': '@michele.quan', 'length': 13}, {'text': '@jea9michelle', 'length': 13}, {'text': '@debbieshing', 'length': 12}, {'text': '@lonnievu', 'length': 9}, {'text': '@kitty.gn could sit in a herman miller after a long day of cleaning 👀', 'length': 69}, {'text': '@pottern57 gotta win you a chair!!!!', 'length': 36}, {'text': '@meredith_ann_ maybe growing up means entering more practical instagram giveaways', 'length': 81}, {'text': '@davidlohle happy 🌎 day 😍', 'length': 25}, {'text': '@swooneydesu', 'length': 12}, {'text': '@bighungrycory imagine this chair amongst our sustainably clean home!', 'length': 69}, {'text': '@mlittle__ fancy work chair and green cleaning products!!!', 'length': 58}, {'text': '@trishaflorentin', 'length': 16}]"
Our reaction too,<Post CcdUGAWrxuy>,5434,147,[],17/04/22,"Our reaction too when we learned 1 bunny shaped pound of chocolate = 2000 gallons of water 💦👀

Meme: @organicallyspicedmemes",124,"[{'text': 'only discussing water usage is hardly the entire story. beef produces 50 kg of carbon per 3.5 oz of steak and chocolate produces 5 kg of carbon per 1 kg of chocolate. really weirdly misleading post', 'length': 197}, {'text': 'This is crazy to learn however in the us alone there is over 27 billion pounds of beef sold every year where there is just under 3 billion pounds of chocolate sold. So even though chocolate does take more water in the scale of things beef is still way more harmful to the environment', 'length': 283}, {'text': 'Blueland, can we just have a moment of peace? 😂', 'length': 47}, {'text': 'Not to mention the incredible amount of deforestation for palm oil', 'length': 66}, {'text': 'Save Earth - Celebrate Easter with a steak instead of with a box of chocolates.', 'length': 79}, {'text': 'Can we get a source?', 'length': 20}, {'text': 'This just broke my heart into a million pieces so thanks to everyone for the clarifying context', 'length': 95}, {'text': ""At least vegan chocolate doesn't harm animals or need cows producing methane.... the lesser of two evils."", 'length': 105}, {'text': 'You talking about chocolate with milk in it specifically? Because that’s just one more reason to stop supporting the meat and dairy industry', 'length': 140}, {'text': 'Noooo don’t tell me this', 'length': 24}, {'text': 'Lol the world is on fire. Eat chocolate on Easter', 'length': 49}, {'text': 'Grrrr. Water used to grow chocolate OR beef goes back into the ecosystem. It is not lost. Life is an endless circle. Any agricultural process that doesn’t work with that cycle—looking at you, Big Ag—is the problem, not the product, especially if it is grown in the appropriate place at the appropriate time.  It’s not the product, it’s the production method. Regenerative agriculture works.', 'length': 390}, {'text': 'Ok, but don’t ruin chocolate for me', 'length': 35}, {'text': 'Your posts are sooo misleading. Byeee 👋🏼', 'length': 40}, {'text': ""Well now what am I going to eat! I'm already vegetarian"", 'length': 55}, {'text': 'Wow I didn’t know that !', 'length': 24}, {'text': ""Everyone's eating 🐖"", 'length': 19}, {'text': 'probably dairy chocolate not regular chocolate', 'length': 46}, {'text': 'Is there a link to the numbers on this? Worldwide or in specific regions? All chocolate types or just milk chocolate? Total production or what? I find it hard to believe (esp for US) that total production of chocolate is that much environmentally worse than beef.', 'length': 263}, {'text': 'That can’t possibly be true!!!!!', 'length': 32}, {'text': '😲really? What part of the process uses so much water?', 'length': 53}, {'text': 'Did anyone else just have a mental breakdown 😖😫😩🤯', 'length': 49}, {'text': 'okay too good 😂😳😅', 'length': 17}, {'text': 'Well, that depends and it\'s unfair to generalize like that. We\'re working hard to make chocolate in an agroforestry setting where cacao is the biggest player in soil regeneration & recovery, producing chocolate that is slave-free, organic and while developing communities. It\'s not the same to say ""chocolate"" when you\'re taking about Callebaut, Hershey\'s, Nestle, etc (crappy stuff, full of crappy additions such as powdered milk, palm oil, lecithins), or han saying chocolate and talking about craft chocolate (like the one we make). ;)', 'length': 538}, {'text': 'Jesus. Being alive is really no fun anymore. 😢', 'length': 46}, {'text': 'Also still using child labor', 'length': 28}, {'text': 'Noooo!!!! 😭😭😭how do we exist now? 😅', 'length': 35}, {'text': 'And yet if I don’t eat it, it still exists and the waste has already happened', 'length': 77}, {'text': '@siennamaciell', 'length': 14}, {'text': '@haleypfotzer22  no more chocolate!!!', 'length': 37}, {'text': 'I knew there was a reason I don’t like chocolate!! 😂 (and stopped eating beef 3 years ago)', 'length': 90}, {'text': 'NO. I didn’t know this. Happy to read the conflicting comments though', 'length': 69}, {'text': 'Not to mention the slavery...', 'length': 29}, {'text': 'haha love this!! :)', 'length': 19}, {'text': ""pick your battles cause can't give up that chocolate"", 'length': 52}, {'text': 'Woahhh!!! NO.WAY!!! 😓', 'length': 21}, {'text': 'Good thing I’m drinking water , eating prime rib, and eating chocolate today because I have to enjoy something in my life 😑', 'length': 123}, {'text': 'omg this 😂😂', 'length': 11}, {'text': 'Nooooo tell me that’s no true!!!!', 'length': 33}, {'text': 'For the record it’s not like the water goes to outer space, it’s part of a water CYCLE, which in most of the tropics, is abundant', 'length': 129}, {'text': 'Oh wow 😯', 'length': 8}, {'text': 'This doesn’t sound correct. Can you provide a source on this statistic? And are you referring to the water it takes to grow cocoa trees? If so, we can’t prevent cacao trees from growing.', 'length': 186}, {'text': 'UGH WHY', 'length': 7}, {'text': 'I can’t live without chocolate', 'length': 30}, {'text': 'This is literally me rn learning this 😨', 'length': 39}, {'text': 'Source?', 'length': 7}, {'text': '😳 thank God I’m allergic to chocolate', 'length': 37}, {'text': 'whoever is running the blueland ig needs to do a better job', 'length': 59}, {'text': 'Woah, glad I don’t buy them!😮', 'length': 29}, {'text': 'This post sucks in so many ways.', 'length': 32}]"
Allergies flaring? 🤧,<Post CcYKgNwL2y7>,1424,31,[],15/04/22,"Allergies flaring? 🤧 Yep, us too. Turns out pollen season is being intensified thanks to climate change. Pollen levels could rise up to 200% by the end of the century, which experts say we can avoid by reducing emissions.

If you’re feeling the impact of pollen, remember to regularly clean areas where it collects (blinds, curtains, ceiling fans, even bedding) to keep levels low in your home — and know that any effort to reverse climate change will help rebalance pollen levels in the long-term ✨🌎 

Have a secret allergy remedy we should know about? Drop it below👇",568,"[{'text': 'Locally and sustainably foraged nettle tea with local honey. Been saying this ^^^ for years, cool to see that being touched on.', 'length': 127}, {'text': 'Essential oils have been amazing! I have a blend I use and it’s 🙌🏼', 'length': 66}, {'text': 'Mine have actually been non existent the last few years . They used to make me MISERABLE . Looovee it 👏🏻', 'length': 104}, {'text': 'Alright u guys fear monger too much now .', 'length': 41}, {'text': 'This explains so much! Allergies have been getting the best of me lately', 'length': 72}, {'text': 'The world needs to plant more female trees! They are only planting male trees which is why there is so much more pollen.', 'length': 120}, {'text': 'Check out the allergy fighting garden. Thomas Ogdren coined the ‘botanical sexism’ term regarding the lack of female plants being used to lessen the amount of debris.. bc of that pollen has nowhere to go. Also, plant natives.', 'length': 225}, {'text': 'Lemon + Lavender + Peppermint oil 🙌', 'length': 35}, {'text': 'I’m so not ready for pollen season \U0001fae3', 'length': 36}, {'text': 'Since using the air purifier in the house, it has reduced my hayfever substantially. Helps if you have a pet in the house too 🧡', 'length': 127}, {'text': 'Showering twice a day, especially before bed, has helped get any pollen off my body and hair before getting into bed', 'length': 116}, {'text': ""If you're allergic to dust mites, wash your sheets with HOT water! Has to be hot to kill the mites 🔥"", 'length': 100}, {'text': 'So happy you are shipping to the UK 🙌🏽', 'length': 38}, {'text': ""Good for nature though, she's thriving!"", 'length': 39}, {'text': '😢 allergies are killing me right now', 'length': 36}, {'text': ""I'm so grateful I was born without any allergies ❤️🙌"", 'length': 52}, {'text': 'Plant more female trees', 'length': 23}, {'text': 'Flaring is an understatement. My ENT suggested nasal surgery if I want to continue living in DC. I’m moving so I can breathe lol.', 'length': 129}, {'text': '❤️', 'length': 2}, {'text': '@iandroo888 @jeffreytuan', 'length': 24}, {'text': '@shawng322', 'length': 10}, {'text': 'See @khasanb84 🤧', 'length': 16}]"
