,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Founder Sylvie Chantecaille,<Post CcnxjoUgQIX>,1301,59,['earthday'],21/04/22,"Founder Sylvie Chantecaille shares the mission behind our brand. “We wanted a company that supports nature and to give a voice to the animals that don’t have one. We want to protect wild spaces, we want to protect elephants, pangolins, tigers, lions, and all the animals who need to be supported. - Sylvie Chantecaille #EarthDay",328,"[{'text': 'Bravo!!! This is true beauty 🙏🏻 Love to all species by caring, supporting and loving ✨', 'length': 86}, {'text': 'Just another reason to support your wonderful company! Beautifully designed products with solid formulas and ingredients and our shared loved for our animals and wildlife! 👏🏼', 'length': 174}, {'text': 'Love the mission, love the purity of ingredients. Am hoping that the sale of the company will not change either because they are the only reason my husband and I use and love these beautiful products. 🙏❤️', 'length': 204}, {'text': 'Just made me love you guys even more 🙌', 'length': 38}, {'text': 'So lovely 🥰💗', 'length': 12}, {'text': 'Beautiful! Your products are amazing 😘your dedication to animals and preserving them us remarkable 🙏🏻🙏🏻god bless😘The world need more companies that share your passion 🙏🏻', 'length': 169}, {'text': 'Could listen to you for hours, 💖🦒🐘🦋🐝 ......', 'length': 43}, {'text': 'Thank you for all you do 😍 happy Earth Day', 'length': 42}, {'text': 'Thank you for all you  and your family are doing to support all these amazing creatures! Love your company and your beautiful products! 💗', 'length': 137}, {'text': 'So beautiful! Obsessed with the quality of Chantecaille 💗', 'length': 57}, {'text': 'Bravo! So proud to support this brand! We need more Chantecaille to protect beatiful mama earth! 💕', 'length': 98}, {'text': 'Merci Sylvie for your beautiful heart and protecting our animals. 💛', 'length': 67}, {'text': '👏\U0001f979🥲♥️', 'length': 5}, {'text': 'Love this so much!!!! 💓', 'length': 23}, {'text': 'This warmed my heart ❤️❤️❤️❤️❤️', 'length': 31}, {'text': 'Only LOVE LOVE LOVE for your beautiful company! You have NAILED the foundations & tinted moisturisers!!! DIVINE, BEST, GAME-CHANGER!! And thank you for all you are doing for our planet 😍☀️💯♥️💚', 'length': 192}, {'text': 'This is absolutely amazing. I love what you guys stand for!❤️', 'length': 61}, {'text': 'love this so much ❤️❤️❤️❤️❤️❤️', 'length': 30}, {'text': '🙏😭😭I’m so happy I can participate and actually take part in this mission and vision all the while getting beautiful products in return! 💚💚💚Beautiful!', 'length': 149}, {'text': 'One of my favorite brands! Love your quality and also your mission. 🦒', 'length': 69}, {'text': 'I hadn’t realized I was buying Chantecaille almost from the founding!', 'length': 69}, {'text': '❤🧡🧡🧡💕💕💕💕💕💕💕', 'length': 11}, {'text': ""I've bought a few pieces from your brand & love them. But tbh a majority of your products are too $$ for my wallet."", 'length': 115}, {'text': 'I hope the sale of your company doesn’t affect quality and philanthropy.', 'length': 72}, {'text': 'Such a noble mission in the beauty industry. ❤️', 'length': 47}, {'text': 'Chantecaille is the most amazing cosmetic brand in the world 💜', 'length': 62}, {'text': '❤️❤️❤️ all the best', 'length': 19}, {'text': 'Love the packaging and the concept behind the brand. ❤️', 'length': 55}, {'text': 'One of my favorite brands @chantecaille', 'length': 39}, {'text': 'You’ve just made a convert! I’ll be buying @chantecaille from now on. 🐘 🦁 🐅 🦒', 'length': 77}, {'text': 'Beautiful brand! 🤎\nI tried to get help through your online help centre as to why the second ingredient in the powder foundation has aluminum starch octenylsuccinate?', 'length': 165}, {'text': 'Have a number of chantecaille products 😍', 'length': 40}, {'text': 'Love your products! Thank You ❤️', 'length': 32}, {'text': '🥰 love this brand', 'length': 17}, {'text': 'Beautiful giving heart❤️💙💜💖', 'length': 27}, {'text': 'Thank you❤️❤️', 'length': 13}, {'text': 'Beautiful Products Thank You ❤️', 'length': 31}, {'text': 'I love your products but find hit/miss through stores.  I live in Bay Area, ca ,where might I go for direct expertise?', 'length': 118}, {'text': 'Love this 😍', 'length': 11}, {'text': '❤️love your products!', 'length': 21}, {'text': 'Love this!❤️', 'length': 12}, {'text': '💚💚💚', 'length': 3}, {'text': '❤️🙌', 'length': 3}, {'text': '👏👏👏👏👏👏', 'length': 6}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': '🙌🙌', 'length': 2}, {'text': '❤️❤️', 'length': 4}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '🙌❤️❤️', 'length': 5}]"
Beauty that gives,<Post CcnS8tcATk6>,589,13,"['earthday', 'chantecaille']",21/04/22,"Beauty that gives back is the heart of Chantecaille. In honor of #EarthDay tomorrow, we’re running an exclusive sale event—our entire Philanthropy Collection is buy 1, get 1 25% off with code EARTH25. Shop through the link in bio. #Chantecaille",244,"[{'text': 'So many gorgeous goodies!! 😍 love this fabulous sale in honor of Earth Day!', 'length': 75}, {'text': '😍😍😍', 'length': 3}, {'text': 'وای اینا چقدر خوبن😍', 'length': 19}, {'text': 'Aesthetic 🔥', 'length': 11}, {'text': 'Is pushing the sales of more plastic packaged stuff really beneficial for the planet? New to me… 🤔', 'length': 98}, {'text': 'All great products!❤️them all !', 'length': 31}, {'text': 'Beautiful colours! 😍', 'length': 20}, {'text': '❤️❤️❤️', 'length': 6}, {'text': ""Please scrap the black plastic.  I read they can't recycle it."", 'length': 62}, {'text': '@kezhutch', 'length': 9}]"
Chill from head,<Post CckxmLlAbZG>,195,2,[],20/04/22,"Chill from head to toe with CBD 300 Face and Body Cream. It provides instantly soothing and relaxing relief where skin needs it most—  and it features a genius cocktail of plant stem cells. 

🌿 Eggplant Stem Cell Extract: So effective at soothing and restoring the skin barrier it was awarded a Nobel Prize for Medicine.
🌿 Cannabis Sativa Stem Cell Extract: Incredibly soothing and calming, this hemp extract is a super antioxidant that visibly reduces redness and boosts moisture.
🌿 Cherimoya Extract: From a South American superfruit, it immediately improves the appearance of stressed skin, reducing visible redness.",619,"[{'text': 'Truly a great product 👍🏻😊', 'length': 25}]"
Discover our Philanthropy,<Post CciykRdB35d>,481,13,"['chantecaille', 'earthmonth']",19/04/22,"Discover our Philanthropy Collection during our Give-Back Beauty Virtual Masterclass tomorrow, April 20th. Hosted by Alex Chantecaille and our resident makeup artist @CampbellRitchie. Link in bio for more details! #Chantecaille #EarthMonth",239,"[{'text': 'Such a gorgeous collection here 😍', 'length': 33}, {'text': 'unique desings and unique packaging:)', 'length': 37}, {'text': 'It’s gonna be EPIC 🙌🏼', 'length': 21}, {'text': 'Omygoodness! How stunning are all these shades 😍', 'length': 48}, {'text': ""I'd love to collaborate with you"", 'length': 32}, {'text': ""I'd love to get theese❤️❤️"", 'length': 26}, {'text': 'Fico sonhando com a @chantecaille apoiando o @nex_noextinction 😍♥️ já pensou essa parceria internacional \U0001faf6🏻 #dreams', 'length': 115}, {'text': 'So beautiful @chantecaille 😍', 'length': 28}]"
Pretty and planet,<Post CciXGGlDbTF>,1558,38,"['chantecaille', 'earthmonth']",19/04/22,"Pretty and planet friendly! Newly repackaged in FSC certified paper cartons to be even more sustainable, Philanthropy Cheek Shade Refills pop into the Pebble Compact of your existing Philanthropy Cheek Shade with ease. #Chantecaille #EarthMonth 
—
🐝Philanthropy Cheek Shade in Bee: golden coral, supports the @xercessociety
🌊Philanthropy Cheek Shade in Coral: warm peachy pink, supports @savingoceans
🦋Philanthropy Cheek Shade in Butterfly: light with rosy undertones, supports Monarch Butterfly Fund
🐘Philanthropy Cheek Shade in Elephant: soft peach, supports @SheldrickTrust",576,"[{'text': 'these are so pretty colours for spring and summer :)', 'length': 52}, {'text': 'How gorgeous are these!! Love mine! I have one and it’s beautiful on the skin!', 'length': 78}, {'text': 'So pretty. ❤️❤️', 'length': 15}, {'text': 'which shade is closes to marigold that was in the limited-edition aqua blush?', 'length': 77}, {'text': 'Brilliant idea and just purchased', 'length': 33}, {'text': 'So pretty🤩🤩🤩 i need some of these 🐝🐘🐢🌊', 'length': 38}, {'text': 'So pretty 😍', 'length': 11}, {'text': 'So beautiful 😍', 'length': 14}, {'text': 'I wouldn’t want to use these works of art 😍', 'length': 43}, {'text': 'Gorgeous ❤️❤️❤️❤️❤️', 'length': 19}, {'text': ""These cheek shades are so GORGEOUS you don't want to use them! 😍❤😍❤"", 'length': 67}, {'text': 'Gorgeous products!', 'length': 18}, {'text': ""I got the butterfly one and it is way too light for me.. I am berly starting to use Chantecaille products and so far really nice. But this one, the Philanthropy Cheek in Butterfly didn't work for me."", 'length': 199}, {'text': 'The embossing 😍 so pretty', 'length': 25}, {'text': 'Are your products clean and fragrance free?', 'length': 43}, {'text': 'Please open a shop in Dubaiiiiii 😩😩😩😩😩', 'length': 38}, {'text': '😍😍😍 omg I need some of this😍', 'length': 28}, {'text': 'And far to over priced', 'length': 22}, {'text': ""That's great to know. At least this customer is less interested in the packaging and more interested in the product."", 'length': 116}, {'text': 'Do these contain mica?', 'length': 22}, {'text': 'Oh my gosh, sooo pretty 💕', 'length': 25}, {'text': '😍😍😍', 'length': 3}, {'text': '👏👏👏', 'length': 3}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '🤍', 'length': 1}, {'text': '👀@iamshaiheart', 'length': 14}, {'text': '@annie.ayl 😍', 'length': 12}]"
The ingredient at,<Post CcgMmnEgEfK>,186,12,"['rosedemai', 'chantecaille']",18/04/22,"The ingredient at the heart of our #RosedeMai Collection is this unique rose from Grasse, France, whose soothing properties powerfully transform the skin. It’s our French skincare secret. #Chantecaille",201,"[{'text': '😍😍😍😍😍', 'length': 5}, {'text': 'What a beautiful flower 🤍🌸 ✨', 'length': 28}, {'text': 'I would adore this most treasured skincare elixir', 'length': 49}, {'text': 'How exciting! Love the sounds of this one!!', 'length': 43}, {'text': '🌸🌸🌸', 'length': 3}, {'text': ""Nature is truly the word's priceless gifts. I just discovered this holistic skin care after 4 years of research. Have yet to try it, but love the Animal blush and lipsticks."", 'length': 173}, {'text': 'My favourite skincare collection from @chantecaille @chantecailleuk 👏😍🌸🌹🥀🌺', 'length': 74}]"
Designed by Co-Founder,<Post CcdNkXVA1rQ>,-1,4,"['chantecaille', 'kikitembo']",17/04/22,"Designed by Co-Founder and Creative Director @OliviaChantecaille, Kiki was created with The Elephant Project to support The Sheldrick Wildlife Trust, our longstanding elephant conservation partners. An Earth Day exclusive, she comes in our limited-edition Kiki Bèbè Face Bundle— available now! @theelephantprojectofficial @SheldrickTrust
 
Includes:
Kiki, an 8” plush grey elephant doll
Bébé Camellia and Lavender Balm
Bébé Orange Blossom Face Cream

#Chantecaille #KikiTembo",475,"[{'text': '🙏🏻🐘🌸', 'length': 4}, {'text': 'I want all the stuffed animals they’re too cute even if my one and only is almost 15 😂😍', 'length': 87}, {'text': 'oh baby! id love to try them on my little one :)', 'length': 48}]"
Pamper the mothers,<Post Cca50KTuAE->,1424,14,"['mothersday', 'chantecaille']",16/04/22,"Pamper the mothers in your life with Rose de Mai delights. Gift these coveted beauty must-haves in our signature rose gift bag, yours with any purchase this Mother’s Day. Use code GIFTING at checkout. #MothersDay #Chantecaille",226,"[{'text': 'Love your rose range 🥰🌹', 'length': 23}, {'text': 'Such a beautiful set! I am in love with gifting this for Mother’s Day or for myself 😂', 'length': 85}, {'text': 'Beautiful 🌹', 'length': 11}, {'text': 'This face oil is soooo nice! ❤️', 'length': 31}, {'text': '❤️❤️❤️❤️❤️pretty', 'length': 16}, {'text': 'rose scnet in beauty care or frgrance is my favourte :)', 'length': 55}, {'text': 'Sent you a dm 😍', 'length': 15}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '😍😍😍😍', 'length': 4}]"
Just launched: Rose,<Post CcWCjmjOWA5>,1307,34,['chantecaille'],14/04/22,Just launched: Rose de Mai Eye Lift! Brighten and smooth the look of lines and dark circles with our newest addition to the Rose de Mai collection. Boosted with potent botanicals to instantly lift tired eyes for a refreshed look. #Chantecaille,243,"[{'text': 'Looks lovely !', 'length': 14}, {'text': 'This is gorgeous 😍 that packaging is unreal!', 'length': 44}, {'text': '❤️❤️', 'length': 4}, {'text': 'pretty 😍', 'length': 8}, {'text': '🔥🔥🔥🔥', 'length': 4}, {'text': 'Cannotttt wait to try this', 'length': 26}, {'text': 'OMG😍', 'length': 4}, {'text': 'It’s so good 🙌😍😍', 'length': 16}, {'text': '💕💕💕', 'length': 3}, {'text': '🌸🌸🌸', 'length': 3}, {'text': '😍😍', 'length': 2}, {'text': '😍😍', 'length': 2}, {'text': 'I love your products ❤️❤️❤️❤️❤️', 'length': 31}, {'text': 'Love mine!', 'length': 10}, {'text': 'The perfect applicator and eye lift!', 'length': 36}, {'text': 'Oh wow this looks blissful 😍', 'length': 28}, {'text': 'So so good 🙌☺️💗', 'length': 15}, {'text': 'This is so good', 'length': 15}, {'text': 'Cool!!!', 'length': 7}, {'text': '🥰🥰🥰', 'length': 3}, {'text': 'Need to try this! 😍', 'length': 19}, {'text': '🦋🦋🦋', 'length': 3}, {'text': '😍', 'length': 1}]"
A rosy new,<Post CcT3ygPgbtu>,599,30,"['rosedemai', 'chantecaille']",13/04/22,A rosy new launch is coming. Can you guess what it is? #RosedeMai #Chantecaille,79,"[{'text': 'The rose de Mai eye lift cream is available for pre-order today.', 'length': 64}, {'text': '❤️', 'length': 2}, {'text': '😍', 'length': 1}, {'text': ""Ooo La la... Can't hardly wait!!🙌❤️"", 'length': 35}, {'text': 'Pls tell me it’s a deodorant. Love the whole line thus far but could be wonderful with a Deo!', 'length': 93}, {'text': 'Eyeshadow palette ? 😍😍😍😍', 'length': 24}, {'text': 'Beautiful 😍', 'length': 11}, {'text': '🤩🤩🤩', 'length': 3}, {'text': 'Please create a body wash 🧴,I’m so in love with the body lotion🥰🥰🥰', 'length': 66}, {'text': 'Oohhh 😮😮', 'length': 8}, {'text': 'Fragrance', 'length': 9}, {'text': '💗💗💗💗', 'length': 4}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'New fragrance?', 'length': 14}, {'text': '💗💗💗🌸🌸🌸', 'length': 6}, {'text': 'Les roses de Mai🌺🇫🇷', 'length': 19}, {'text': 'Rose oil', 'length': 8}, {'text': 'My wish is for a Body Wash and Body Lotion🥰🥰🥰', 'length': 45}, {'text': '😍😍', 'length': 2}, {'text': 'New Powder?', 'length': 11}, {'text': 'Grasse💕', 'length': 7}]"
Creative Director @OliviaChantecaille,<Post CcRBF3guXfC>,-1,16,"['chantecaille', 'kikitembo']",12/04/22,"Creative Director @OliviaChantecaille designed these sweet floral outfits for Kiki and Tembo as a nod to Dame Daphne and Angela Sheldrick, who often wore floral dresses. “This collaboration is all about nurturing an early love for elephants and conservation so that children grow up caring about them, wanting to protect them.” Learn more about the project on Le Magazine (link in bio). @theelephantprojectofficial @sheldricktrust 
#Chantecaille #KikiTembo

📷: @andrea_russell_photography",488,"[{'text': 'So grateful to collaborate and support @sheldricktrust ! 🙏🏻💕🐘', 'length': 61}, {'text': 'Aww the cutest!! 😍', 'length': 18}, {'text': 'Sold out', 'length': 8}, {'text': 'So cute!!', 'length': 9}, {'text': 'Adorable!', 'length': 9}, {'text': 'Precious', 'length': 8}, {'text': 'So cute 😍', 'length': 9}, {'text': '❤️❤️❤️', 'length': 6}]"
Say hello to,<Post CcQW29huJJo>,1065,43,"['chantecaille', 'kikitembo']",12/04/22,"Say hello to Kiki & Tembo! These darling limited-edition plush elephants were created in collaboration with The Elephant Project to raise awareness about conservation and support Sheldrick Wildlife Trust, our long time partners. Explore our sweet Bébé bundles for your little ones through the link in bio. #Chantecaille #KikiTembo 🐘
@theelephantprojectofficial @sheldricktrust",376,"[{'text': 'We love them! We are so grateful to you and @theelephantprojectofficial  for your support 💚', 'length': 91}, {'text': 'So excited and grateful for this collaboration 🙏🏻💕🐘', 'length': 51}, {'text': 'So cute 🐘💓💙 !!', 'length': 14}, {'text': 'This is sooo cute!!', 'length': 19}, {'text': 'Super cuteee😍', 'length': 13}, {'text': 'Le best !', 'length': 9}, {'text': 'So adorable 😍', 'length': 13}, {'text': 'I love them 🐘 😍😍😍😍😍', 'length': 19}, {'text': 'Adorable 😍😍', 'length': 11}, {'text': 'Sold out 😢', 'length': 10}, {'text': 'Jasper loves his!!!', 'length': 19}, {'text': 'My little bernie loves his lotion 😍 and so does mommy! I love this partnership too!', 'length': 83}, {'text': 'Well it’s about time… waiting for a great company to do a baby line 😊', 'length': 69}, {'text': 'Aww so adorable!! ❤️', 'length': 20}, {'text': 'They’re so prrfect', 'length': 18}, {'text': 'So sweet ❤️', 'length': 11}, {'text': '😍😍😍', 'length': 3}, {'text': '🤍🤍🤍', 'length': 3}, {'text': 'So adorable 🙌', 'length': 13}, {'text': 'Adorable collection', 'length': 19}, {'text': 'Omg!! They are so precious!!! 😍😍😍', 'length': 33}, {'text': 'Lovely', 'length': 6}, {'text': 'So adorable and it is for a good cause !❤️❤️❤️the  two cute elephants 🐘 are dressed up !😊', 'length': 89}, {'text': 'I want one for the elephant alone 😍', 'length': 35}, {'text': '❤️😍', 'length': 3}, {'text': 'Elephants 🐘😍 I love you’re partners with @sheldricktrust they take such good care of them', 'length': 89}]"
This luxurious botanical,<Post CcOWzEfA5GT>,324,14,"['rosedemai', 'chantecaille']",11/04/22,This luxurious botanical cleansing routine is a refreshing skincare step for every skin type. A misting of Pure Rosewater followed by lightly massaging #RosedeMai Cleansing Balm in circular motions sweeps away light makeup or daily buildup. The Rose Cleansing Ritual Set is now available exclusively on chantecaille.com. #Chantecaille,334,"[{'text': 'My favourite cleansing routine too 👏😍', 'length': 37}, {'text': '❤️❤️', 'length': 4}, {'text': 'Totally ❤️this Pure Rosewater !I use it daily !😊', 'length': 48}, {'text': 'What lip color is she wearing? Beautiful!', 'length': 41}, {'text': 'Good for rosacea / reactive skin?', 'length': 33}, {'text': 'I love this cleansing balm and the Rosewater is divine!', 'length': 55}, {'text': 'How to place order I am from India', 'length': 34}, {'text': 'Pricier but worth ot', 'length': 20}, {'text': 'I cannot imagine proper cleansing without using water to remove what’s cleaned off', 'length': 82}, {'text': '@chantecaille What is she wearing on her lips? It’s beautiful! 😍', 'length': 64}]"
Experience a spa-worthy,<Post CcLHC33uGIh>,-1,9,"['chantecaille', 'rosedemai']",10/04/22,"Experience a spa-worthy self-care session with our exclusive Rose Cleansing Set—only available on chantecaille.com. #Chantecaille #RosedeMai 

🌸 Pure Rosewater: this face mist instantly refreshes
🌸 Rose de Mai Cleansing Balm: this luminous balm sweeps away makeup, dirt and more without drying out the skin
🌸 Clean Sweep Cotton Pads: these soft cleansing pads are reusable and perfectly sized for gently massaging the skin",422,"[{'text': 'Hi guys! Check your direct messages when you can!', 'length': 49}, {'text': 'Sounds like a great alternative for a spa day at home!', 'length': 54}, {'text': ""This shot is awesome! A perfect gift for mother's day"", 'length': 53}, {'text': 'So beautiful! Gotta get my hands on these gems!!!❤️🙌🔥', 'length': 53}, {'text': ""This is great! Btw, I've sent a DM. I'd really appreciate it if you guys could check it out. Thanks!"", 'length': 100}, {'text': 'Would love to try these products', 'length': 32}]"
The #RosedeMai petals,<Post CcJYOeagJBo>,1350,32,"['rosedemai', 'chantecaille']",09/04/22,"The #RosedeMai petals of our Pure Rosewater being pressed and distilled into artesian well water. Hydrating and refreshing, it's loaded with Vitamin C and possesses unprecedented anti-aging and skin-perfecting benefits. #Chantecaille",233,"[{'text': 'The best video 😍 so satisfying!', 'length': 31}, {'text': 'Would love ❤️ a BODYWASH please!!', 'length': 33}, {'text': 'So beautiful to watch... I can almost smell the roses 🌹🌹🤩', 'length': 57}, {'text': 'The most exquisite Rosewater 💛', 'length': 30}, {'text': 'How beautiful!😍', 'length': 15}, {'text': 'Rose water is really benefit for the skin', 'length': 41}, {'text': 'Beautiful ❤️', 'length': 12}, {'text': 'Bath me in this 🌹', 'length': 17}, {'text': 'Truly remarkable product. Worth every penny', 'length': 43}, {'text': '🌹🌹🌹🌹🌹', 'length': 5}, {'text': '😍❤️❤️', 'length': 5}, {'text': 'So satisfying', 'length': 13}, {'text': 'Looks amazing 😍', 'length': 15}, {'text': 'So pretty 😍😍', 'length': 12}, {'text': '❤️👏❤️', 'length': 5}, {'text': 'You used to do thee best black cherry lip gloss in a compact it was very pigmented and amazing will you bring it back ever pretty please?', 'length': 137}, {'text': '😍', 'length': 1}, {'text': 'Love this product !!!', 'length': 21}, {'text': '❤️❤️❤️', 'length': 6}, {'text': '❤️❤️❤️❤️', 'length': 8}, {'text': '💗💕💗', 'length': 3}]"
Fresh from the,<Post CcIuHvNguY1>,-1,10,"['rosedemai', 'chantecaille']",09/04/22,Fresh from the harvest: NEW Limited Edition Pure Rosewater in a flower-festooned aluminum bottle to celebrate the yearly harvest of our coveted #RosedeMai. One spritz is all it takes to fall in love. #Chantecaille.,214,"[{'text': 'So beautiful 😍', 'length': 14}, {'text': '😮😮😮', 'length': 3}, {'text': 'THE BEST', 'length': 8}, {'text': 'So pretty 😍', 'length': 11}, {'text': 'I didn’t understand all the fuss over this product…until I tried it. Now I’m absolutely in love. So refreshing and such a treat to my skin and all my senses. Now this is my top gift to give to friends. 🤍🌹', 'length': 204}, {'text': '😍😍😍🔥🔥🔥❤️❤️❤️', 'length': 12}]"
"Sculpt, shape, and",<Post CcG5Rrmhjg3>,-1,10,['chantecaille'],08/04/22,"Sculpt, shape, and add a lovely, natural flush to the cheeks with just launched HD Radiant Blush! Its mess-free flow-through brush was created for flawless application on-the-go. #Chantecaille",192,"[{'text': 'I so want 😍😍😍😍', 'length': 14}, {'text': 'I had this years ago.', 'length': 21}, {'text': 'So gorgeous and perfect for everyday!', 'length': 37}, {'text': 'Hmm, well, I like the brush and the blush separately.', 'length': 53}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': 'Ohhh I want to try this one so badly! 😍❤️', 'length': 41}, {'text': '😍😍😍', 'length': 3}, {'text': 'Glow on the go', 'length': 14}]"
"Just like silk,",<Post CcGW7EvB0M5>,-1,9,['chantecaille'],08/04/22,"Just like silk, NEW HD Radiant Blush flawlessly melts into the skin for a naturally radiant flush. This state-of-the-art formula seamlessly blurs the skin for a filtered effect. #Chantecaille",191,"[{'text': 'So beautiful 😍', 'length': 14}, {'text': 'This pink shade is so beautiful ♥️♥️♥️', 'length': 38}, {'text': 'I need this new blush!! 🔥', 'length': 25}, {'text': 'Such a beautiful colour !', 'length': 25}, {'text': 'I adore this color!!! I have to have it! ❤️❤️', 'length': 45}, {'text': 'What blush is this? I want it!', 'length': 30}, {'text': 'Too pretty for words', 'length': 20}]"
For a touch,<Post CcDyIvfBEX5>,530,29,['chantecaille'],07/04/22,"For a touch of radiance, swipe NEW HD Radiant Blush across the apples of the cheeks for a chic flush. This brilliant loose powder can be applied with ease thanks to its mess-free flow-through brush—it's perfect for a pop of color on-the-go. #Chantecaille",254,"[{'text': 'Quite possibly my fave launch', 'length': 29}, {'text': 'I need to try her! She looks beautiful!', 'length': 39}, {'text': 'Just got it and love it! Have loose powder brush too. Love it! How about a bronzer in this format? ❤️ That would make my lazy routine complete! ☺️', 'length': 146}, {'text': '❤️it ! On my wish list 😊👍🏻!Chantecaille always puts out such beautiful products!', 'length': 80}, {'text': 'Omg 😍 this looks amazing!!!', 'length': 27}, {'text': 'Just bought my first couple of chantecaille products … couldn’t be happier.  Was SO looked after by your advisor at Harvey Nics in Birmingham mailbox.  She listened to what I wanted (I know my make up) and came away with products that will always be on my “must have” list! 🙌', 'length': 275}, {'text': 'I so want this 😍', 'length': 16}, {'text': 'This looks breathtaking 😍', 'length': 25}, {'text': 'Clever. 🙌 Is this refillable?', 'length': 29}, {'text': 'This looks so pretty 😍', 'length': 22}, {'text': 'L❤️VE this!!!!', 'length': 14}, {'text': 'Will this be available in the uk?', 'length': 33}, {'text': '😍😍😍', 'length': 3}, {'text': '🤍🤍🤍', 'length': 3}, {'text': '🔥🔥', 'length': 2}, {'text': '😍', 'length': 1}, {'text': 'This looks beautiful ❤️', 'length': 23}]"
Spring is calling!,<Post CcBfe_0u-SZ>,-1,7,['chantecaille'],06/04/22,"Spring is calling! Brighten up your vanity with neutrals that are as fresh as the season. This gorgeous limited-edition collection is almost sold out, shop through the link in bio. #Chantecaille 
📷: @spacenk",207,"[{'text': 'So beautiful 💕', 'length': 14}, {'text': 'Such a pretty collection ! 😍', 'length': 28}, {'text': 'AMAZING ❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥', 'length': 20}, {'text': 'Hey guys @chantecaille I am having a Chantecaille week in my profile and tagging you. Hope you check your inbox 💚', 'length': 113}, {'text': 'I need all of these in my life 😂', 'length': 32}, {'text': 'Someone gave me the mascara as a gift, and it is honestly the best mascara I’ve ever used! 🙌❤️', 'length': 94}, {'text': 'Loving the spring vibe is here! They are calling for me 😍😍', 'length': 58}]"
"Achieve an effortless,",<Post Cb_FAG8gBoo>,621,12,['chantecaille'],05/04/22,"Achieve an effortless, neutral look in seconds using spring’s Giraffe Eye Quartet. Emily sweeps the matte soft brown shade all over the lid and adds a pop of white chrome pearl in the inner corners to brighten up the eyes. Have your eyes on it? It's nearly sold out—get yours before it's gone for good! #Chantecaille",316,"[{'text': 'Love this palette 🦒', 'length': 19}, {'text': 'Beautiful 🤍', 'length': 11}, {'text': 'So so beautiful 😍', 'length': 17}, {'text': 'Would love to buy this if we could get it in New Zealand or get it shipped here but it seems we don’t get the full range at Mecca NZ', 'length': 132}, {'text': 'Want 😍😍', 'length': 7}, {'text': '❤️❤️', 'length': 4}, {'text': 'That’s true clean beauty- no animal product or lab testing involved 🙌❤️', 'length': 71}, {'text': ""What is the lip color? It's gorgeous! 😍"", 'length': 39}, {'text': '@domz.lh', 'length': 8}]"
"Lip Chic’s lightweight,",<Post Cb8RfnwBJzP>,-1,10,['chantecaille'],04/04/22,"Lip Chic’s lightweight, glossy formula is powered by the smoothing properties of hyaluronic acid for plumper-looking lips. Find your perfect pout in this spring’s Lip Chic shades, created to support @giraffe_conservation. #Chantecaille

🦒  Willow - A sophisticated, cool pink
🦒  Jasmine - Neutral soft peach
🦒  Freesia - Flattering beige rose",342,"[{'text': ""Oh Thanks for the reminder - I need to get my hands on these before they're all sold out"", 'length': 88}, {'text': 'On my way to get one today!! ❤️', 'length': 31}, {'text': 'Which shade is best for olive skin tones?', 'length': 41}, {'text': 'Jasmine is always in my purse lol i wear her every single day', 'length': 61}, {'text': 'The most beautiful shades🤩', 'length': 26}, {'text': 'Love them! ❤️', 'length': 13}, {'text': 'Love my Lip Chic in Jasmine❤️', 'length': 29}, {'text': 'The prettiest shades for this collection!', 'length': 41}, {'text': '😍😍😍', 'length': 3}]"
